2014,Botafogo,Atlético-MG,0 : 0
2014,Coritiba,Bahia,3 : 2
2014,Cruzeiro,Fluminense,2 : 1
2014,Goias,Chapecoense,4 : 2
2014,Grêmio,Flamengo ,1 : 1
2014,Palmeiras,Atlético-PR,1 : 1
2014,Sport Recife,São Paulo,1 : 0
2014,Vitória,Santos,0 : 1
2014,Corinthians,Criciúma,2 : 1
2014,Figueirense ,Internacional ,1 : 2
2014,Atlético-MG,Coritiba,1 : 2
2014,Atlético-PR,Goias ,1 : 0
2014,Bahia,Grêmio ,1 : 0
2014,Chapecoense,Cruzeiro,1 : 1
2014,Fluminense ,Corinthians,5 : 2
2014,Santos,Botafogo,2 : 0
2014,São Paulo,Figueirense ,1 : 1
2014,Flamengo,Vitória ,4 : 0
2014,Criciúma,Sport Recife,2 : 2
2014,Internacional ,Palmeiras ,3 : 1
2014,Chapecoense,Botafogo,2 : 0
2014,Corinthians,Grêmio,1 : 0
2014,Coritiba,Palmeiras,2 : 0
2014,Cruzeiro,Goias,2 : 1
2014,Figueirense,Vitória,2 : 0
2014,Flamengo,Criciúma,1 : 1
2014,Santos,São Paulo,0 : 1
2014,Sport Recife,Fluminense,2 : 2
2014,Bahia ,Atlético-PR,1 : 2
2014,Internacional,Atlético-MG,2 : 1
2014,Grêmio,Cruzeiro,1 : 2
2014,Fluminense,Chapecoense,1 : 4
2014,Atlético-MG,Flamengo,4 : 0
2014,Palmeiras,Sport Recife,0 : 2
2014,Criciúma,Bahia,0 : 1
2014,Goias,Corinthians,0 : 1
2014,Vitória,Coritiba,1 : 1
2014,Atlético-PR,Santos,1 : 1
2014,Botafogo,Figueirense,0 : 1
2014,Atlético-MG,Figueirense,1 : 1
2014,Chapecoense,Vitória,0 : 1
2014,São Paulo,Palmeiras,2 : 0
2014,Atlético-PR,Sport Recife,0 : 1
2014,Bahia,Corinthians,1 : 2
2014,Flamengo,Coritiba,3 : 2
2014,Internacional,Goias,1 : 0
2014,Santos,Cruzeiro,0 : 1
2014,Criciúma,Grêmio,0 : 3
2014,Fluminense,Botafogo,1 : 0
2014,São Paulo,Internacional ,1 : 1
2014,Corinthians,Santos,1 : 0
2014,Cruzeiro,Criciúma,3 : 1
2014,Goias,Bahia,3 : 0
2014,Figueirense,Chapecoense,1 : 0
2014,Grêmio,Internacional,4 : 1
2014,Sport Recife,Flamengo,2 : 2
2014,Vitória,São Paulo,1 : 2
2014,Botafogo ,Atlético-PR,0 : 2
2014,Coritiba,Fluminense,1 : 0
2014,Palmeiras,Atlético-MG,0 : 2
2014,Bahia,Palmeiras,0 : 1
2014,Atlético-PR,Atlético-MG,1 : 0
2014,Flamengo,Chapecoense,3 : 0
2014,Criciúma,São Paulo,1 : 2
2014,Cruzeiro,Botafogo,2 : 1
2014,Santos,Internacional,1 : 2
2014,Sport Recife,Figueirense,1 : 0
2014,Corinthians,Coritiba,2 : 2
2014,Goias,Fluminense,0 : 2
2014,Grêmio,Vitória,1 : 0
2014,São Paulo,Goias,3 : 0
2014,Botafogo,Flamengo,2 : 1
2014,Internacional,Bahia,2 : 0
2014,Atlético-MG ,Sport Recife,3 : 2
2014,Chapecoense,Santos,1 : 1
2014,Coritiba,Grêmio,1 : 1
2014,Vitória,Criciúma,3 : 1
2014,Figueirense,Cruzeiro,1 : 1
2014,Fluminense,Atlético-PR,2 : 1
2014,Palmeiras,Corinthians,1 : 1
2014,Sport Recife,Goias,0 : 1
2014,Chapecoense,São Paulo ,0 : 0
2014,Santos,Fluminense,0 : 1
2014,Coritiba,Botafogo ,2 : 0
2014,Grêmio,Figueirense ,1 : 0
2014,Corinthians,Vitória,2 : 1
2014,Criciúma,Atlético-PR,0 : 1
2014,Cruzeiro,Palmeiras,1 : 1
2014,Flamengo,Internacional,2 : 0
2014,Bahia ,Atlético-MG ,1 : 1
2014,Botafogo,Sport Recife,1 : 1
2014,Vitória,Cruzeiro,0 : 1
2014,Atlético-PR,Flamengo,2 : 1
2014,Figueirense,Coritiba,4 : 0
2014,Internacional,Corinthians,1 : 2
2014,Palmeiras,Santos,1 : 3
2014,Atlético-MG,Chapecoense,1 : 0
2014,Fluminense,Criciúma ,4 : 2
2014,Goias,Grêmio,0 : 0
2014,São Paulo,Bahia,2 : 1
2014,Atlético-PR,Figueirense,3 : 0
2014,Criciúma,Santos,3 : 0
2014,Sport Recife,Vitória,1 : 2
2014,Atlético-MG,São Paulo,1 : 0
2014,Bahia,Chapecoense ,0 : 1
2014,Flamengo,Cruzeiro,3 : 0
2014,Internacional,Fluminense,2 : 1
2014,Palmeiras,Grêmio ,2 : 1
2014,Botafogo ,Corinthians,1 : 0
2014,Goias,Coritiba,3 : 0
2014,Chapecoense,Internacional ,5 : 0
2014,Fluminense,Atlético-MG,0 : 0
2014,Santos,Bahia,1 : 0
2014,Cruzeiro,Corinthians,0 : 1
2014,Figueirense,Flamengo,1 : 2
2014,Grêmio,Sport Recife,2 : 0
2014,Vitória,Goias,2 : 2
2014,Botafogo,Palmeiras,0 : 1
2014,Coritiba,Criciúma,1 : 0
2014,São Paulo,Atlético-PR,1 : 0
2014,Goias,Figueirense,1 : 0
2014,Corinthians,Sport Recife,3 : 0
2014,Criciúma,Atlético-MG,3 : 1
2014,Cruzeiro,Internacional,2 : 1
2014,Coritiba,Atlético-PR,1 : 0
2014,Flamengo,Santos,0 : 1
2014,Fluminense,Bahia,1 : 1
2014,Grêmio,São Paulo,0 : 1
2014,Vitória,Botafogo,2 : 1
2014,Palmeiras,Chapecoense,4 : 2
2014,Figueirense,Palmeiras ,3 : 1
2014,Internacional,Coritiba,4 : 2
