campeonato,ano,rodada,data,mandante,visitante,placar
brasileiro-a,2017,30,23.10. 19:00,Botafogo,Corinthians,2 : 1
brasileiro-a,2017,30,22.10. 18:00,Chapecoense,Fluminense,2 : 0
brasileiro-a,2017,30,22.10. 18:00,Ponte Preta,Avaí,1 : 2
brasileiro-a,2017,30,22.10. 16:00,Atlético-PR,Sport Recife,2 : 1
brasileiro-a,2017,30,22.10. 16:00,Bahia,Vitória,2 : 1
brasileiro-a,2017,30,22.10. 16:00,Cruzeiro,Atlético-MG,1 : 3
brasileiro-a,2017,30,22.10. 16:00,Grêmio,Palmeiras,1 : 3
brasileiro-a,2017,30,22.10. 16:00,Santos,Atlético-GO,1 : 0
brasileiro-a,2017,30,22.10. 16:00,São Paulo,Flamengo,2 : 0
brasileiro-a,2017,30,21.10. 16:00,Vasco,Coritiba,1 : 1
brasileiro-a,2017,29,19.10. 20:00,Flamengo,Bahia,4 : 1
brasileiro-a,2017,29,19.10. 20:00,Sport Recife,Santos,1 : 1
brasileiro-a,2017,29,19.10. 19:00,Palmeiras,Ponte Preta,2 : 0
brasileiro-a,2017,29,19.10. 19:00,Vitória,Atlético-PR,2 : 3
brasileiro-a,2017,29,18.10. 20:45,Avaí,Botafogo,1 : 1
brasileiro-a,2017,29,18.10. 20:45,Corinthians,Grêmio,0 : 0
brasileiro-a,2017,29,18.10. 20:45,Fluminense,São Paulo,3 : 1
brasileiro-a,2017,29,18.10. 20:00,Atlético-MG,Chapecoense,2 : 3
brasileiro-a,2017,29,18.10. 18:30,Atlético-GO,Vasco,0 : 1
brasileiro-a,2017,29,18.10. 18:30,Coritiba,Cruzeiro,1 : 0
brasileiro-a,2017,28,16.10. 19:00,Santos,Vitória,2 : 2
brasileiro-a,2017,28,15.10. 18:00,Bahia,Corinthians,2 : 0
brasileiro-a,2017,28,15.10. 18:00,Coritiba,Grêmio,0 : 1
brasileiro-a,2017,28,15.10. 16:00,Atlético-GO,Palmeiras,1 : 3
brasileiro-a,2017,28,15.10. 16:00,Chapecoense,Flamengo,0 : 1
brasileiro-a,2017,28,15.10. 16:00,Fluminense,Avaí,1 : 0
brasileiro-a,2017,28,15.10. 16:00,Sport Recife,Atlético-MG,1 : 1
brasileiro-a,2017,28,14.10. 21:00,São Paulo,Atlético-PR,2 : 1
brasileiro-a,2017,28,14.10. 19:00,Vasco,Botafogo,1 : 0
brasileiro-a,2017,27,12.10. 21:00,Palmeiras,Bahia,2 : 2
brasileiro-a,2017,27,12.10. 17:00,Flamengo,Fluminense,1 : 1
brasileiro-a,2017,27,12.10. 17:00,Ponte Preta,Santos,1 : 1
brasileiro-a,2017,27,12.10. 17:00,Vitória,Sport Recife,1 : 2
brasileiro-a,2017,27,11.10. 21:45,Atlético-MG,São Paulo,1 : 0
brasileiro-a,2017,27,11.10. 21:45,Avaí,Vasco,1 : 2
brasileiro-a,2017,27,11.10. 21:45,Grêmio,Cruzeiro,0 : 1
brasileiro-a,2017,27,11.10. 21:00,Corinthians,Coritiba,3 : 1
brasileiro-a,2017,27,11.10. 19:30,Atlético-PR,Atlético-GO,2 : 2
brasileiro-a,2017,27,11.10. 19:30,Botafogo,Chapecoense,2 : 1
brasileiro-a,2017,28,07.10. 16:00,Cruzeiro,Ponte Preta,2 : 1
brasileiro-a,2017,26,02.10. 20:00,Ponte Preta,Flamengo,1 : 0
brasileiro-a,2017,26,01.10. 19:00,Atlético-PR,Atlético-MG,0 : 2
brasileiro-a,2017,26,01.10. 16:00,Avaí,Atlético-GO,0 : 2
brasileiro-a,2017,26,01.10. 16:00,Botafogo,Vitória,2 : 3
brasileiro-a,2017,26,01.10. 16:00,Cruzeiro,Corinthians,1 : 1
brasileiro-a,2017,26,01.10. 16:00,Grêmio,Fluminense,1 : 0
brasileiro-a,2017,26,01.10. 16:00,São Paulo,Sport Recife,1 : 0
brasileiro-a,2017,26,30.09. 19:00,Palmeiras,Santos,0 : 1
brasileiro-a,2017,26,30.09. 16:00,Bahia,Coritiba,1 : 1
brasileiro-a,2017,26,30.09. 16:00,Vasco,Chapecoense,1 : 1
brasileiro-a,2017,25,25.09. 20:00,Sport Recife,Vasco,1 : 1
brasileiro-a,2017,25,24.09. 19:00,Atlético-MG,Vitória,1 : 3
brasileiro-a,2017,25,24.09. 19:00,Bahia,Grêmio,1 : 0
brasileiro-a,2017,25,24.09. 16:00,Atlético-GO,Cruzeiro,1 : 2
brasileiro-a,2017,25,24.09. 16:00,Chapecoense,Ponte Preta,1 : 0
brasileiro-a,2017,25,24.09. 16:00,Coritiba,Botafogo,2 : 3
brasileiro-a,2017,25,24.09. 16:00,Fluminense,Palmeiras,0 : 1
brasileiro-a,2017,25,24.09. 11:00,São Paulo,Corinthians,1 : 1
brasileiro-a,2017,25,23.09. 21:00,Santos,Atlético-PR,1 : 0
brasileiro-a,2017,25,23.09. 19:00,Flamengo,Avaí,1 : 1
brasileiro-a,2017,24,18.09. 20:00,Palmeiras,Coritiba,1 : 0
brasileiro-a,2017,24,17.09. 19:00,Cruzeiro,Bahia,1 : 0
brasileiro-a,2017,24,17.09. 16:00,Atlético-PR,Fluminense,3 : 1
brasileiro-a,2017,24,17.09. 16:00,Corinthians,Vasco,1 : 0
brasileiro-a,2017,24,17.09. 16:00,Flamengo,Sport Recife,2 : 0
brasileiro-a,2017,24,17.09. 16:00,Grêmio,Chapecoense,0 : 1
brasileiro-a,2017,24,17.09. 16:00,Vitória,São Paulo,1 : 2
brasileiro-a,2017,24,17.09. 11:00,Avaí,Atlético-MG,1 : 1
brasileiro-a,2017,24,16.09. 21:00,Ponte Preta,Atlético-GO,1 : 3
brasileiro-a,2017,24,16.09. 19:00,Botafogo,Santos,2 : 0
brasileiro-a,2017,23,11.09. 20:00,Atlético-GO,Bahia,1 : 1
brasileiro-a,2017,23,10.09. 19:00,Botafogo,Flamengo,2 : 0
brasileiro-a,2017,23,10.09. 19:00,Chapecoense,Cruzeiro,1 : 2
brasileiro-a,2017,23,10.09. 16:00,Santos,Corinthians,2 : 0
brasileiro-a,2017,23,10.09. 16:00,Sport Recife,Avaí,0 : 1
brasileiro-a,2017,23,10.09. 16:00,Vitória,Fluminense,2 : 2
brasileiro-a,2017,23,10.09. 11:00,Atlético-PR,Coritiba,1 : 1
brasileiro-a,2017,23,09.09. 19:00,São Paulo,Ponte Preta,2 : 2
brasileiro-a,2017,23,09.09. 18:00,Vasco,Grêmio,1 : 0
brasileiro-a,2017,23,09.09. 16:00,Atlético-MG,Palmeiras,1 : 1
brasileiro-a,2017,22,02.09. 16:00,Grêmio,Sport Recife,5 : 0
brasileiro-a,2017,22,28.08. 20:00,Coritiba,Vitória,0 : 1
brasileiro-a,2017,22,27.08. 19:00,Avaí,Chapecoense,1 : 0
brasileiro-a,2017,22,27.08. 19:00,Cruzeiro,Santos,1 : 1
brasileiro-a,2017,22,27.08. 16:00,Bahia,Botafogo,1 : 2
brasileiro-a,2017,22,27.08. 16:00,Flamengo,Atlético-PR,2 : 0
brasileiro-a,2017,22,27.08. 16:00,Palmeiras,São Paulo,4 : 2
brasileiro-a,2017,22,27.08. 16:00,Ponte Preta,Atlético-MG,1 : 2
brasileiro-a,2017,22,26.08. 19:00,Corinthians,Atlético-GO,0 : 1
brasileiro-a,2017,22,26.08. 16:00,Fluminense,Vasco,0 : 1
brasileiro-a,2017,20,23.08. 19:30,Chapecoense,Corinthians,0 : 1
brasileiro-a,2017,21,21.08. 20:00,Fluminense,Atlético-MG,2 : 1
brasileiro-a,2017,21,20.08. 19:00,Coritiba,Santos,0 : 0
brasileiro-a,2017,21,20.08. 19:00,Palmeiras,Chapecoense,0 : 2
brasileiro-a,2017,21,20.08. 16:00,Avaí,São Paulo,1 : 1
brasileiro-a,2017,21,20.08. 16:00,Bahia,Vasco,3 : 0
brasileiro-a,2017,21,20.08. 16:00,Cruzeiro,Sport Recife,2 : 0
brasileiro-a,2017,21,20.08. 16:00,Ponte Preta,Botafogo,2 : 1
brasileiro-a,2017,21,20.08. 11:00,Grêmio,Atlético-PR,0 : 0
brasileiro-a,2017,21,19.08. 19:00,Flamengo,Atlético-GO,2 : 0
brasileiro-a,2017,21,19.08. 16:00,Corinthians,Vitória,0 : 1
brasileiro-a,2017,20,14.08. 20:00,Santos,Fluminense,0 : 0
brasileiro-a,2017,20,13.08. 19:00,Atlético-PR,Bahia,4 : 1
brasileiro-a,2017,20,13.08. 19:00,Botafogo,Grêmio,1 : 0
brasileiro-a,2017,20,13.08. 16:00,Atlético-MG,Flamengo,2 : 0
brasileiro-a,2017,20,13.08. 16:00,Sport Recife,Ponte Preta,0 : 0
brasileiro-a,2017,20,13.08. 16:00,Vasco,Palmeiras,1 : 1
brasileiro-a,2017,20,13.08. 11:00,São Paulo,Cruzeiro,3 : 2
brasileiro-a,2017,20,12.08. 19:00,Vitória,Avaí,0 : 1
brasileiro-a,2017,20,12.08. 16:00,Atlético-GO,Coritiba,1 : 0
brasileiro-a,2017,17,09.08. 20:00,Ponte Preta,Fluminense,0 : 0
brasileiro-a,2017,19,06.08. 19:00,Avaí,Santos,0 : 0
brasileiro-a,2017,19,06.08. 19:00,Ponte Preta,Vasco,0 : 0
brasileiro-a,2017,19,06.08. 16:00,Bahia,São Paulo,2 : 1
brasileiro-a,2017,19,06.08. 16:00,Coritiba,Chapecoense,2 : 0
brasileiro-a,2017,19,06.08. 16:00,Cruzeiro,Botafogo,0 : 0
brasileiro-a,2017,19,06.08. 16:00,Grêmio,Atlético-MG,2 : 0
brasileiro-a,2017,19,06.08. 16:00,Palmeiras,Atlético-PR,0 : 1
brasileiro-a,2017,19,06.08. 11:00,Flamengo,Vitória,0 : 2
brasileiro-a,2017,19,05.08. 19:00,Corinthians,Sport Recife,3 : 1
brasileiro-a,2017,19,05.08. 19:00,Fluminense,Atlético-GO,3 : 1
brasileiro-a,2017,18,03.08. 20:00,Vasco,Cruzeiro,0 : 3
brasileiro-a,2017,18,03.08. 19:30,Atlético-PR,Avaí,5 : 0
brasileiro-a,2017,18,03.08. 19:30,São Paulo,Coritiba,1 : 2
brasileiro-a,2017,18,02.08. 21:45,Atlético-GO,Grêmio,0 : 1
brasileiro-a,2017,18,02.08. 21:45,Botafogo,Palmeiras,1 : 2
brasileiro-a,2017,18,02.08. 21:45,Santos,Flamengo,3 : 2
brasileiro-a,2017,18,02.08. 21:00,Atlético-MG,Corinthians,0 : 2
brasileiro-a,2017,18,02.08. 21:00,Vitória,Ponte Preta,3 : 1
brasileiro-a,2017,18,02.08. 19:30,Chapecoense,Bahia,1 : 1
brasileiro-a,2017,18,02.08. 19:30,Sport Recife,Fluminense,2 : 2
brasileiro-a,2017,17,31.07. 20:00,Vasco,Atlético-PR,0 : 1
brasileiro-a,2017,17,30.07. 19:00,Cruzeiro,Vitória,0 : 0
brasileiro-a,2017,17,30.07. 19:00,Grêmio,Santos,1 : 1
brasileiro-a,2017,17,30.07. 16:00,Bahia,Sport Recife,1 : 3
brasileiro-a,2017,17,30.07. 16:00,Corinthians,Flamengo,1 : 1
brasileiro-a,2017,17,30.07. 16:00,Coritiba,Atlético-MG,0 : 2
brasileiro-a,2017,17,30.07. 11:00,Chapecoense,Atlético-GO,1 : 2
brasileiro-a,2017,17,29.07. 19:00,Palmeiras,Avaí,2 : 0
brasileiro-a,2017,17,29.07. 16:00,Botafogo,São Paulo,3 : 4
brasileiro-a,2017,16,24.07. 20:00,São Paulo,Grêmio,1 : 1
brasileiro-a,2017,16,23.07. 19:00,Atlético-GO,Botafogo,1 : 1
brasileiro-a,2017,16,23.07. 19:00,Atlético-MG,Vasco,1 : 2
brasileiro-a,2017,16,23.07. 19:00,Atlético-PR,Ponte Preta,0 : 2
brasileiro-a,2017,16,23.07. 16:00,Avaí,Cruzeiro,1 : 0
brasileiro-a,2017,16,23.07. 16:00,Fluminense,Corinthians,0 : 1
brasileiro-a,2017,16,23.07. 16:00,Sport Recife,Palmeiras,0 : 2
brasileiro-a,2017,16,23.07. 11:00,Santos,Bahia,3 : 0
brasileiro-a,2017,16,22.07. 19:00,Flamengo,Coritiba,2 : 1
brasileiro-a,2017,16,22.07. 16:00,Vitória,Chapecoense,1 : 2
brasileiro-a,2017,15,20.07. 21:00,Atlético-PR,Botafogo,0 : 0
brasileiro-a,2017,15,20.07. 20:00,Sport Recife,Atlético-GO,4 : 0
brasileiro-a,2017,15,20.07. 19:30,Fluminense,Cruzeiro,1 : 1
brasileiro-a,2017,15,19.07. 21:45,Atlético-MG,Bahia,0 : 2
brasileiro-a,2017,15,19.07. 21:45,Flamengo,Palmeiras,2 : 2
brasileiro-a,2017,15,19.07. 21:45,São Paulo,Vasco,1 : 0
brasileiro-a,2017,15,19.07. 21:00,Avaí,Corinthians,0 : 0
brasileiro-a,2017,15,19.07. 21:00,Ponte Preta,Coritiba,4 : 0
brasileiro-a,2017,15,19.07. 19:30,Santos,Chapecoense,1 : 0
brasileiro-a,2017,15,19.07. 19:30,Vitória,Grêmio,1 : 3
brasileiro-a,2017,14,17.07. 20:00,Botafogo,Sport Recife,2 : 1
brasileiro-a,2017,14,16.07. 19:00,Bahia,Avaí,1 : 1
brasileiro-a,2017,14,16.07. 19:00,Coritiba,Fluminense,1 : 2
brasileiro-a,2017,14,16.07. 16:00,Atlético-GO,Atlético-MG,1 : 2
brasileiro-a,2017,14,16.07. 16:00,Chapecoense,São Paulo,2 : 0
brasileiro-a,2017,14,16.07. 16:00,Cruzeiro,Flamengo,1 : 1
brasileiro-a,2017,14,16.07. 16:00,Grêmio,Ponte Preta,3 : 1
brasileiro-a,2017,14,16.07. 16:00,Vasco,Santos,0 : 0
brasileiro-a,2017,14,16.07. 11:00,Palmeiras,Vitória,4 : 2
brasileiro-a,2017,14,15.07. 19:00,Corinthians,Atlético-PR,2 : 2
brasileiro-a,2017,13,13.07. 21:00,Avaí,Coritiba,1 : 4
brasileiro-a,2017,13,13.07. 19:30,Flamengo,Grêmio,0 : 1
brasileiro-a,2017,13,13.07. 19:30,São Paulo,Atlético-GO,2 : 2
brasileiro-a,2017,13,13.07. 19:30,Sport Recife,Chapecoense,3 : 0
brasileiro-a,2017,13,12.07. 21:45,Atlético-PR,Cruzeiro,0 : 2
brasileiro-a,2017,13,12.07. 21:45,Palmeiras,Corinthians,0 : 2
brasileiro-a,2017,13,12.07. 21:45,Vitória,Vasco,1 : 4
brasileiro-a,2017,13,12.07. 21:00,Fluminense,Botafogo,0 : 1
brasileiro-a,2017,13,12.07. 19:30,Atlético-MG,Santos,0 : 1
brasileiro-a,2017,13,12.07. 19:30,Ponte Preta,Bahia,0 : 3
brasileiro-a,2017,12,10.07. 20:00,Coritiba,Sport Recife,0 : 3
brasileiro-a,2017,12,09.07. 19:00,Botafogo,Atlético-MG,1 : 1
brasileiro-a,2017,12,09.07. 19:00,Santos,São Paulo,3 : 2
brasileiro-a,2017,12,09.07. 16:00,Bahia,Fluminense,1 : 1
brasileiro-a,2017,12,09.07. 16:00,Cruzeiro,Palmeiras,3 : 1
brasileiro-a,2017,12,09.07. 16:00,Grêmio,Avaí,0 : 2
brasileiro-a,2017,12,09.07. 11:00,Chapecoense,Atlético-PR,1 : 1
brasileiro-a,2017,12,08.07. 19:00,Corinthians,Ponte Preta,2 : 0
brasileiro-a,2017,12,08.07. 18:00,Vasco,Flamengo,0 : 1
brasileiro-a,2017,12,08.07. 16:00,Atlético-GO,Vitória,1 : 2
brasileiro-a,2017,11,03.07. 20:00,Fluminense,Chapecoense,3 : 3
brasileiro-a,2017,11,02.07. 19:00,Avaí,Ponte Preta,0 : 0
brasileiro-a,2017,11,02.07. 19:00,Coritiba,Vasco,2 : 2
brasileiro-a,2017,11,02.07. 16:00,Atlético-MG,Cruzeiro,3 : 1
brasileiro-a,2017,11,02.07. 16:00,Corinthians,Botafogo,1 : 0
brasileiro-a,2017,11,02.07. 16:00,Flamengo,São Paulo,2 : 0
brasileiro-a,2017,11,02.07. 16:00,Sport Recife,Atlético-PR,1 : 0
brasileiro-a,2017,11,02.07. 16:00,Vitória,Bahia,0 : 0
brasileiro-a,2017,11,01.07. 19:00,Atlético-GO,Santos,1 : 1
brasileiro-a,2017,11,01.07. 16:00,Palmeiras,Grêmio,1 : 0
brasileiro-a,2017,10,26.06. 20:00,Botafogo,Avaí,0 : 2
brasileiro-a,2017,10,25.06. 19:00,Chapecoense,Atlético-MG,0 : 1
brasileiro-a,2017,10,25.06. 18:30,Bahia,Flamengo,0 : 1
brasileiro-a,2017,10,25.06. 16:00,Atlético-PR,Vitória,4 : 1
brasileiro-a,2017,10,25.06. 16:00,Cruzeiro,Coritiba,2 : 0
brasileiro-a,2017,10,25.06. 16:00,Grêmio,Corinthians,0 : 1
brasileiro-a,2017,10,25.06. 16:00,Ponte Preta,Palmeiras,1 : 2
brasileiro-a,2017,10,25.06. 16:00,São Paulo,Fluminense,1 : 1
brasileiro-a,2017,10,25.06. 11:00,Vasco,Atlético-GO,1 : 0
brasileiro-a,2017,10,24.06. 19:00,Santos,Sport Recife,0 : 1
brasileiro-a,2017,9,22.06. 21:00,Flamengo,Chapecoense,5 : 1
brasileiro-a,2017,9,22.06. 21:00,Grêmio,Coritiba,2 : 0
brasileiro-a,2017,9,22.06. 19:30,Corinthians,Bahia,3 : 0
brasileiro-a,2017,9,22.06. 19:30,Ponte Preta,Cruzeiro,1 : 0
brasileiro-a,2017,9,21.06. 21:45,Atlético-MG,Sport Recife,2 : 2
brasileiro-a,2017,9,21.06. 21:45,Atlético-PR,São Paulo,1 : 0
brasileiro-a,2017,9,21.06. 21:45,Avaí,Fluminense,0 : 3
brasileiro-a,2017,9,21.06. 21:00,Botafogo,Vasco,3 : 1
brasileiro-a,2017,9,21.06. 21:00,Palmeiras,Atlético-GO,1 : 0
brasileiro-a,2017,9,21.06. 19:30,Vitória,Santos,0 : 2
brasileiro-a,2017,8,19.06. 20:00,Cruzeiro,Grêmio,3 : 3
brasileiro-a,2017,8,18.06. 19:00,Sport Recife,Vitória,1 : 3
brasileiro-a,2017,8,18.06. 16:00,Bahia,Palmeiras,2 : 4
brasileiro-a,2017,8,18.06. 16:00,Chapecoense,Botafogo,0 : 2
brasileiro-a,2017,8,18.06. 16:00,Fluminense,Flamengo,2 : 2
brasileiro-a,2017,8,18.06. 16:00,São Paulo,Atlético-MG,1 : 2
brasileiro-a,2017,8,18.06. 11:00,Coritiba,Corinthians,0 : 0
brasileiro-a,2017,8,17.06. 21:00,Santos,Ponte Preta,0 : 0
brasileiro-a,2017,8,17.06. 19:00,Vasco,Avaí,1 : 0
brasileiro-a,2017,8,17.06. 16:00,Atlético-GO,Atlético-PR,0 : 1
brasileiro-a,2017,7,15.06. 21:00,Fluminense,Grêmio,0 : 2
brasileiro-a,2017,7,15.06. 16:00,Coritiba,Bahia,0 : 0
brasileiro-a,2017,7,14.06. 21:45,Chapecoense,Vasco,2 : 1
brasileiro-a,2017,7,14.06. 21:45,Corinthians,Cruzeiro,1 : 0
brasileiro-a,2017,7,14.06. 21:45,Santos,Palmeiras,1 : 0
brasileiro-a,2017,7,14.06. 21:00,Flamengo,Ponte Preta,2 : 0
brasileiro-a,2017,7,14.06. 19:30,Atlético-GO,Avaí,3 : 1
brasileiro-a,2017,7,14.06. 19:30,Atlético-MG,Atlético-PR,0 : 1
brasileiro-a,2017,7,14.06. 19:30,Sport Recife,São Paulo,0 : 0
brasileiro-a,2017,7,14.06. 19:30,Vitória,Botafogo,2 : 2
brasileiro-a,2017,6,12.06. 20:00,Grêmio,Bahia,1 : 0
brasileiro-a,2017,6,11.06. 19:00,Atlético-PR,Santos,0 : 2
brasileiro-a,2017,6,11.06. 18:30,Cruzeiro,Atlético-GO,2 : 0
brasileiro-a,2017,6,11.06. 16:00,Avaí,Flamengo,1 : 1
brasileiro-a,2017,6,11.06. 16:00,Corinthians,São Paulo,3 : 2
brasileiro-a,2017,6,11.06. 16:00,Ponte Preta,Chapecoense,3 : 2
brasileiro-a,2017,6,11.06. 16:00,Vitória,Atlético-MG,2 : 0
brasileiro-a,2017,6,11.06. 11:00,Botafogo,Coritiba,2 : 2
brasileiro-a,2017,6,10.06. 19:00,Vasco,Sport Recife,2 : 1
brasileiro-a,2017,6,10.06. 16:00,Palmeiras,Fluminense,3 : 1
brasileiro-a,2017,5,08.06. 21:00,Bahia,Cruzeiro,1 : 0
brasileiro-a,2017,5,08.06. 20:00,Chapecoense,Grêmio,3 : 6
brasileiro-a,2017,5,08.06. 19:30,Atlético-GO,Ponte Preta,3 : 0
brasileiro-a,2017,5,08.06. 19:30,São Paulo,Vitória,2 : 0
brasileiro-a,2017,5,07.06. 21:45,Sport Recife,Flamengo,2 : 0
brasileiro-a,2017,5,07.06. 21:45,Vasco,Corinthians,2 : 5
brasileiro-a,2017,5,07.06. 21:00,Santos,Botafogo,1 : 0
brasileiro-a,2017,5,07.06. 19:30,Atlético-MG,Avaí,1 : 0
brasileiro-a,2017,5,07.06. 19:30,Coritiba,Palmeiras,1 : 0
brasileiro-a,2017,5,06.06. 20:00,Fluminense,Atlético-PR,1 : 1
brasileiro-a,2017,4,05.06. 20:00,Bahia,Atlético-GO,3 : 0
brasileiro-a,2017,4,04.06. 19:00,Cruzeiro,Chapecoense,0 : 2
brasileiro-a,2017,4,04.06. 16:00,Grêmio,Vasco,2 : 0
brasileiro-a,2017,4,04.06. 16:00,Palmeiras,Atlético-MG,0 : 0
brasileiro-a,2017,4,04.06. 16:00,Ponte Preta,São Paulo,1 : 0
brasileiro-a,2017,4,04.06. 11:00,Avaí,Sport Recife,1 : 0
brasileiro-a,2017,4,04.06. 11:00,Flamengo,Botafogo,0 : 0
brasileiro-a,2017,4,03.06. 19:00,Corinthians,Santos,2 : 0
brasileiro-a,2017,4,03.06. 18:00,Fluminense,Vitória,2 : 1
brasileiro-a,2017,4,03.06. 16:00,Coritiba,Atlético-PR,1 : 0
brasileiro-a,2017,3,29.05. 20:00,Chapecoense,Avaí,2 : 0
brasileiro-a,2017,3,28.05. 19:00,Botafogo,Bahia,1 : 0
brasileiro-a,2017,3,28.05. 18:00,Sport Recife,Grêmio,4 : 3
brasileiro-a,2017,3,28.05. 16:00,Atlético-GO,Corinthians,0 : 1
brasileiro-a,2017,3,28.05. 16:00,Atlético-PR,Flamengo,1 : 1
brasileiro-a,2017,3,28.05. 16:00,Santos,Cruzeiro,0 : 1
brasileiro-a,2017,3,28.05. 11:00,Atlético-MG,Ponte Preta,2 : 2
brasileiro-a,2017,3,27.05. 21:00,Vitória,Coritiba,0 : 1
brasileiro-a,2017,3,27.05. 19:00,São Paulo,Palmeiras,2 : 0
brasileiro-a,2017,3,27.05. 16:00,Vasco,Fluminense,3 : 2
brasileiro-a,2017,2,22.05. 20:00,São Paulo,Avaí,2 : 0
brasileiro-a,2017,2,21.05. 19:00,Sport Recife,Cruzeiro,1 : 1
brasileiro-a,2017,2,21.05. 18:00,Botafogo,Ponte Preta,2 : 0
brasileiro-a,2017,2,21.05. 16:00,Atlético-MG,Fluminense,1 : 2
brasileiro-a,2017,2,21.05. 16:00,Atlético-PR,Grêmio,0 : 2
brasileiro-a,2017,2,21.05. 16:00,Vitória,Corinthians,0 : 1
brasileiro-a,2017,2,21.05. 11:00,Vasco,Bahia,2 : 1
brasileiro-a,2017,2,20.05. 19:00,Atlético-GO,Flamengo,0 : 3
brasileiro-a,2017,2,20.05. 19:00,Chapecoense,Palmeiras,1 : 0
brasileiro-a,2017,2,20.05. 16:00,Santos,Coritiba,1 : 0
brasileiro-a,2017,1,15.05. 20:00,Coritiba,Atlético-GO,4 : 1
brasileiro-a,2017,1,14.05. 19:00,Grêmio,Botafogo,2 : 0
brasileiro-a,2017,1,14.05. 16:00,Avaí,Vitória,0 : 0
brasileiro-a,2017,1,14.05. 16:00,Bahia,Atlético-PR,6 : 2
brasileiro-a,2017,1,14.05. 16:00,Cruzeiro,São Paulo,1 : 0
brasileiro-a,2017,1,14.05. 16:00,Palmeiras,Vasco,4 : 0
brasileiro-a,2017,1,14.05. 16:00,Ponte Preta,Sport Recife,4 : 0
brasileiro-a,2017,1,14.05. 11:00,Fluminense,Santos,3 : 2
brasileiro-a,2017,1,13.05. 19:00,Corinthians,Chapecoense,1 : 1
brasileiro-a,2017,1,13.05. 16:00,Flamengo,Atlético-MG,1 : 1
brasileiro-a,2016,38,11.12. 16:00,Atlético-PR,Flamengo,0 : 0
brasileiro-a,2016,38,11.12. 16:00,Chapecoense,Atlético-MG,0 : 0
brasileiro-a,2016,38,11.12. 16:00,Cruzeiro,Corinthians,3 : 2
brasileiro-a,2016,38,11.12. 16:00,Fluminense,Internacional,1 : 1
brasileiro-a,2016,38,11.12. 16:00,Grêmio,Botafogo,0 : 1
brasileiro-a,2016,38,11.12. 16:00,Ponte Preta,Coritiba,2 : 0
brasileiro-a,2016,38,11.12. 16:00,Santos,América-MG,1 : 0
brasileiro-a,2016,38,11.12. 16:00,São Paulo,Santa Cruz,5 : 0
brasileiro-a,2016,38,11.12. 16:00,Sport Recife,Figueirense,2 : 0
brasileiro-a,2016,38,11.12. 16:00,Vitória,Palmeiras,1 : 2
brasileiro-a,2016,37,28.11. 19:00,Coritiba,Vitória,0 : 1
brasileiro-a,2016,37,27.11. 18:30,Figueirense,Fluminense,1 : 0
brasileiro-a,2016,37,27.11. 18:30,Santa Cruz,Grêmio,5 : 1
brasileiro-a,2016,37,27.11. 16:00,Atlético-MG,São Paulo,1 : 2
brasileiro-a,2016,37,27.11. 16:00,Flamengo,Santos,2 : 0
brasileiro-a,2016,37,27.11. 16:00,Internacional,Cruzeiro,1 : 0
brasileiro-a,2016,37,27.11. 16:00,Palmeiras,Chapecoense,1 : 0
brasileiro-a,2016,37,26.11. 20:00,Corinthians,Atlético-PR,0 : 0
brasileiro-a,2016,37,26.11. 19:00,América-MG,Sport Recife,2 : 2
brasileiro-a,2016,37,26.11. 19:00,Botafogo,Ponte Preta,1 : 1
brasileiro-a,2016,36,21.11. 19:00,Corinthians,Internacional,1 : 0
brasileiro-a,2016,36,20.11. 18:30,Chapecoense,São Paulo,2 : 0
brasileiro-a,2016,36,20.11. 18:30,Flamengo,Coritiba,2 : 2
brasileiro-a,2016,36,20.11. 18:30,Santa Cruz,Atlético-MG,3 : 3
brasileiro-a,2016,36,20.11. 16:00,Atlético-PR,Sport Recife,2 : 0
brasileiro-a,2016,36,20.11. 16:00,Cruzeiro,Santos,2 : 2
brasileiro-a,2016,36,20.11. 16:00,Grêmio,América-MG,3 : 0
brasileiro-a,2016,36,20.11. 16:00,Palmeiras,Botafogo,1 : 0
brasileiro-a,2016,36,20.11. 16:00,Ponte Preta,Fluminense,1 : 0
brasileiro-a,2016,36,20.11. 16:00,Vitória,Figueirense,4 : 0
brasileiro-a,2016,35,17.11. 20:00,Atlético-MG,Palmeiras,1 : 1
brasileiro-a,2016,35,17.11. 20:00,Internacional,Ponte Preta,1 : 1
brasileiro-a,2016,35,17.11. 18:30,Santos,Vitória,3 : 2
brasileiro-a,2016,35,17.11. 18:30,São Paulo,Grêmio,1 : 1
brasileiro-a,2016,35,16.11. 20:45,América-MG,Flamengo,0 : 1
brasileiro-a,2016,35,16.11. 20:45,Figueirense,Corinthians,1 : 1
brasileiro-a,2016,35,16.11. 20:45,Sport Recife,Cruzeiro,0 : 1
brasileiro-a,2016,35,16.11. 20:00,Coritiba,Santa Cruz,1 : 0
brasileiro-a,2016,35,16.11. 18:30,Botafogo,Chapecoense,0 : 2
brasileiro-a,2016,35,15.11. 16:00,Fluminense,Atlético-PR,1 : 1
brasileiro-a,2016,34,07.11. 19:00,Grêmio,Sport Recife,0 : 3
brasileiro-a,2016,34,06.11. 18:30,Chapecoense,Figueirense,1 : 0
brasileiro-a,2016,34,06.11. 18:30,Coritiba,Atlético-MG,2 : 0
