,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
3635,brasileiro-a,2008,9,06-07,Internacional,Coritiba,3,0,MANDANTE,12.0,16.0,0.4,0.33,0.33,0.24
3636,brasileiro-a,2008,9,06-07,Portuguesa,Vitória,1,2,VISITANTE,9.0,4.0,0.67,0.67,0.67,0.52
3637,brasileiro-a,2008,9,05-07,Atlético-PR,Santos,1,0,MANDANTE,8.0,18.0,0.2,0.27,0.29,0.29
3638,brasileiro-a,2008,9,05-07,Flamengo,Náutico,3,0,MANDANTE,1.0,6.0,0.53,0.8,0.52,0.76
3639,brasileiro-a,2008,9,05-07,Sport Recife,Cruzeiro,1,0,MANDANTE,14.0,2.0,0.53,0.27,0.67,0.38
3640,brasileiro-a,2008,8,29-06,Fluminense,Botafogo,0,0,EMPATE,20.0,16.0,0.27,0.07,0.22,0.06
3641,brasileiro-a,2008,8,29-06,Grêmio,Internacional,1,1,EMPATE,2.0,14.0,0.27,0.8,0.22,0.72
3642,brasileiro-a,2008,8,29-06,Palmeiras,Náutico,2,0,MANDANTE,4.0,6.0,0.53,0.67,0.61,0.72
3643,brasileiro-a,2008,8,29-06,Atlético-PR,Coritiba,1,1,EMPATE,12.0,10.0,0.4,0.27,0.33,0.28
3644,brasileiro-a,2008,8,29-06,Cruzeiro,São Paulo,1,1,EMPATE,3.0,7.0,0.73,0.67,0.67,0.72
3645,brasileiro-a,2008,8,29-06,Figueirense,Atlético-MG,1,1,EMPATE,13.0,11.0,0.47,0.27,0.44,0.39
3646,brasileiro-a,2008,8,29-06,Sport Recife,Flamengo,1,2,VISITANTE,15.0,1.0,0.8,0.47,0.72,0.44
3647,brasileiro-a,2008,8,28-06,Portuguesa,Santos,0,0,EMPATE,8.0,17.0,0.13,0.67,0.28,0.56
3648,brasileiro-a,2008,8,28-06,Vasco,Ipatinga,4,2,MANDANTE,9.0,19.0,0.33,0.33,0.28,0.44
3649,brasileiro-a,2008,8,28-06,Vitória,Goias,3,0,MANDANTE,5.0,18.0,0.33,0.67,0.33,0.61
3650,brasileiro-a,2008,7,22-06,Grêmio,Atlético-PR,3,0,MANDANTE,2.0,11.0,0.33,0.67,0.33,0.67
3651,brasileiro-a,2008,7,22-06,Náutico,Atlético-MG,2,1,MANDANTE,4.0,10.0,0.53,0.53,0.53,0.53
3652,brasileiro-a,2008,7,22-06,Santos,Goias,0,4,VISITANTE,18.0,17.0,0.2,0.33,0.2,0.33
3653,brasileiro-a,2008,7,22-06,Ipatinga,Flamengo,1,3,VISITANTE,19.0,1.0,0.67,0.33,0.67,0.33
3654,brasileiro-a,2008,7,22-06,Vasco,Palmeiras,0,2,VISITANTE,12.0,5.0,0.67,0.53,0.67,0.53
3655,brasileiro-a,2008,7,22-06,Vitória,Internacional,2,1,MANDANTE,7.0,15.0,0.27,0.53,0.27,0.53
3656,brasileiro-a,2008,7,21-06,Botafogo,Portuguesa,0,1,VISITANTE,16.0,8.0,0.47,0.27,0.47,0.27
3657,brasileiro-a,2008,7,21-06,Coritiba,Fluminense,2,1,MANDANTE,9.0,20.0,0.07,0.2,0.07,0.2
3658,brasileiro-a,2008,7,21-06,Cruzeiro,Figueirense,3,0,MANDANTE,3.0,14.0,0.47,0.67,0.47,0.67
3659,brasileiro-a,2008,7,21-06,São Paulo,Sport Recife,1,0,MANDANTE,6.0,13.0,0.53,0.6,0.53,0.6
3660,brasileiro-a,2008,6,14-06,Coritiba,Vitória,0,0,EMPATE,16.0,10.0,0.58,0.17,0.58,0.17
3661,brasileiro-a,2008,6,14-06,Goias,Grêmio,0,3,VISITANTE,19.0,2.0,0.58,0.25,0.58,0.25
3662,brasileiro-a,2008,6,14-06,Náutico,Vasco,1,1,EMPATE,4.0,9.0,0.58,0.58,0.58,0.58
3663,brasileiro-a,2008,6,14-06,Portuguesa,Atlético-PR,1,0,MANDANTE,11.0,8.0,0.42,0.33,0.42,0.33
3664,brasileiro-a,2008,6,14-06,Figueirense,Sport Recife,3,1,MANDANTE,13.0,12.0,0.67,0.33,0.67,0.33
3665,brasileiro-a,2008,6,14-06,Flamengo,São Paulo,2,4,VISITANTE,1.0,6.0,0.5,0.83,0.5,0.83
3666,brasileiro-a,2008,6,14-06,Internacional,Botafogo,2,1,MANDANTE,14.0,15.0,0.33,0.08,0.33,0.08
3667,brasileiro-a,2008,6,12-06,Atlético-MG,Ipatinga,4,2,MANDANTE,7.0,18.0,0.42,0.42,0.42,0.42
3668,brasileiro-a,2008,6,12-06,Fluminense,Santos,1,1,EMPATE,20.0,17.0,0.33,0.0,0.33,0.0
3669,brasileiro-a,2008,6,12-06,Palmeiras,Cruzeiro,5,2,MANDANTE,5.0,3.0,0.83,0.58,0.83,0.58
3670,brasileiro-a,2008,5,08-06,Botafogo,Coritiba,2,1,MANDANTE,9.0,13.0,0.22,0.11,0.22,0.11
3671,brasileiro-a,2008,5,08-06,Cruzeiro,Vasco,1,0,MANDANTE,2.0,7.0,0.78,0.78,0.78,0.78
3672,brasileiro-a,2008,5,08-06,Vitória,Santos,1,0,MANDANTE,8.0,18.0,0.44,0.44,0.44,0.44
3673,brasileiro-a,2008,5,08-06,Atlético-PR,Goias,5,0,MANDANTE,5.0,19.0,0.33,0.22,0.33,0.22
3674,brasileiro-a,2008,5,08-06,Grêmio,Fluminense,2,1,MANDANTE,4.0,20.0,0.0,0.44,0.0,0.44
3675,brasileiro-a,2008,5,08-06,Portuguesa,Internacional,3,1,MANDANTE,14.0,17.0,0.11,0.11,0.11,0.11
3676,brasileiro-a,2008,5,08-06,Sport Recife,Palmeiras,2,0,MANDANTE,6.0,10.0,0.78,0.56,0.78,0.56
3677,brasileiro-a,2008,5,07-06,Flamengo,Figueirense,5,0,MANDANTE,1.0,16.0,0.44,0.78,0.44,0.78
3678,brasileiro-a,2008,5,07-06,Ipatinga,Náutico,0,0,EMPATE,15.0,3.0,0.67,0.44,0.67,0.44
3679,brasileiro-a,2008,5,07-06,São Paulo,Atlético-MG,5,1,MANDANTE,11.0,12.0,0.56,0.33,0.56,0.33
3680,brasileiro-a,2008,4,01-06,Atlético-MG,Portuguesa,2,0,MANDANTE,7.0,19.0,0.17,0.33,0.17,0.33
3681,brasileiro-a,2008,4,01-06,Fluminense,Flamengo,0,1,VISITANTE,20.0,2.0,0.67,0.0,0.67,0.0
3682,brasileiro-a,2008,4,01-06,Palmeiras,Atlético-PR,1,0,MANDANTE,6.0,9.0,0.33,0.67,0.33,0.67
3683,brasileiro-a,2008,4,01-06,Coritiba,Cruzeiro,1,1,EMPATE,8.0,1.0,1.0,0.17,1.0,0.17
3684,brasileiro-a,2008,4,01-06,Ipatinga,Vitória,2,0,MANDANTE,16.0,12.0,0.67,0.17,0.67,0.17
3685,brasileiro-a,2008,4,01-06,Náutico,Botafogo,3,0,MANDANTE,3.0,15.0,0.17,0.5,0.17,0.5
3686,brasileiro-a,2008,4,01-06,Santos,São Paulo,0,0,EMPATE,14.0,18.0,0.33,0.5,0.33,0.5
3687,brasileiro-a,2008,4,31-05,Figueirense,Goias,0,0,EMPATE,11.0,17.0,0.33,0.5,0.33,0.5
3688,brasileiro-a,2008,4,31-05,Internacional,Sport Recife,1,1,EMPATE,13.0,10.0,0.67,0.0,0.67,0.0
3689,brasileiro-a,2008,4,31-05,Vasco,Grêmio,2,1,MANDANTE,4.0,5.0,0.67,0.67,0.67,0.67
3690,brasileiro-a,2008,3,25-05,Atlético-PR,Atlético-MG,1,1,EMPATE,5.0,15.0,0.33,0.33,0.33,0.33
3691,brasileiro-a,2008,3,25-05,Botafogo,Vasco,1,1,EMPATE,9.0,8.0,1.0,0.0,1.0,0.0
3692,brasileiro-a,2008,3,25-05,Portuguesa,Palmeiras,1,1,EMPATE,18.0,10.0,1.0,0.0,1.0,0.0
3693,brasileiro-a,2008,3,25-05,Cruzeiro,Santos,4,0,MANDANTE,1.0,14.0,1.0,1.0,1.0,1.0
3694,brasileiro-a,2008,3,25-05,Goias,Ipatinga,1,1,EMPATE,16.0,20.0,0.0,0.33,0.0,0.33
3695,brasileiro-a,2008,3,25-05,São Paulo,Coritiba,1,1,EMPATE,17.0,7.0,0.0,0.33,0.0,0.33
3696,brasileiro-a,2008,3,25-05,Sport Recife,Fluminense,2,1,MANDANTE,11.0,19.0,0.0,0.33,0.0,0.33
3697,brasileiro-a,2008,3,24-05,Flamengo,Internacional,2,1,MANDANTE,2.0,13.0,0.0,0.33,0.0,0.33
3698,brasileiro-a,2008,3,24-05,Grêmio,Náutico,2,0,MANDANTE,3.0,4.0,1.0,0.33,1.0,0.33
3699,brasileiro-a,2008,3,24-05,Vitória,Figueirense,4,0,MANDANTE,6.0,12.0,1.0,0.33,1.0,0.33
3700,brasileiro-a,2008,2,18-05,Figueirense,Coritiba,2,1,MANDANTE,4.0,8.0,0.0,0.0,0.0,0.0
3701,brasileiro-a,2008,2,18-05,Palmeiras,Internacional,2,1,MANDANTE,12.0,11.0,0.0,0.0,0.0,0.0
3702,brasileiro-a,2008,2,18-05,Santos,Ipatinga,4,0,MANDANTE,7.0,20.0,0.0,0.0,0.0,0.0
3703,brasileiro-a,2008,2,18-05,Atlético-PR,São Paulo,1,1,EMPATE,5.0,15.0,0.0,0.0,0.0,0.0
3704,brasileiro-a,2008,2,18-05,Fluminense,Náutico,0,2,VISITANTE,17.0,1.0,0.0,0.0,0.0,0.0
3705,brasileiro-a,2008,2,18-05,Goias,Atlético-MG,1,1,EMPATE,14.0,13.0,0.0,0.0,0.0,0.0
3706,brasileiro-a,2008,2,18-05,Grêmio,Flamengo,0,0,EMPATE,6.0,3.0,0.0,0.0,0.0,0.0
3707,brasileiro-a,2008,2,17-05,Cruzeiro,Botafogo,1,0,MANDANTE,2.0,10.0,0.0,0.0,0.0,0.0
3708,brasileiro-a,2008,2,17-05,Sport Recife,Vitória,0,0,EMPATE,18.0,19.0,0.0,0.0,0.0,0.0
3709,brasileiro-a,2008,2,17-05,Vasco,Portuguesa,3,1,MANDANTE,9.0,16.0,0.0,0.0,0.0,0.0
3710,brasileiro-a,2008,1,11-05,Atlético-MG,Fluminense,0,0,EMPATE,12.0,11.0,0.0,0.0,0.0,0.0
3711,brasileiro-a,2008,1,11-05,Flamengo,Santos,3,1,MANDANTE,1.0,17.0,0.0,0.0,0.0,0.0
3712,brasileiro-a,2008,1,11-05,Portuguesa,Figueirense,5,5,EMPATE,10.0,9.0,0.0,0.0,0.0,0.0
3713,brasileiro-a,2008,1,11-05,Botafogo,Sport Recife,2,0,MANDANTE,3.0,19.0,0.0,0.0,0.0,0.0
3714,brasileiro-a,2008,1,11-05,Coritiba,Palmeiras,2,0,MANDANTE,4.0,18.0,0.0,0.0,0.0,0.0
3715,brasileiro-a,2008,1,11-05,Internacional,Vasco,1,0,MANDANTE,8.0,14.0,0.0,0.0,0.0,0.0
3716,brasileiro-a,2008,1,11-05,Ipatinga,Atlético-PR,0,1,VISITANTE,15.0,6.0,0.0,0.0,0.0,0.0
3717,brasileiro-a,2008,1,10-05,Náutico,Goias,2,1,MANDANTE,5.0,13.0,0.0,0.0,0.0,0.0
3718,brasileiro-a,2008,1,10-05,São Paulo,Grêmio,0,1,VISITANTE,16.0,7.0,0.0,0.0,0.0,0.0
3719,brasileiro-a,2008,1,10-05,Vitória,Cruzeiro,0,2,VISITANTE,20.0,2.0,0.0,0.0,0.0,0.0
3720,brasileiro-a,2007,38,02-12,Atlético-PR,São Paulo,2,1,MANDANTE,12.0,1.0,0.67,0.4,0.57,0.53
3721,brasileiro-a,2007,38,02-12,Botafogo,Figueirense,1,1,EMPATE,9.0,13.0,0.47,0.6,0.6,0.4
3722,brasileiro-a,2007,38,02-12,Cruzeiro,América-RN,2,0,MANDANTE,5.0,20.0,0.07,0.27,0.17,0.2
3723,brasileiro-a,2007,38,02-12,Goias,Internacional,2,1,MANDANTE,16.0,11.0,0.67,0.07,0.6,0.27
3724,brasileiro-a,2007,38,02-12,Grêmio,Corinthians,1,1,EMPATE,6.0,17.0,0.33,0.4,0.33,0.43
3725,brasileiro-a,2007,38,02-12,Juventude,Sport Recife,2,1,MANDANTE,18.0,14.0,0.53,0.47,0.5,0.37
3726,brasileiro-a,2007,38,02-12,Náutico,Flamengo,1,0,MANDANTE,15.0,3.0,0.8,0.2,0.8,0.43
3727,brasileiro-a,2007,38,02-12,Palmeiras,Atlético-MG,1,3,VISITANTE,7.0,8.0,0.6,0.27,0.63,0.5
3728,brasileiro-a,2007,38,02-12,Santos,Fluminense,2,4,VISITANTE,2.0,4.0,0.67,0.67,0.5,0.67
3729,brasileiro-a,2007,38,02-12,Vasco,Paraná,3,0,MANDANTE,10.0,19.0,0.47,0.53,0.33,0.37
3730,brasileiro-a,2007,37,28-11,Atlético-MG,Goias,4,1,MANDANTE,10.0,17.0,0.27,0.6,0.3,0.57
3731,brasileiro-a,2007,37,28-11,Corinthians,Vasco,0,1,VISITANTE,16.0,12.0,0.33,0.33,0.27,0.33
3732,brasileiro-a,2007,37,28-11,Figueirense,Náutico,2,0,MANDANTE,11.0,15.0,0.4,0.47,0.53,0.5
3733,brasileiro-a,2007,37,25-11,Flamengo,Atlético-PR,2,0,MANDANTE,3.0,14.0,0.6,0.8,0.63,0.73
3734,brasileiro-a,2007,37,25-11,Paraná,Santos,2,3,VISITANTE,18.0,2.0,0.47,0.47,0.57,0.33
3735,brasileiro-a,2007,37,25-11,Sport Recife,Cruzeiro,1,0,MANDANTE,13.0,6.0,0.27,0.33,0.3,0.4
3736,brasileiro-a,2007,37,25-11,Internacional,Palmeiras,2,1,MANDANTE,8.0,4.0,0.47,0.67,0.6,0.53
3737,brasileiro-a,2007,37,25-11,São Paulo,Botafogo,2,2,EMPATE,1.0,9.0,0.73,0.8,0.37,0.63
3738,brasileiro-a,2007,37,24-11,América-RN,Grêmio,0,3,VISITANTE,20.0,7.0,0.2,0.07,0.43,0.2
3739,brasileiro-a,2007,37,24-11,Fluminense,Juventude,3,2,MANDANTE,5.0,19.0,0.47,0.47,0.4,0.5
3740,brasileiro-a,2007,36,14-11,Palmeiras,Fluminense,1,0,MANDANTE,4.0,6.0,0.53,0.33,0.6,0.5
3741,brasileiro-a,2007,36,11-11,Atlético-MG,Juventude,4,1,MANDANTE,11.0,19.0,0.53,0.6,0.4,0.47
3742,brasileiro-a,2007,36,11-11,Flamengo,Santos,1,0,MANDANTE,3.0,2.0,0.53,0.8,0.57,0.67
3743,brasileiro-a,2007,36,11-11,São Paulo,Grêmio,1,0,MANDANTE,1.0,7.0,0.4,0.67,0.53,0.63
3744,brasileiro-a,2007,36,11-11,Atlético-PR,Sport Recife,0,0,EMPATE,10.0,14.0,0.33,0.6,0.47,0.7
3745,brasileiro-a,2007,36,11-11,Figueirense,Vasco,3,3,EMPATE,12.0,13.0,0.47,0.47,0.27,0.57
3746,brasileiro-a,2007,36,11-11,Goias,Corinthians,1,1,EMPATE,17.0,16.0,0.33,0.2,0.3,0.27
3747,brasileiro-a,2007,36,10-11,Internacional,Cruzeiro,1,0,MANDANTE,9.0,5.0,0.33,0.53,0.4,0.43
3748,brasileiro-a,2007,36,10-11,Botafogo,Paraná,3,2,MANDANTE,8.0,18.0,0.47,0.53,0.33,0.37
3749,brasileiro-a,2007,36,10-11,Náutico,América-RN,4,0,MANDANTE,15.0,20.0,0.07,0.27,0.2,0.53
3750,brasileiro-a,2007,35,07-11,Juventude,São Paulo,2,0,MANDANTE,19.0,1.0,0.67,0.33,0.73,0.3
3751,brasileiro-a,2007,35,04-11,América-RN,Botafogo,1,1,EMPATE,20.0,8.0,0.47,0.0,0.33,0.2
3752,brasileiro-a,2007,35,04-11,Sport Recife,Palmeiras,3,1,MANDANTE,13.0,5.0,0.53,0.13,0.6,0.4
3753,brasileiro-a,2007,35,04-11,Vasco,Internacional,1,2,VISITANTE,12.0,10.0,0.53,0.47,0.43,0.27
3754,brasileiro-a,2007,35,04-11,Corinthians,Atlético-PR,2,2,EMPATE,16.0,9.0,0.73,0.47,0.67,0.27
3755,brasileiro-a,2007,35,04-11,Cruzeiro,Flamengo,3,1,MANDANTE,3.0,4.0,0.8,0.2,0.67,0.4
3756,brasileiro-a,2007,35,04-11,Santos,Atlético-MG,2,2,EMPATE,2.0,14.0,0.73,0.67,0.43,0.63
3757,brasileiro-a,2007,35,03-11,Fluminense,Náutico,2,1,MANDANTE,6.0,15.0,0.47,0.53,0.63,0.6
3758,brasileiro-a,2007,35,03-11,Grêmio,Figueirense,1,2,VISITANTE,7.0,11.0,0.47,0.4,0.57,0.53
3759,brasileiro-a,2007,35,03-11,Paraná,Goias,1,0,MANDANTE,18.0,17.0,0.27,0.27,0.27,0.33
3760,brasileiro-a,2007,34,01-11,Botafogo,Cruzeiro,4,1,MANDANTE,8.0,5.0,0.2,0.27,0.4,0.27
3761,brasileiro-a,2007,34,01-11,Internacional,Sport Recife,0,0,EMPATE,12.0,14.0,0.27,0.53,0.37,0.4
3762,brasileiro-a,2007,34,01-11,Palmeiras,Juventude,0,1,VISITANTE,4.0,19.0,0.33,0.73,0.3,0.63
3763,brasileiro-a,2007,34,31-10,Flamengo,Corinthians,2,1,MANDANTE,3.0,17.0,0.53,0.8,0.37,0.67
3764,brasileiro-a,2007,34,31-10,Goias,Vasco,2,3,VISITANTE,16.0,10.0,0.27,0.27,0.17,0.27
3765,brasileiro-a,2007,34,31-10,Náutico,Santos,1,2,VISITANTE,15.0,2.0,0.67,0.47,0.63,0.73
3766,brasileiro-a,2007,34,31-10,São Paulo,América-RN,3,0,MANDANTE,1.0,20.0,0.2,0.47,0.2,0.67
3767,brasileiro-a,2007,34,31-10,Atlético-MG,Paraná,0,0,EMPATE,11.0,18.0,0.2,0.73,0.3,0.43
3768,brasileiro-a,2007,34,31-10,Atlético-PR,Grêmio,2,0,MANDANTE,9.0,6.0,0.47,0.73,0.63,0.67
3769,brasileiro-a,2007,34,31-10,Figueirense,Fluminense,0,2,VISITANTE,13.0,7.0,0.4,0.53,0.6,0.57
3770,brasileiro-a,2007,33,28-10,Juventude,Botafogo,1,1,EMPATE,19.0,8.0,0.2,0.27,0.23,0.37
3771,brasileiro-a,2007,33,28-10,Paraná,Internacional,1,0,MANDANTE,18.0,13.0,0.53,0.2,0.43,0.2
3772,brasileiro-a,2007,33,28-10,Vasco,Palmeiras,2,2,EMPATE,11.0,3.0,0.73,0.2,0.6,0.17
3773,brasileiro-a,2007,33,28-10,Corinthians,Figueirense,2,1,MANDANTE,17.0,10.0,0.73,0.33,0.57,0.37
3774,brasileiro-a,2007,33,28-10,América-RN,Flamengo,0,1,VISITANTE,20.0,6.0,0.8,0.27,0.6,0.2
3775,brasileiro-a,2007,33,28-10,Grêmio,Náutico,4,3,MANDANTE,5.0,14.0,0.67,0.47,0.77,0.63
3776,brasileiro-a,2007,33,28-10,Sport Recife,São Paulo,1,2,VISITANTE,15.0,1.0,0.47,0.47,0.67,0.4
3777,brasileiro-a,2007,33,27-10,Cruzeiro,Atlético-PR,1,1,EMPATE,4.0,9.0,0.67,0.13,0.73,0.47
3778,brasileiro-a,2007,33,27-10,Fluminense,Atlético-MG,1,1,EMPATE,7.0,12.0,0.67,0.33,0.4,0.6
3779,brasileiro-a,2007,33,27-10,Santos,Goias,3,0,MANDANTE,2.0,16.0,0.47,0.67,0.37,0.53
3780,brasileiro-a,2007,32,21-10,Figueirense,Santos,1,0,MANDANTE,8.0,4.0,0.67,0.53,0.63,0.57
3781,brasileiro-a,2007,32,21-10,Flamengo,Grêmio,2,0,MANDANTE,6.0,5.0,0.67,0.67,0.63,0.53
3782,brasileiro-a,2007,32,21-10,Internacional,Juventude,3,0,MANDANTE,11.0,19.0,0.33,0.4,0.47,0.33
3783,brasileiro-a,2007,32,21-10,Atlético-PR,América-RN,2,0,MANDANTE,10.0,20.0,0.33,0.67,0.2,0.63
3784,brasileiro-a,2007,32,21-10,Atlético-MG,Vasco,1,0,MANDANTE,13.0,12.0,0.2,0.53,0.27,0.4
3785,brasileiro-a,2007,32,21-10,Náutico,Corinthians,1,0,MANDANTE,14.0,17.0,0.33,0.67,0.37,0.67
3786,brasileiro-a,2007,32,21-10,São Paulo,Cruzeiro,1,0,MANDANTE,1.0,3.0,0.33,0.47,0.5,0.67
3787,brasileiro-a,2007,32,20-10,Botafogo,Sport Recife,3,1,MANDANTE,9.0,15.0,0.47,0.0,0.5,0.17
3788,brasileiro-a,2007,32,20-10,Goias,Fluminense,5,3,MANDANTE,16.0,7.0,0.53,0.33,0.7,0.27
3789,brasileiro-a,2007,32,20-10,Palmeiras,Paraná,3,0,MANDANTE,2.0,18.0,0.2,0.73,0.23,0.5
3790,brasileiro-a,2007,7,18-10,Vasco,Flamengo,1,2,VISITANTE,7.0,13.0,0.4,0.53,0.4,0.53
3791,brasileiro-a,2007,31,14-10,Vasco,Botafogo,2,1,MANDANTE,8.0,11.0,0.2,0.07,0.27,0.2
3792,brasileiro-a,2007,31,13-10,América-RN,Atlético-MG,0,1,VISITANTE,20.0,14.0,0.33,0.33,0.3,0.2
3793,brasileiro-a,2007,31,13-10,Grêmio,Goias,2,1,MANDANTE,4.0,16.0,0.33,0.67,0.27,0.57
3794,brasileiro-a,2007,31,13-10,Santos,Palmeiras,1,1,EMPATE,3.0,5.0,0.67,0.6,0.57,0.7
3795,brasileiro-a,2007,31,13-10,Corinthians,Internacional,1,1,EMPATE,17.0,13.0,0.33,0.27,0.4,0.33
3796,brasileiro-a,2007,31,13-10,Fluminense,São Paulo,1,1,EMPATE,6.0,1.0,0.6,0.67,0.73,0.7
3797,brasileiro-a,2007,31,13-10,Paraná,Flamengo,0,1,VISITANTE,18.0,7.0,0.53,0.2,0.53,0.33
3798,brasileiro-a,2007,31,12-10,Cruzeiro,Náutico,2,2,EMPATE,2.0,15.0,0.8,0.47,0.63,0.57
3799,brasileiro-a,2007,31,12-10,Juventude,Atlético-PR,0,0,EMPATE,19.0,12.0,0.8,0.27,0.6,0.43
3800,brasileiro-a,2007,31,12-10,Sport Recife,Figueirense,0,0,EMPATE,9.0,10.0,0.67,0.6,0.53,0.5
3801,brasileiro-a,2007,30,07-10,Figueirense,Paraná,4,0,MANDANTE,10.0,18.0,0.4,0.67,0.33,0.47
3802,brasileiro-a,2007,30,07-10,Flamengo,Fluminense,0,2,VISITANTE,7.0,6.0,0.67,0.53,0.6,0.53
3803,brasileiro-a,2007,30,07-10,Goias,Cruzeiro,0,0,EMPATE,15.0,2.0,0.6,0.27,0.63,0.27
3804,brasileiro-a,2007,30,07-10,Atlético-MG,Sport Recife,3,1,MANDANTE,16.0,8.0,0.67,0.13,0.5,0.3
3805,brasileiro-a,2007,30,07-10,Atlético-PR,Vasco,1,0,MANDANTE,11.0,12.0,0.07,0.6,0.3,0.53
3806,brasileiro-a,2007,30,07-10,Internacional,América-RN,2,0,MANDANTE,13.0,20.0,0.4,0.33,0.2,0.33
3807,brasileiro-a,2007,30,07-10,São Paulo,Corinthians,0,1,VISITANTE,1.0,17.0,0.07,0.8,0.27,0.77
3808,brasileiro-a,2007,30,06-10,Botafogo,Santos,1,2,VISITANTE,9.0,3.0,0.6,0.2,0.7,0.3
3809,brasileiro-a,2007,30,06-10,Náutico,Juventude,4,1,MANDANTE,14.0,19.0,0.27,0.8,0.47,0.53
3810,brasileiro-a,2007,30,06-10,Palmeiras,Grêmio,2,0,MANDANTE,4.0,5.0,0.67,0.67,0.67,0.57
3811,brasileiro-a,2007,29,04-10,América-RN,Paraná,3,2,MANDANTE,20.0,17.0,0.4,0.2,0.37,0.1
3812,brasileiro-a,2007,29,04-10,Figueirense,Internacional,0,0,EMPATE,12.0,14.0,0.27,0.6,0.4,0.47
3813,brasileiro-a,2007,29,04-10,Flamengo,São Paulo,1,0,MANDANTE,7.0,1.0,0.87,0.53,0.87,0.53
3814,brasileiro-a,2007,29,03-10,Atlético-PR,Botafogo,2,0,MANDANTE,11.0,9.0,0.27,0.6,0.33,0.43
3815,brasileiro-a,2007,29,03-10,Cruzeiro,Santos,0,1,VISITANTE,2.0,3.0,0.6,0.6,0.6,0.73
3816,brasileiro-a,2007,29,03-10,Fluminense,Corinthians,1,1,EMPATE,6.0,18.0,0.2,0.8,0.33,0.67
3817,brasileiro-a,2007,29,03-10,Grêmio,Atlético-MG,2,2,EMPATE,4.0,16.0,0.13,0.8,0.27,0.63
3818,brasileiro-a,2007,29,03-10,Palmeiras,Náutico,2,1,MANDANTE,5.0,15.0,1.0,0.53,0.53,0.57
3819,brasileiro-a,2007,29,03-10,Sport Recife,Goias,4,0,MANDANTE,8.0,13.0,0.27,0.47,0.27,0.5
3820,brasileiro-a,2007,29,03-10,Vasco,Juventude,0,1,VISITANTE,10.0,19.0,0.27,0.07,0.37,0.33
3821,brasileiro-a,2007,28,30-09,América-RN,Palmeiras,0,0,EMPATE,20.0,5.0,0.47,0.13,0.57,0.07
3822,brasileiro-a,2007,28,30-09,Cruzeiro,Figueirense,1,2,VISITANTE,2.0,12.0,0.4,0.8,0.37,0.83
3823,brasileiro-a,2007,28,30-09,Paraná,Fluminense,3,1,MANDANTE,16.0,6.0,0.87,0.2,0.7,0.27
3824,brasileiro-a,2007,28,30-09,Botafogo,Goias,0,3,VISITANTE,7.0,11.0,0.27,0.27,0.27,0.33
3825,brasileiro-a,2007,28,30-09,Internacional,São Paulo,1,2,VISITANTE,14.0,1.0,0.87,0.33,0.87,0.43
3826,brasileiro-a,2007,28,30-09,Juventude,Grêmio,1,2,VISITANTE,19.0,3.0,0.8,0.47,0.63,0.4
3827,brasileiro-a,2007,28,30-09,Santos,Vasco,1,0,MANDANTE,4.0,8.0,0.13,0.4,0.43,0.6
3828,brasileiro-a,2007,28,29-09,Corinthians,Sport Recife,1,2,VISITANTE,18.0,10.0,0.33,0.4,0.4,0.33
3829,brasileiro-a,2007,28,29-09,Flamengo,Atlético-MG,1,0,MANDANTE,9.0,17.0,0.13,0.4,0.27,0.43
3830,brasileiro-a,2007,28,29-09,Náutico,Atlético-PR,5,0,MANDANTE,13.0,15.0,0.8,0.87,0.53,0.53
3831,brasileiro-a,2007,27,23-09,Atlético-PR,Paraná,2,1,MANDANTE,12.0,18.0,0.27,0.6,0.3,0.43
3832,brasileiro-a,2007,27,23-09,Botafogo,Fluminense,0,2,VISITANTE,7.0,5.0,0.87,0.33,0.6,0.37
3833,brasileiro-a,2007,27,23-09,Vasco,Cruzeiro,0,2,VISITANTE,8.0,2.0,0.67,0.33,0.83,0.47
3834,brasileiro-a,2007,27,23-09,Atlético-MG,Internacional,2,2,EMPATE,15.0,10.0,0.27,0.27,0.4,0.33
3835,brasileiro-a,2007,27,23-09,Juventude,Flamengo,2,2,EMPATE,19.0,9.0,0.4,0.6,0.4,0.37
3836,brasileiro-a,2007,27,23-09,Náutico,Sport Recife,2,0,MANDANTE,16.0,11.0,0.53,0.67,0.5,0.53
3837,brasileiro-a,2007,27,23-09,Palmeiras,Corinthians,1,0,MANDANTE,4.0,17.0,0.4,0.27,0.43,0.57
3838,brasileiro-a,2007,27,22-09,Goias,América-RN,1,1,EMPATE,13.0,20.0,0.07,0.2,0.03,0.23
3839,brasileiro-a,2007,27,22-09,Grêmio,Santos,1,0,MANDANTE,3.0,6.0,0.6,0.6,0.7,0.53
3840,brasileiro-a,2007,27,22-09,São Paulo,Figueirense,2,0,MANDANTE,1.0,14.0,0.6,0.87,0.4,0.87
3841,brasileiro-a,2007,26,16-09,Figueirense,Juventude,4,1,MANDANTE,12.0,19.0,0.6,0.4,0.37,0.4
3842,brasileiro-a,2007,26,16-09,Flamengo,Vasco,1,1,EMPATE,10.0,6.0,0.33,0.53,0.53,0.47
