,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
1559,brasileiro-a,2013,27,09-10,Grêmio,Criciúma,1,2,VISITANTE,2.0,18.0,0.13,0.73,0.3,0.67
1560,brasileiro-a,2013,26,06-10,Bahia,Ponte Preta,1,1,EMPATE,14.0,19.0,0.47,0.53,0.23,0.4
1561,brasileiro-a,2013,26,06-10,Goias,Criciúma,1,1,EMPATE,13.0,18.0,0.07,0.47,0.37,0.4
1562,brasileiro-a,2013,26,06-10,Portuguesa,Santos,3,0,MANDANTE,10.0,8.0,0.47,0.6,0.53,0.6
1563,brasileiro-a,2013,26,06-10,Atlético-MG,Corinthians,0,0,EMPATE,5.0,9.0,0.27,0.67,0.3,0.63
1564,brasileiro-a,2013,26,06-10,Atlético-PR,Coritiba,2,1,MANDANTE,3.0,15.0,0.2,0.4,0.23,0.57
1565,brasileiro-a,2013,26,06-10,Flamengo,Vasco,1,1,EMPATE,12.0,17.0,0.27,0.53,0.3,0.47
1566,brasileiro-a,2013,26,06-10,Internacional,Fluminense,1,0,MANDANTE,7.0,11.0,0.73,0.2,0.53,0.4
1567,brasileiro-a,2013,26,06-10,Náutico,Cruzeiro,1,4,VISITANTE,20.0,1.0,0.87,0.47,0.93,0.27
1568,brasileiro-a,2013,26,05-10,São Paulo,Vitória,3,2,MANDANTE,16.0,6.0,0.87,0.4,0.5,0.43
1569,brasileiro-a,2013,26,05-10,Botafogo,Grêmio,0,1,VISITANTE,4.0,2.0,0.53,0.27,0.67,0.47
1570,brasileiro-a,2013,25,03-10,Vasco,Internacional,3,1,MANDANTE,16.0,10.0,0.27,0.07,0.43,0.2
1571,brasileiro-a,2013,8,03-10,Atlético-MG,Ponte Preta,4,0,MANDANTE,6.0,17.0,0.27,0.47,0.39,0.56
1572,brasileiro-a,2013,25,02-10,Corinthians,Bahia,2,0,MANDANTE,9.0,13.0,0.6,0.07,0.43,0.3
1573,brasileiro-a,2013,25,02-10,Coritiba,Flamengo,0,2,VISITANTE,15.0,11.0,0.53,0.2,0.4,0.23
1574,brasileiro-a,2013,25,02-10,Santos,São Paulo,3,0,MANDANTE,7.0,17.0,0.6,0.27,0.47,0.47
1575,brasileiro-a,2013,25,02-10,Fluminense,Botafogo,1,1,EMPATE,8.0,3.0,0.4,0.73,0.53,0.6
1576,brasileiro-a,2013,25,02-10,Vitória,Goias,2,1,MANDANTE,6.0,12.0,0.47,0.73,0.5,0.4
1577,brasileiro-a,2013,25,02-10,Cruzeiro,Portuguesa,4,0,MANDANTE,1.0,14.0,0.8,0.87,0.6,0.93
1578,brasileiro-a,2013,25,02-10,Grêmio,Atlético-PR,1,0,MANDANTE,2.0,4.0,0.47,0.53,0.67,0.67
1579,brasileiro-a,2013,25,01-10,Ponte Preta,Náutico,1,2,VISITANTE,19.0,20.0,0.27,0.47,0.17,0.23
1580,brasileiro-a,2013,24,29-09,Atlético-MG,Santos,3,1,MANDANTE,5.0,9.0,0.47,0.67,0.5,0.63
1581,brasileiro-a,2013,24,29-09,Atlético-PR,Vitória,3,5,VISITANTE,4.0,6.0,0.6,0.53,0.4,0.7
1582,brasileiro-a,2013,24,29-09,Internacional,Cruzeiro,1,2,VISITANTE,7.0,1.0,0.87,0.47,0.83,0.47
1583,brasileiro-a,2013,24,29-09,Bahia,Vasco,0,0,EMPATE,11.0,17.0,0.07,0.53,0.2,0.4
1584,brasileiro-a,2013,24,29-09,Flamengo,Criciúma,4,1,MANDANTE,15.0,18.0,0.07,0.33,0.43,0.33
1585,brasileiro-a,2013,24,29-09,Portuguesa,Corinthians,4,0,MANDANTE,12.0,13.0,0.13,0.6,0.33,0.53
1586,brasileiro-a,2013,24,29-09,São Paulo,Grêmio,0,1,VISITANTE,16.0,2.0,0.53,0.6,0.67,0.5
1587,brasileiro-a,2013,24,28-09,Botafogo,Ponte Preta,0,1,VISITANTE,3.0,19.0,0.27,0.6,0.13,0.57
1588,brasileiro-a,2013,24,28-09,Goias,Fluminense,1,2,VISITANTE,10.0,8.0,0.73,0.47,0.53,0.53
1589,brasileiro-a,2013,24,28-09,Náutico,Coritiba,3,0,MANDANTE,20.0,14.0,0.4,0.13,0.27,0.07
1590,brasileiro-a,2013,11,25-09,Santos,Náutico,1,1,EMPATE,7.0,19.0,0.2,0.67,0.26,0.52
1591,brasileiro-a,2013,25,25-09,Criciúma,Atlético-MG,1,1,EMPATE,18.0,5.0,0.8,0.07,0.63,0.33
1592,brasileiro-a,2013,23,22-09,Atlético-MG,Vasco,2,1,MANDANTE,5.0,18.0,0.27,0.53,0.3,0.57
1593,brasileiro-a,2013,23,22-09,Atlético-PR,Ponte Preta,1,0,MANDANTE,3.0,19.0,0.27,0.53,0.23,0.63
1594,brasileiro-a,2013,23,22-09,Santos,Criciúma,2,1,MANDANTE,7.0,17.0,0.27,0.27,0.43,0.43
1595,brasileiro-a,2013,23,22-09,Botafogo,Bahia,1,2,VISITANTE,2.0,10.0,0.33,0.8,0.3,0.6
1596,brasileiro-a,2013,23,22-09,Corinthians,Cruzeiro,0,0,EMPATE,11.0,1.0,1.0,0.07,0.83,0.4
1597,brasileiro-a,2013,23,22-09,Goias,São Paulo,1,0,MANDANTE,8.0,15.0,0.6,0.47,0.5,0.47
1598,brasileiro-a,2013,23,22-09,Internacional,Portuguesa,0,1,VISITANTE,6.0,14.0,0.6,0.67,0.53,0.5
1599,brasileiro-a,2013,23,22-09,Náutico,Flamengo,0,0,EMPATE,20.0,16.0,0.47,0.07,0.4,0.07
1600,brasileiro-a,2013,23,21-09,Vitória,Grêmio,0,0,EMPATE,9.0,4.0,0.47,0.53,0.73,0.37
1601,brasileiro-a,2013,23,21-09,Fluminense,Coritiba,1,1,EMPATE,13.0,12.0,0.33,0.73,0.23,0.5
1602,brasileiro-a,2013,22,19-09,Bahia,Internacional,2,0,MANDANTE,13.0,5.0,0.73,0.13,0.6,0.2
1603,brasileiro-a,2013,22,19-09,Portuguesa,Náutico,3,0,MANDANTE,16.0,20.0,0.07,0.6,0.07,0.47
1604,brasileiro-a,2013,22,19-09,Flamengo,Atlético-PR,2,4,VISITANTE,15.0,4.0,0.53,0.47,0.63,0.43
1605,brasileiro-a,2013,22,18-09,Cruzeiro,Botafogo,3,0,MANDANTE,1.0,2.0,0.87,1.0,0.63,0.83
1606,brasileiro-a,2013,22,18-09,Ponte Preta,Corinthians,2,0,MANDANTE,19.0,8.0,0.27,0.07,0.43,0.17
1607,brasileiro-a,2013,22,18-09,São Paulo,Atlético-MG,1,0,MANDANTE,14.0,6.0,0.6,0.47,0.6,0.4
1608,brasileiro-a,2013,22,18-09,Coritiba,Goias,2,2,EMPATE,10.0,11.0,0.47,0.33,0.53,0.3
1609,brasileiro-a,2013,22,18-09,Criciúma,Fluminense,1,2,VISITANTE,17.0,12.0,0.53,0.47,0.43,0.43
1610,brasileiro-a,2013,22,18-09,Grêmio,Santos,1,1,EMPATE,3.0,9.0,0.4,0.6,0.43,0.7
1611,brasileiro-a,2013,22,18-09,Vasco,Vitória,1,2,VISITANTE,18.0,7.0,0.33,0.27,0.3,0.33
1612,brasileiro-a,2013,21,15-09,Grêmio,Atlético-MG,0,1,VISITANTE,3.0,6.0,0.6,0.8,0.5,0.73
1613,brasileiro-a,2013,21,15-09,Santos,Botafogo,1,2,VISITANTE,8.0,2.0,0.67,0.6,0.63,0.47
1614,brasileiro-a,2013,21,15-09,Vitória,Náutico,2,1,MANDANTE,11.0,20.0,0.07,0.13,0.1,0.3
1615,brasileiro-a,2013,21,15-09,Corinthians,Goias,1,2,VISITANTE,7.0,10.0,0.33,0.33,0.43,0.53
1616,brasileiro-a,2013,21,15-09,Coritiba,Bahia,2,2,EMPATE,9.0,14.0,0.27,0.27,0.27,0.27
1617,brasileiro-a,2013,21,15-09,Criciúma,Internacional,0,1,VISITANTE,15.0,5.0,0.6,0.67,0.53,0.43
1618,brasileiro-a,2013,21,15-09,Ponte Preta,Flamengo,1,1,EMPATE,19.0,13.0,0.4,0.0,0.5,0.17
1619,brasileiro-a,2013,21,15-09,Vasco,São Paulo,0,2,VISITANTE,17.0,16.0,0.47,0.33,0.3,0.33
1620,brasileiro-a,2013,21,14-09,Fluminense,Portuguesa,2,1,MANDANTE,12.0,18.0,0.6,0.33,0.47,0.37
1621,brasileiro-a,2013,21,14-09,Cruzeiro,Atlético-PR,1,0,MANDANTE,1.0,4.0,0.73,1.0,0.73,0.83
1622,brasileiro-a,2013,20,12-09,Atlético-MG,Coritiba,3,0,MANDANTE,8.0,9.0,0.27,0.47,0.37,0.4
1623,brasileiro-a,2013,20,12-09,Flamengo,Santos,2,1,MANDANTE,11.0,7.0,0.67,0.27,0.57,0.4
1624,brasileiro-a,2013,20,12-09,São Paulo,Ponte Preta,1,0,MANDANTE,18.0,19.0,0.0,0.33,0.17,0.3
1625,brasileiro-a,2013,20,12-09,Internacional,Vitória,2,2,EMPATE,5.0,13.0,0.07,0.6,0.27,0.5
1626,brasileiro-a,2013,20,11-09,Botafogo,Corinthians,1,0,MANDANTE,2.0,6.0,0.53,0.67,0.63,0.63
1627,brasileiro-a,2013,20,11-09,Náutico,Grêmio,0,2,VISITANTE,20.0,3.0,0.8,0.07,0.63,0.1
1628,brasileiro-a,2013,20,11-09,Portuguesa,Vasco,2,0,MANDANTE,17.0,14.0,0.33,0.4,0.37,0.4
1629,brasileiro-a,2013,20,11-09,Bahia,Criciúma,2,2,EMPATE,15.0,12.0,0.6,0.27,0.43,0.33
1630,brasileiro-a,2013,20,11-09,Goias,Cruzeiro,1,2,VISITANTE,10.0,1.0,1.0,0.53,0.73,0.47
1631,brasileiro-a,2013,20,11-09,Atlético-PR,Fluminense,1,1,EMPATE,4.0,16.0,0.47,0.87,0.43,0.8
1632,brasileiro-a,2013,10,10-09,Internacional,Santos,1,2,VISITANTE,7.0,6.0,0.67,0.67,0.46,0.58
1633,brasileiro-a,2013,19,08-09,Criciúma,Botafogo,1,2,VISITANTE,12.0,2.0,0.53,0.8,0.57,0.43
1634,brasileiro-a,2013,19,08-09,Vasco,Atlético-PR,0,0,EMPATE,11.0,4.0,0.87,0.33,0.87,0.43
1635,brasileiro-a,2013,19,08-09,Corinthians,Náutico,0,0,EMPATE,5.0,20.0,0.0,0.53,0.17,0.63
1636,brasileiro-a,2013,19,08-09,Coritiba,São Paulo,2,0,MANDANTE,8.0,18.0,0.4,0.13,0.33,0.3
1637,brasileiro-a,2013,19,08-09,Cruzeiro,Flamengo,1,0,MANDANTE,1.0,16.0,0.33,0.8,0.43,0.73
1638,brasileiro-a,2013,19,07-09,Grêmio,Portuguesa,3,2,MANDANTE,3.0,17.0,0.47,0.8,0.4,0.63
1639,brasileiro-a,2013,19,07-09,Fluminense,Bahia,1,0,MANDANTE,15.0,14.0,0.27,0.33,0.43,0.33
1640,brasileiro-a,2013,19,07-09,Ponte Preta,Internacional,1,3,VISITANTE,19.0,6.0,0.47,0.0,0.4,0.27
1641,brasileiro-a,2013,19,07-09,Santos,Goias,1,0,MANDANTE,7.0,9.0,0.6,0.53,0.47,0.47
1642,brasileiro-a,2013,19,07-09,Vitória,Atlético-MG,1,1,EMPATE,13.0,10.0,0.6,0.2,0.37,0.27
1643,brasileiro-a,2013,18,05-09,Náutico,Vasco,0,3,VISITANTE,20.0,12.0,0.33,0.07,0.43,0.17
1644,brasileiro-a,2013,18,05-09,São Paulo,Criciúma,1,2,VISITANTE,18.0,11.0,0.6,0.4,0.43,0.33
1645,brasileiro-a,2013,18,05-09,Botafogo,Coritiba,3,1,MANDANTE,3.0,9.0,0.13,0.4,0.33,0.57
1646,brasileiro-a,2013,18,04-09,Atlético-MG,Fluminense,2,2,EMPATE,10.0,16.0,0.27,0.6,0.3,0.43
1647,brasileiro-a,2013,18,04-09,Bahia,Cruzeiro,1,3,VISITANTE,13.0,1.0,0.67,0.27,0.73,0.47
1648,brasileiro-a,2013,18,04-09,Internacional,Corinthians,1,0,MANDANTE,6.0,5.0,0.73,0.33,0.67,0.4
1649,brasileiro-a,2013,18,04-09,Portuguesa,Ponte Preta,2,1,MANDANTE,17.0,19.0,0.2,0.47,0.27,0.3
1650,brasileiro-a,2013,18,04-09,Atlético-PR,Santos,2,1,MANDANTE,2.0,7.0,0.6,0.73,0.5,0.8
1651,brasileiro-a,2013,18,04-09,Flamengo,Vitória,2,1,MANDANTE,15.0,14.0,0.2,0.33,0.3,0.33
1652,brasileiro-a,2013,10,03-09,Náutico,São Paulo,0,1,VISITANTE,20.0,15.0,0.13,0.2,0.25,0.29
1653,brasileiro-a,2013,18,03-09,Goias,Grêmio,2,0,MANDANTE,8.0,4.0,1.0,0.47,0.63,0.47
1654,brasileiro-a,2013,17,01-09,Cruzeiro,Vasco,5,3,MANDANTE,1.0,14.0,0.4,0.67,0.43,0.73
1655,brasileiro-a,2013,17,01-09,Botafogo,São Paulo,0,0,EMPATE,4.0,17.0,0.33,0.4,0.3,0.53
1656,brasileiro-a,2013,17,01-09,Corinthians,Flamengo,4,0,MANDANTE,5.0,15.0,0.4,0.6,0.43,0.57
1657,brasileiro-a,2013,17,01-09,Coritiba,Internacional,0,0,EMPATE,7.0,8.0,0.47,0.27,0.47,0.4
1658,brasileiro-a,2013,17,01-09,Vitória,Criciúma,0,1,VISITANTE,12.0,13.0,0.4,0.27,0.37,0.4
1659,brasileiro-a,2013,17,31-08,Fluminense,Santos,0,2,VISITANTE,16.0,6.0,0.47,0.33,0.5,0.3
1660,brasileiro-a,2013,17,31-08,Goias,Atlético-MG,0,0,EMPATE,11.0,9.0,0.6,0.6,0.5,0.47
1661,brasileiro-a,2013,17,31-08,Grêmio,Ponte Preta,1,0,MANDANTE,2.0,19.0,0.27,0.8,0.3,0.63
1662,brasileiro-a,2013,17,31-08,Náutico,Atlético-PR,1,4,VISITANTE,20.0,3.0,0.73,0.07,0.7,0.17
1663,brasileiro-a,2013,17,31-08,Portuguesa,Bahia,4,2,MANDANTE,18.0,10.0,0.27,0.33,0.5,0.2
1664,brasileiro-a,2013,16,25-08,Atlético-PR,Botafogo,2,0,MANDANTE,4.0,2.0,0.6,0.73,0.63,0.63
1665,brasileiro-a,2013,16,25-08,Internacional,Goias,3,3,EMPATE,9.0,12.0,0.53,0.47,0.53,0.53
1666,brasileiro-a,2013,16,25-08,Atlético-MG,Portuguesa,2,1,MANDANTE,10.0,19.0,0.33,0.4,0.23,0.5
1667,brasileiro-a,2013,16,25-08,Bahia,Náutico,2,0,MANDANTE,7.0,20.0,0.13,0.27,0.17,0.4
1668,brasileiro-a,2013,16,25-08,São Paulo,Fluminense,2,1,MANDANTE,17.0,15.0,0.4,0.13,0.3,0.2
1669,brasileiro-a,2013,16,25-08,Vasco,Corinthians,1,1,EMPATE,13.0,5.0,0.73,0.33,0.63,0.4
1670,brasileiro-a,2013,16,24-08,Criciúma,Coritiba,2,1,MANDANTE,16.0,6.0,0.27,0.2,0.43,0.27
1671,brasileiro-a,2013,16,24-08,Flamengo,Grêmio,0,1,VISITANTE,14.0,3.0,0.67,0.6,0.57,0.47
1672,brasileiro-a,2013,16,24-08,Ponte Preta,Cruzeiro,0,2,VISITANTE,18.0,1.0,0.67,0.33,0.67,0.4
1673,brasileiro-a,2013,16,24-08,Santos,Vitória,2,0,MANDANTE,8.0,11.0,0.47,0.33,0.4,0.5
1674,brasileiro-a,2013,15,18-08,Atlético-PR,Criciúma,2,1,MANDANTE,5.0,17.0,0.27,0.73,0.27,0.53
1675,brasileiro-a,2013,15,18-08,Bahia,Santos,0,0,EMPATE,10.0,11.0,0.47,0.4,0.57,0.4
1676,brasileiro-a,2013,15,18-08,Internacional,Atlético-MG,0,0,EMPATE,8.0,12.0,0.33,0.4,0.47,0.53
1677,brasileiro-a,2013,15,18-08,Corinthians,Coritiba,1,0,MANDANTE,4.0,6.0,0.47,0.73,0.53,0.57
1678,brasileiro-a,2013,15,18-08,Flamengo,São Paulo,0,0,EMPATE,14.0,18.0,0.27,0.53,0.2,0.53
1679,brasileiro-a,2013,15,18-08,Ponte Preta,Goias,0,1,VISITANTE,16.0,9.0,0.4,0.33,0.43,0.4
1680,brasileiro-a,2013,15,18-08,Portuguesa,Botafogo,1,3,VISITANTE,19.0,1.0,0.6,0.4,0.63,0.27
1681,brasileiro-a,2013,15,17-08,Vasco,Grêmio,2,3,VISITANTE,13.0,3.0,0.47,0.4,0.5,0.43
1682,brasileiro-a,2013,15,17-08,Cruzeiro,Vitória,5,1,MANDANTE,2.0,7.0,0.47,0.47,0.5,0.6
1683,brasileiro-a,2013,15,17-08,Náutico,Fluminense,0,1,VISITANTE,20.0,15.0,0.4,0.13,0.3,0.17
1684,brasileiro-a,2013,14,15-08,Botafogo,Internacional,3,3,EMPATE,1.0,8.0,0.33,0.6,0.53,0.6
1685,brasileiro-a,2013,14,15-08,São Paulo,Atlético-PR,1,1,EMPATE,18.0,7.0,0.87,0.27,0.6,0.17
1686,brasileiro-a,2013,14,14-08,Fluminense,Corinthians,0,0,EMPATE,15.0,6.0,0.73,0.33,0.53,0.27
1687,brasileiro-a,2013,14,14-08,Goias,Flamengo,1,1,EMPATE,14.0,13.0,0.53,0.33,0.5,0.5
1688,brasileiro-a,2013,14,14-08,Grêmio,Cruzeiro,3,1,MANDANTE,4.0,2.0,0.67,0.47,0.7,0.5
1689,brasileiro-a,2013,14,14-08,Coritiba,Portuguesa,1,1,EMPATE,3.0,19.0,0.33,0.47,0.27,0.6
1690,brasileiro-a,2013,14,14-08,Vitória,Ponte Preta,3,1,MANDANTE,5.0,16.0,0.53,0.33,0.4,0.4
1691,brasileiro-a,2013,14,14-08,Atlético-MG,Bahia,2,0,MANDANTE,12.0,10.0,0.6,0.13,0.5,0.37
1692,brasileiro-a,2013,14,14-08,Criciúma,Náutico,3,0,MANDANTE,17.0,20.0,0.33,0.07,0.27,0.27
1693,brasileiro-a,2013,14,14-08,Santos,Vasco,1,1,EMPATE,11.0,9.0,0.53,0.4,0.5,0.53
1694,brasileiro-a,2013,13,11-08,Bahia,Grêmio,0,3,VISITANTE,9.0,7.0,0.27,0.67,0.43,0.6
1695,brasileiro-a,2013,13,11-08,Internacional,Atlético-PR,2,2,EMPATE,6.0,5.0,0.87,0.47,0.6,0.5
1696,brasileiro-a,2013,13,11-08,Ponte Preta,Criciúma,3,1,MANDANTE,15.0,19.0,0.27,0.33,0.27,0.3
1697,brasileiro-a,2013,13,11-08,Portuguesa,São Paulo,2,1,MANDANTE,18.0,17.0,0.27,0.13,0.2,0.2
1698,brasileiro-a,2013,13,11-08,Corinthians,Vitória,2,0,MANDANTE,4.0,8.0,0.4,0.6,0.5,0.53
1699,brasileiro-a,2013,13,11-08,Coritiba,Vasco,0,1,VISITANTE,3.0,10.0,0.53,0.53,0.4,0.63
1700,brasileiro-a,2013,13,11-08,Cruzeiro,Santos,0,0,EMPATE,1.0,11.0,0.4,0.8,0.53,0.67
1701,brasileiro-a,2013,13,11-08,Fluminense,Flamengo,2,3,VISITANTE,16.0,12.0,0.33,0.33,0.43,0.37
1702,brasileiro-a,2013,13,10-08,Botafogo,Goias,1,1,EMPATE,2.0,13.0,0.47,0.73,0.5,0.67
1703,brasileiro-a,2013,13,10-08,Náutico,Atlético-MG,0,0,EMPATE,20.0,14.0,0.27,0.27,0.37,0.27
1704,brasileiro-a,2013,12,08-08,Grêmio,Coritiba,0,1,VISITANTE,10.0,3.0,0.53,0.47,0.57,0.43
1705,brasileiro-a,2013,12,08-08,Vasco,Ponte Preta,1,1,EMPATE,12.0,17.0,0.33,0.47,0.37,0.37
1706,brasileiro-a,2013,12,07-08,Atlético-MG,Botafogo,2,2,EMPATE,14.0,2.0,0.67,0.4,0.73,0.43
1707,brasileiro-a,2013,12,07-08,Goias,Náutico,2,1,MANDANTE,11.0,20.0,0.27,0.33,0.27,0.43
1708,brasileiro-a,2013,12,07-08,Santos,Corinthians,1,1,EMPATE,9.0,8.0,0.53,0.53,0.53,0.5
1709,brasileiro-a,2013,12,07-08,Atlético-PR,Bahia,1,0,MANDANTE,5.0,7.0,0.73,0.67,0.63,0.53
1710,brasileiro-a,2013,12,07-08,Flamengo,Portuguesa,1,1,EMPATE,15.0,19.0,0.07,0.47,0.27,0.4
1711,brasileiro-a,2013,12,07-08,Criciúma,Cruzeiro,1,2,VISITANTE,18.0,1.0,0.8,0.33,0.6,0.27
1712,brasileiro-a,2013,12,07-08,Vitória,Fluminense,1,1,EMPATE,4.0,13.0,0.27,0.53,0.33,0.57
1713,brasileiro-a,2013,11,04-08,Vasco,Botafogo,2,3,VISITANTE,11.0,1.0,0.67,0.47,0.7,0.41
1714,brasileiro-a,2013,11,04-08,Vitória,Portuguesa,2,1,MANDANTE,5.0,20.0,0.13,0.33,0.3,0.52
1715,brasileiro-a,2013,11,04-08,Atlético-PR,Goias,2,0,MANDANTE,8.0,15.0,0.53,0.53,0.48,0.48
1716,brasileiro-a,2013,11,04-08,Criciúma,Corinthians,0,2,VISITANTE,17.0,6.0,0.53,0.33,0.48,0.3
1717,brasileiro-a,2013,11,04-08,Flamengo,Atlético-MG,3,0,MANDANTE,14.0,13.0,0.6,0.33,0.48,0.33
1718,brasileiro-a,2013,11,04-08,Grêmio,Internacional,1,1,EMPATE,10.0,9.0,0.6,0.47,0.52,0.44
1719,brasileiro-a,2013,11,04-08,Ponte Preta,Fluminense,1,1,EMPATE,18.0,12.0,0.2,0.47,0.33,0.37
1720,brasileiro-a,2013,11,03-08,Cruzeiro,Coritiba,1,0,MANDANTE,2.0,3.0,0.6,0.67,0.63,0.56
1721,brasileiro-a,2013,10,01-08,Goias,Vasco,1,1,EMPATE,13.0,9.0,0.47,0.47,0.42,0.5
1722,brasileiro-a,2013,10,01-08,Botafogo,Vitória,2,0,MANDANTE,1.0,5.0,0.53,0.67,0.58,0.67
1723,brasileiro-a,2013,10,31-07,Bahia,Flamengo,3,0,MANDANTE,4.0,18.0,0.53,0.4,0.38,0.54
1724,brasileiro-a,2013,10,31-07,Corinthians,Grêmio,2,0,MANDANTE,10.0,8.0,0.53,0.4,0.5,0.42
1725,brasileiro-a,2013,10,31-07,Coritiba,Ponte Preta,5,3,MANDANTE,2.0,17.0,0.47,0.6,0.42,0.58
1726,brasileiro-a,2013,10,31-07,Atlético-MG,Atlético-PR,1,2,VISITANTE,11.0,12.0,0.33,0.6,0.42,0.54
1727,brasileiro-a,2013,10,31-07,Fluminense,Cruzeiro,1,0,MANDANTE,14.0,3.0,0.73,0.2,0.62,0.25
1728,brasileiro-a,2013,10,31-07,Portuguesa,Criciúma,1,1,EMPATE,19.0,16.0,0.27,0.13,0.29,0.29
1729,brasileiro-a,2013,9,28-07,Bahia,Goias,2,1,MANDANTE,9.0,11.0,0.67,0.4,0.57,0.48
1730,brasileiro-a,2013,9,28-07,Coritiba,Vitória,1,1,EMPATE,3.0,4.0,0.47,0.73,0.62,0.62
1731,brasileiro-a,2013,9,28-07,Flamengo,Botafogo,1,1,EMPATE,15.0,2.0,0.6,0.47,0.71,0.38
1732,brasileiro-a,2013,9,28-07,Corinthians,São Paulo,0,0,EMPATE,12.0,18.0,0.07,0.33,0.24,0.43
1733,brasileiro-a,2013,9,28-07,Cruzeiro,Atlético-MG,4,1,MANDANTE,1.0,7.0,0.6,0.73,0.62,0.57
1734,brasileiro-a,2013,9,28-07,Grêmio,Fluminense,2,0,MANDANTE,5.0,17.0,0.2,0.53,0.29,0.43
1735,brasileiro-a,2013,9,28-07,Náutico,Internacional,3,0,MANDANTE,19.0,6.0,0.73,0.2,0.67,0.19
1736,brasileiro-a,2013,9,27-07,Ponte Preta,Santos,1,0,MANDANTE,14.0,10.0,0.67,0.27,0.52,0.33
1737,brasileiro-a,2013,9,27-07,Portuguesa,Atlético-PR,2,3,VISITANTE,20.0,16.0,0.33,0.2,0.33,0.33
1738,brasileiro-a,2013,9,27-07,Vasco,Criciúma,3,2,MANDANTE,8.0,13.0,0.47,0.47,0.33,0.33
1739,brasileiro-a,2013,12,24-07,São Paulo,Internacional,0,1,VISITANTE,16.0,6.0,0.47,0.27,0.5,0.3
1740,brasileiro-a,2013,8,21-07,Fluminense,Vasco,1,3,VISITANTE,14.0,10.0,0.27,0.4,0.22,0.33
1741,brasileiro-a,2013,8,21-07,Goias,Portuguesa,2,1,MANDANTE,9.0,19.0,0.27,0.53,0.39,0.5
1742,brasileiro-a,2013,8,21-07,Atlético-PR,Corinthians,1,1,EMPATE,18.0,12.0,0.47,0.33,0.44,0.33
1743,brasileiro-a,2013,8,21-07,Internacional,Flamengo,1,0,MANDANTE,4.0,15.0,0.53,0.53,0.44,0.61
1744,brasileiro-a,2013,8,21-07,Santos,Coritiba,2,2,EMPATE,7.0,2.0,0.73,0.67,0.67,0.56
1745,brasileiro-a,2013,8,21-07,Vitória,Bahia,0,0,EMPATE,5.0,13.0,0.53,0.6,0.5,0.67
1746,brasileiro-a,2013,8,20-07,Botafogo,Náutico,2,0,MANDANTE,1.0,20.0,0.27,0.6,0.22,0.67
1747,brasileiro-a,2013,8,20-07,Criciúma,Grêmio,2,1,MANDANTE,11.0,8.0,0.6,0.27,0.5,0.22
1748,brasileiro-a,2013,8,20-07,São Paulo,Cruzeiro,0,3,VISITANTE,16.0,3.0,0.53,0.13,0.5,0.28
1749,brasileiro-a,2013,7,14-07,Criciúma,Goias,0,0,EMPATE,16.0,13.0,0.53,0.2,0.53,0.2
1750,brasileiro-a,2013,7,14-07,Cruzeiro,Náutico,3,0,MANDANTE,4.0,20.0,0.27,0.4,0.27,0.4
1751,brasileiro-a,2013,7,14-07,Vasco,Flamengo,0,1,VISITANTE,17.0,10.0,0.33,0.27,0.33,0.27
1752,brasileiro-a,2013,7,14-07,Corinthians,Atlético-MG,0,1,VISITANTE,11.0,8.0,0.47,0.53,0.47,0.53
1753,brasileiro-a,2013,7,14-07,Coritiba,Atlético-PR,1,0,MANDANTE,1.0,19.0,0.4,0.6,0.4,0.6
1754,brasileiro-a,2013,7,14-07,Grêmio,Botafogo,2,1,MANDANTE,6.0,3.0,0.8,0.4,0.8,0.4
1755,brasileiro-a,2013,7,14-07,Vitória,São Paulo,3,2,MANDANTE,2.0,14.0,0.33,0.6,0.33,0.6
1756,brasileiro-a,2013,7,13-07,Ponte Preta,Bahia,0,0,EMPATE,15.0,12.0,0.53,0.4,0.53,0.4
1757,brasileiro-a,2013,7,13-07,Fluminense,Internacional,2,3,VISITANTE,9.0,5.0,0.53,0.4,0.53,0.4
1758,brasileiro-a,2013,7,13-07,Santos,Portuguesa,4,1,MANDANTE,7.0,18.0,0.47,0.47,0.47,0.47
1759,brasileiro-a,2013,11,10-07,São Paulo,Bahia,1,2,VISITANTE,16.0,4.0,0.53,0.27,0.59,0.33
1760,brasileiro-a,2013,6,07-07,Atlético-MG,Criciúma,3,2,MANDANTE,13.0,17.0,0.25,0.33,0.25,0.33
1761,brasileiro-a,2013,6,07-07,Botafogo,Fluminense,1,0,MANDANTE,1.0,4.0,0.5,0.75,0.5,0.75
1762,brasileiro-a,2013,6,07-07,Bahia,Corinthians,0,2,VISITANTE,11.0,7.0,0.42,0.67,0.42,0.67
1763,brasileiro-a,2013,6,07-07,Goias,Vitória,1,0,MANDANTE,12.0,3.0,0.75,0.42,0.75,0.42
1764,brasileiro-a,2013,6,07-07,Internacional,Vasco,5,3,MANDANTE,6.0,14.0,0.33,0.42,0.33,0.42
1765,brasileiro-a,2013,6,07-07,São Paulo,Santos,0,2,VISITANTE,9.0,10.0,0.33,0.42,0.33,0.42
1766,brasileiro-a,2013,6,06-07,Portuguesa,Cruzeiro,1,1,EMPATE,15.0,5.0,0.42,0.5,0.42,0.5
