2015,Atlético-MG,Chapecoense,3 : 0
2015,Corinthians,Avaí,1 : 1
2015,Coritiba,Vasco ,0 : 0
2015,Figueirense,Fluminense,1 : 0
2015,Flamengo,Palmeiras,1 : 2
2015,Goias,São Paulo,0 : 1
2015,Internacional,Cruzeiro,2 : 0
2015,Joinville,Grêmio,0 : 2
2015,Ponte Preta,Sport Recife,0 : 1
2015,Santos,Atlético-PR,5 : 1
2015,Atlético-PR,Flamengo,3 : 0
2015,Chapecoense,Goias,1 : 3
2015,Palmeiras,Coritiba,0 : 2
2015,Vasco,Santos,1 : 0
2015,Cruzeiro,Joinville,3 : 0
2015,Grêmio,Atlético-MG,2 : 1
2015,Sport Recife,Corinthians,2 : 0
2015,Avaí,Ponte Preta ,1 : 0
2015,Fluminense ,Internacional,1 : 1
2015,São Paulo,Figueirense,3 : 2
2015,Coritiba,Santos ,1 : 0
2015,Fluminense,Avaí,3 : 1
2015,Sport Recife,Atlético-PR,0 : 0
2015,Flamengo,Ponte Preta,1 : 1
2015,Atlético-MG,Goias,2 : 2
2015,Corinthians,São Paulo,6 : 1
2015,Figueirense,Chapecoense,0 : 0
2015,Internacional,Grêmio,1 : 0
2015,Joinville ,Vasco,1 : 2
2015,Palmeiras,Cruzeiro,1 : 1
2015,Santos,Flamengo ,0 : 0
2015,São Paulo,Atlético-MG,4 : 2
2015,Vasco ,Corinthians,1 : 1
2015,Chapecoense,Internacional ,1 : 0
2015,Grêmio,Fluminense ,1 : 0
2015,Atlético-PR,Palmeiras ,3 : 3
2015,Avaí,Joinville,2 : 1
2015,Ponte Preta,Figueirense,0 : 1
2015,Goias,Coritiba,1 : 3
2015,Cruzeiro,Sport Recife,3 : 0
2015,Sport Recife,Grêmio ,1 : 0
2015,Joinville ,Santos,0 : 0
2015,Cruzeiro,São Paulo,2 : 1
2015,Figueirense,Atlético-MG,0 : 1
2015,Flamengo,Goias,4 : 1
2015,Palmeiras,Vasco,0 : 2
2015,Fluminense,Chapecoense,2 : 3
2015,Atlético-PR,Avaí,2 : 1
2015,Corinthians,Coritiba,2 : 1
2015,Internacional,Ponte Preta,1 : 0
2015,Goias,Internacional,2 : 1
2015,Vasco,Fluminense ,0 : 1
2015,Atlético-MG,Corinthians,0 : 3
