,Unnamed: 0,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
19,19,brasileiro-a,2018,7,27-05,Ceará,Grêmio,0,1,VISITANTE,19.0,5.0,0.4,0.2,0.4,0.2
20,20,brasileiro-a,2018,6,20-05,Fluminense,Atlético-PR,2,0,MANDANTE,5.0,16.0,0.17,0.58,0.17,0.58
21,21,brasileiro-a,2018,6,20-05,América-MG,Botafogo,1,0,MANDANTE,6.0,10.0,0.58,0.33,0.58,0.33
22,22,brasileiro-a,2018,6,20-05,Paraná,Grêmio,0,0,EMPATE,20.0,8.0,0.42,0.08,0.42,0.08
23,23,brasileiro-a,2018,6,20-05,São Paulo,Santos,1,0,MANDANTE,7.0,14.0,0.25,0.33,0.25,0.33
24,24,brasileiro-a,2018,6,20-05,Sport Recife,Corinthians,1,1,EMPATE,11.0,3.0,0.58,0.58,0.58,0.58
25,25,brasileiro-a,2018,6,20-05,Vitória,Ceará,2,1,MANDANTE,13.0,19.0,0.25,0.25,0.25,0.25
26,26,brasileiro-a,2018,6,19-05,Palmeiras,Bahia,3,0,MANDANTE,4.0,18.0,0.42,0.58,0.42,0.58
27,27,brasileiro-a,2018,6,19-05,Flamengo,Vasco,1,1,EMPATE,2.0,9.0,0.33,0.75,0.33,0.75
28,28,brasileiro-a,2018,6,19-05,Atlético-MG,Cruzeiro,1,0,MANDANTE,1.0,12.0,0.58,0.83,0.58,0.83
29,29,brasileiro-a,2018,5,14-05,Botafogo,Fluminense,2,1,MANDANTE,6.0,9.0,0.78,0.44,0.78,0.44
30,30,brasileiro-a,2018,5,14-05,Ceará,América-MG,2,2,EMPATE,19.0,10.0,0.33,0.22,0.33,0.22
31,31,brasileiro-a,2018,5,13-05,Santos,Paraná,3,1,MANDANTE,13.0,20.0,0.11,0.0,0.11,0.0
32,32,brasileiro-a,2018,5,13-05,Atlético-PR,Atlético-MG,1,2,VISITANTE,15.0,3.0,0.78,0.22,0.78,0.22
33,33,brasileiro-a,2018,5,13-05,Bahia,São Paulo,2,2,EMPATE,17.0,12.0,0.33,0.44,0.33,0.44
34,34,brasileiro-a,2018,5,13-05,Chapecoense,Flamengo,3,2,MANDANTE,14.0,1.0,1.0,0.33,1.0,0.33
35,35,brasileiro-a,2018,5,13-05,Corinthians,Palmeiras,1,0,MANDANTE,2.0,5.0,0.78,0.44,0.78,0.44
36,36,brasileiro-a,2018,5,13-05,Vasco,Vitória,2,3,VISITANTE,7.0,18.0,0.0,0.44,0.0,0.44
37,37,brasileiro-a,2018,5,13-05,Cruzeiro,Sport Recife,2,0,MANDANTE,8.0,11.0,0.78,0.44,0.78,0.44
38,38,brasileiro-a,2018,5,12-05,Grêmio,Internacional,0,0,EMPATE,4.0,16.0,0.11,0.44,0.11,0.44
39,39,brasileiro-a,2018,4,07-05,Chapecoense,Paraná,1,1,EMPATE,17.0,20.0,0.0,0.33,0.0,0.33
40,40,brasileiro-a,2018,4,06-05,Grêmio,Santos,5,1,MANDANTE,5.0,16.0,0.0,0.17,0.0,0.17
41,41,brasileiro-a,2018,4,06-05,Sport Recife,Bahia,2,0,MANDANTE,8.0,15.0,0.67,0.67,0.67,0.67
42,42,brasileiro-a,2018,4,06-05,Atlético-PR,Palmeiras,1,3,VISITANTE,11.0,2.0,0.67,0.33,0.67,0.33
43,43,brasileiro-a,2018,4,06-05,Cruzeiro,Botafogo,1,0,MANDANTE,14.0,12.0,0.67,0.17,0.67,0.17
44,44,brasileiro-a,2018,4,06-05,Flamengo,Internacional,2,0,MANDANTE,1.0,13.0,0.17,1.0,0.17,1.0
45,45,brasileiro-a,2018,4,06-05,Vitória,Fluminense,1,2,VISITANTE,19.0,7.0,0.67,0.0,0.67,0.0
46,46,brasileiro-a,2018,4,06-05,Corinthians,Ceará,1,1,EMPATE,3.0,18.0,0.17,0.5,0.17,0.5
47,47,brasileiro-a,2018,4,05-05,São Paulo,Atlético-MG,2,2,EMPATE,10.0,6.0,1.0,0.33,1.0,0.33
48,48,brasileiro-a,2018,4,05-05,Vasco,América-MG,4,1,MANDANTE,4.0,9.0,0.5,0.17,0.5,0.17
49,49,brasileiro-a,2018,3,30-04,América-MG,Vitória,2,1,MANDANTE,3.0,17.0,0.0,0.0,0.0,0.0
50,50,brasileiro-a,2018,3,29-04,Internacional,Cruzeiro,0,0,EMPATE,10.0,18.0,0.0,0.0,0.0,0.0
51,51,brasileiro-a,2018,3,29-04,Atlético-MG,Corinthians,1,0,MANDANTE,4.0,2.0,1.0,1.0,1.0,1.0
52,52,brasileiro-a,2018,3,29-04,Bahia,Atlético-PR,0,0,EMPATE,13.0,5.0,0.33,1.0,0.33,1.0
53,53,brasileiro-a,2018,3,29-04,Ceará,Flamengo,0,3,VISITANTE,19.0,1.0,1.0,0.33,1.0,0.33
54,54,brasileiro-a,2018,3,29-04,Fluminense,São Paulo,1,1,EMPATE,11.0,8.0,0.33,1.0,0.33,1.0
55,55,brasileiro-a,2018,3,29-04,Palmeiras,Chapecoense,0,0,EMPATE,7.0,16.0,0.33,1.0,0.33,1.0
56,56,brasileiro-a,2018,3,29-04,Paraná,Sport Recife,1,2,VISITANTE,20.0,14.0,0.33,0.0,0.33,0.0
57,57,brasileiro-a,2018,3,28-04,Botafogo,Grêmio,2,1,MANDANTE,6.0,12.0,0.33,0.33,0.33,0.33
58,58,brasileiro-a,2018,2,23-04,Sport Recife,Botafogo,1,1,EMPATE,17.0,14.0,0.0,0.0,0.0,0.0
59,59,brasileiro-a,2018,2,22-04,Grêmio,Atlético-PR,0,0,EMPATE,6.0,2.0,0.0,0.0,0.0,0.0
60,60,brasileiro-a,2018,2,22-04,Atlético-MG,Vitória,2,1,MANDANTE,11.0,15.0,0.0,0.0,0.0,0.0
61,61,brasileiro-a,2018,2,22-04,Ceará,São Paulo,0,0,EMPATE,16.0,7.0,0.0,0.0,0.0,0.0
62,62,brasileiro-a,2018,2,22-04,Chapecoense,Vasco,1,1,EMPATE,18.0,4.0,0.0,0.0,0.0,0.0
63,63,brasileiro-a,2018,2,22-04,Fluminense,Cruzeiro,1,0,MANDANTE,12.0,19.0,0.0,0.0,0.0,0.0
64,64,brasileiro-a,2018,2,22-04,Palmeiras,Internacional,1,0,MANDANTE,5.0,9.0,0.0,0.0,0.0,0.0
65,65,brasileiro-a,2018,2,22-04,Paraná,Corinthians,0,4,VISITANTE,20.0,1.0,0.0,0.0,0.0,0.0
66,66,brasileiro-a,2018,2,21-04,Flamengo,América-MG,2,0,MANDANTE,3.0,8.0,0.0,0.0,0.0,0.0
67,67,brasileiro-a,2018,2,21-04,Bahia,Santos,1,0,MANDANTE,13.0,10.0,0.0,0.0,0.0,0.0
68,68,brasileiro-a,2018,1,16-04,Botafogo,Palmeiras,1,1,EMPATE,12.0,11.0,0.0,0.0,0.0,0.0
69,69,brasileiro-a,2018,1,16-04,São Paulo,Paraná,1,0,MANDANTE,8.0,16.0,0.0,0.0,0.0,0.0
70,70,brasileiro-a,2018,1,15-04,Atlético-PR,Chapecoense,5,1,MANDANTE,1.0,20.0,0.0,0.0,0.0,0.0
71,71,brasileiro-a,2018,1,15-04,Corinthians,Fluminense,2,1,MANDANTE,5.0,14.0,0.0,0.0,0.0,0.0
72,72,brasileiro-a,2018,1,15-04,Internacional,Bahia,2,0,MANDANTE,3.0,17.0,0.0,0.0,0.0,0.0
73,73,brasileiro-a,2018,1,15-04,Vasco,Atlético-MG,2,1,MANDANTE,6.0,13.0,0.0,0.0,0.0,0.0
74,74,brasileiro-a,2018,1,15-04,América-MG,Sport Recife,3,0,MANDANTE,2.0,19.0,0.0,0.0,0.0,0.0
75,75,brasileiro-a,2018,1,14-04,Santos,Ceará,2,0,MANDANTE,4.0,18.0,0.0,0.0,0.0,0.0
76,76,brasileiro-a,2018,1,14-04,Vitória,Flamengo,2,2,EMPATE,10.0,9.0,0.0,0.0,0.0,0.0
77,77,brasileiro-a,2018,1,14-04,Cruzeiro,Grêmio,0,1,VISITANTE,15.0,7.0,0.0,0.0,0.0,0.0
78,78,brasileiro-a,2017,38,03-12,Atlético-GO,Fluminense,1,1,EMPATE,20.0,14.0,0.27,0.53,0.47,0.3
79,79,brasileiro-a,2017,38,03-12,Atlético-MG,Grêmio,4,3,MANDANTE,9.0,4.0,0.53,0.6,0.53,0.47
80,80,brasileiro-a,2017,38,03-12,Atlético-PR,Palmeiras,3,0,MANDANTE,11.0,2.0,0.6,0.4,0.63,0.43
81,81,brasileiro-a,2017,38,03-12,Botafogo,Cruzeiro,2,2,EMPATE,10.0,5.0,0.33,0.27,0.4,0.3
82,82,brasileiro-a,2017,38,03-12,Chapecoense,Coritiba,2,1,MANDANTE,8.0,17.0,0.33,0.73,0.5,0.63
83,83,brasileiro-a,2017,38,03-12,Santos,Avaí,1,1,EMPATE,3.0,18.0,0.47,0.4,0.4,0.47
84,84,brasileiro-a,2017,38,03-12,São Paulo,Bahia,1,1,EMPATE,13.0,12.0,0.47,0.4,0.57,0.6
85,85,brasileiro-a,2017,38,03-12,Sport Recife,Corinthians,1,0,MANDANTE,15.0,1.0,0.67,0.4,0.47,0.3
86,86,brasileiro-a,2017,38,03-12,Vasco,Ponte Preta,2,1,MANDANTE,7.0,19.0,0.27,0.53,0.23,0.57
87,87,brasileiro-a,2017,38,03-12,Vitória,Flamengo,1,2,VISITANTE,16.0,6.0,0.4,0.53,0.43,0.37
88,88,brasileiro-a,2017,37,27-11,Palmeiras,Botafogo,2,0,MANDANTE,2.0,8.0,0.27,0.4,0.4,0.57
89,89,brasileiro-a,2017,37,26-11,Bahia,Chapecoense,0,1,VISITANTE,11.0,9.0,0.6,0.67,0.53,0.6
90,90,brasileiro-a,2017,37,26-11,Flamengo,Santos,1,2,VISITANTE,6.0,4.0,0.4,0.4,0.4,0.47
91,91,brasileiro-a,2017,37,26-11,Avaí,Atlético-PR,1,0,MANDANTE,18.0,13.0,0.4,0.27,0.47,0.3
92,92,brasileiro-a,2017,37,26-11,Corinthians,Atlético-MG,2,2,EMPATE,1.0,10.0,0.53,0.8,0.53,0.53
93,93,brasileiro-a,2017,37,26-11,Coritiba,São Paulo,1,2,VISITANTE,16.0,12.0,0.4,0.53,0.5,0.5
94,94,brasileiro-a,2017,37,26-11,Cruzeiro,Vasco,0,1,VISITANTE,5.0,7.0,0.4,0.53,0.57,0.5
95,95,brasileiro-a,2017,37,26-11,Grêmio,Atlético-GO,1,1,EMPATE,3.0,20.0,0.47,0.67,0.3,0.5
96,96,brasileiro-a,2017,37,26-11,Ponte Preta,Vitória,2,3,VISITANTE,19.0,15.0,0.4,0.27,0.27,0.27
97,97,brasileiro-a,2017,37,25-11,Fluminense,Sport Recife,1,2,VISITANTE,14.0,17.0,0.27,0.47,0.3,0.5
98,98,brasileiro-a,2017,36,20-11,Avaí,Palmeiras,2,1,MANDANTE,19.0,3.0,0.47,0.13,0.57,0.2
99,99,brasileiro-a,2017,36,20-11,Fluminense,Ponte Preta,2,0,MANDANTE,14.0,17.0,0.47,0.33,0.37,0.4
100,100,brasileiro-a,2017,36,19-11,Atlético-MG,Coritiba,3,0,MANDANTE,8.0,15.0,0.73,0.4,0.53,0.53
101,101,brasileiro-a,2017,36,19-11,Atlético-PR,Vasco,3,1,MANDANTE,11.0,9.0,0.47,0.27,0.6,0.37
102,102,brasileiro-a,2017,36,19-11,Santos,Grêmio,1,0,MANDANTE,4.0,2.0,0.73,0.2,0.6,0.4
103,103,brasileiro-a,2017,36,19-11,Atlético-GO,Chapecoense,1,1,EMPATE,20.0,12.0,0.6,0.47,0.53,0.37
104,104,brasileiro-a,2017,36,19-11,Flamengo,Corinthians,3,0,MANDANTE,6.0,1.0,0.8,0.27,0.57,0.37
105,105,brasileiro-a,2017,36,19-11,São Paulo,Botafogo,0,0,EMPATE,13.0,7.0,0.27,0.53,0.37,0.57
106,106,brasileiro-a,2017,36,19-11,Sport Recife,Bahia,1,0,MANDANTE,18.0,10.0,0.73,0.07,0.63,0.2
107,107,brasileiro-a,2017,36,19-11,Vitória,Cruzeiro,1,1,EMPATE,16.0,5.0,0.53,0.4,0.5,0.33
108,108,brasileiro-a,2017,35,16-11,Bahia,Santos,3,1,MANDANTE,9.0,4.0,0.4,0.73,0.5,0.63
109,109,brasileiro-a,2017,35,16-11,Coritiba,Flamengo,1,0,MANDANTE,14.0,7.0,0.27,0.6,0.4,0.43
110,110,brasileiro-a,2017,35,16-11,Botafogo,Atlético-GO,1,2,VISITANTE,6.0,20.0,0.27,0.47,0.27,0.47
111,111,brasileiro-a,2017,35,16-11,Chapecoense,Vitória,2,1,MANDANTE,10.0,16.0,0.4,0.6,0.43,0.53
112,112,brasileiro-a,2017,35,16-11,Palmeiras,Sport Recife,5,1,MANDANTE,3.0,18.0,0.07,0.47,0.23,0.57
113,113,brasileiro-a,2017,35,15-11,Corinthians,Fluminense,3,1,MANDANTE,1.0,15.0,0.33,0.6,0.4,0.5
114,114,brasileiro-a,2017,35,15-11,Vasco,Atlético-MG,1,1,EMPATE,8.0,11.0,0.53,0.47,0.5,0.6
115,115,brasileiro-a,2017,35,15-11,Cruzeiro,Avaí,2,2,EMPATE,5.0,19.0,0.27,0.47,0.2,0.57
116,116,brasileiro-a,2017,35,15-11,Grêmio,São Paulo,1,0,MANDANTE,2.0,12.0,0.73,0.53,0.6,0.5
117,117,brasileiro-a,2017,35,15-11,Ponte Preta,Atlético-PR,2,1,MANDANTE,17.0,13.0,0.47,0.27,0.37,0.27
118,118,brasileiro-a,2017,34,13-11,Chapecoense,Santos,2,0,MANDANTE,13.0,4.0,0.47,0.6,0.5,0.53
119,119,brasileiro-a,2017,34,12-11,Coritiba,Ponte Preta,1,1,EMPATE,15.0,18.0,0.2,0.73,0.23,0.4
120,120,brasileiro-a,2017,34,12-11,Cruzeiro,Fluminense,3,1,MANDANTE,5.0,14.0,0.53,0.27,0.4,0.57
121,121,brasileiro-a,2017,34,12-11,Bahia,Atlético-MG,2,2,EMPATE,9.0,10.0,0.47,0.67,0.5,0.6
122,122,brasileiro-a,2017,34,12-11,Atlético-GO,Sport Recife,2,0,MANDANTE,20.0,17.0,0.13,0.07,0.23,0.27
123,123,brasileiro-a,2017,34,12-11,Grêmio,Vitória,1,1,EMPATE,2.0,16.0,0.33,0.53,0.4,0.47
124,124,brasileiro-a,2017,34,12-11,Palmeiras,Flamengo,2,0,MANDANTE,3.0,7.0,0.47,0.47,0.5,0.57
125,125,brasileiro-a,2017,34,12-11,Vasco,São Paulo,1,1,EMPATE,8.0,11.0,0.67,0.6,0.67,0.57
126,126,brasileiro-a,2017,34,11-11,Corinthians,Avaí,1,0,MANDANTE,1.0,19.0,0.33,0.47,0.23,0.5
127,127,brasileiro-a,2017,34,11-11,Botafogo,Atlético-PR,0,1,VISITANTE,6.0,12.0,0.47,0.53,0.37,0.57
128,128,brasileiro-a,2017,33,09-11,Fluminense,Coritiba,2,2,EMPATE,12.0,15.0,0.67,0.67,0.4,0.4
129,129,brasileiro-a,2017,33,09-11,Atlético-MG,Atlético-GO,3,2,MANDANTE,10.0,20.0,0.07,0.33,0.3,0.43
130,130,brasileiro-a,2017,33,09-11,São Paulo,Chapecoense,2,2,EMPATE,11.0,14.0,0.53,0.8,0.5,0.67
131,131,brasileiro-a,2017,33,08-11,Flamengo,Cruzeiro,2,0,MANDANTE,7.0,6.0,0.47,0.47,0.67,0.4
132,132,brasileiro-a,2017,33,08-11,Santos,Vasco,1,2,VISITANTE,3.0,8.0,0.6,0.53,0.57,0.6
133,133,brasileiro-a,2017,33,08-11,Vitória,Palmeiras,3,1,MANDANTE,16.0,4.0,0.67,0.2,0.6,0.33
134,134,brasileiro-a,2017,33,08-11,Atlético-PR,Corinthians,0,1,VISITANTE,13.0,1.0,0.27,0.47,0.4,0.4
135,135,brasileiro-a,2017,33,08-11,Sport Recife,Botafogo,1,2,VISITANTE,17.0,5.0,0.33,0.2,0.57,0.23
136,136,brasileiro-a,2017,33,08-11,Avaí,Bahia,1,2,VISITANTE,19.0,9.0,0.67,0.33,0.53,0.33
137,137,brasileiro-a,2017,33,08-11,Ponte Preta,Grêmio,0,1,VISITANTE,18.0,2.0,0.53,0.2,0.37,0.27
138,138,brasileiro-a,2017,32,05-11,Chapecoense,Sport Recife,1,1,EMPATE,14.0,16.0,0.33,0.47,0.2,0.47
139,139,brasileiro-a,2017,32,05-11,Vasco,Vitória,1,1,EMPATE,8.0,17.0,0.13,0.73,0.4,0.63
140,140,brasileiro-a,2017,32,05-11,Bahia,Ponte Preta,2,0,MANDANTE,10.0,18.0,0.27,0.53,0.27,0.43
141,141,brasileiro-a,2017,32,05-11,Corinthians,Palmeiras,3,2,MANDANTE,1.0,4.0,0.73,0.27,0.7,0.3
142,142,brasileiro-a,2017,32,05-11,Cruzeiro,Atlético-PR,1,0,MANDANTE,5.0,11.0,0.53,0.47,0.4,0.6
143,143,brasileiro-a,2017,32,05-11,Grêmio,Flamengo,3,1,MANDANTE,3.0,7.0,0.53,0.33,0.5,0.37
144,144,brasileiro-a,2017,32,04-11,Coritiba,Avaí,4,0,MANDANTE,15.0,19.0,0.33,0.47,0.43,0.3
145,145,brasileiro-a,2017,32,04-11,Atlético-GO,São Paulo,0,1,VISITANTE,20.0,9.0,0.6,0.13,0.57,0.4
146,146,brasileiro-a,2017,32,04-11,Botafogo,Fluminense,1,2,VISITANTE,6.0,13.0,0.53,0.53,0.3,0.67
147,147,brasileiro-a,2017,32,04-11,Santos,Atlético-MG,3,1,MANDANTE,2.0,12.0,0.53,0.4,0.53,0.53
148,148,brasileiro-a,2017,31,30-10,Palmeiras,Cruzeiro,2,2,EMPATE,2.0,5.0,0.47,0.67,0.67,0.67
149,149,brasileiro-a,2017,31,29-10,Avaí,Grêmio,2,2,EMPATE,18.0,4.0,0.47,0.27,0.37,0.43
150,150,brasileiro-a,2017,31,29-10,Sport Recife,Coritiba,3,4,VISITANTE,15.0,16.0,0.33,0.33,0.23,0.2
151,151,brasileiro-a,2017,31,29-10,Vitória,Atlético-GO,1,1,EMPATE,19.0,20.0,0.27,0.27,0.37,0.47
152,152,brasileiro-a,2017,31,29-10,Atlético-MG,Botafogo,0,0,EMPATE,10.0,6.0,0.47,0.67,0.63,0.5
153,153,brasileiro-a,2017,31,29-10,Fluminense,Bahia,1,1,EMPATE,14.0,13.0,0.53,0.47,0.5,0.37
154,154,brasileiro-a,2017,31,29-10,Ponte Preta,Corinthians,1,0,MANDANTE,17.0,1.0,0.33,0.27,0.3,0.27
155,155,brasileiro-a,2017,31,28-10,Atlético-PR,Chapecoense,0,0,EMPATE,9.0,12.0,0.47,0.47,0.53,0.4
156,156,brasileiro-a,2017,31,28-10,Flamengo,Vasco,0,0,EMPATE,7.0,8.0,0.73,0.47,0.6,0.57
157,157,brasileiro-a,2017,31,28-10,São Paulo,Santos,2,1,MANDANTE,11.0,3.0,0.6,0.6,0.57,0.5
158,158,brasileiro-a,2017,30,23-10,Botafogo,Corinthians,2,1,MANDANTE,6.0,1.0,0.4,0.47,0.4,0.63
159,159,brasileiro-a,2017,30,22-10,Chapecoense,Fluminense,2,0,MANDANTE,11.0,13.0,0.47,0.47,0.4,0.43
160,160,brasileiro-a,2017,30,22-10,Ponte Preta,Avaí,1,2,VISITANTE,18.0,16.0,0.13,0.27,0.43,0.3
161,161,brasileiro-a,2017,30,22-10,Atlético-PR,Sport Recife,2,1,MANDANTE,9.0,15.0,0.4,0.27,0.23,0.4
162,162,brasileiro-a,2017,30,22-10,Bahia,Vitória,2,1,MANDANTE,12.0,17.0,0.47,0.53,0.47,0.4
163,163,brasileiro-a,2017,30,22-10,Cruzeiro,Atlético-MG,1,3,VISITANTE,5.0,10.0,0.47,0.67,0.5,0.67
164,164,brasileiro-a,2017,30,22-10,Grêmio,Palmeiras,1,3,VISITANTE,4.0,2.0,0.67,0.47,0.6,0.37
165,165,brasileiro-a,2017,30,22-10,Santos,Atlético-GO,1,0,MANDANTE,3.0,20.0,0.27,0.6,0.47,0.5
166,166,brasileiro-a,2017,30,22-10,São Paulo,Flamengo,2,0,MANDANTE,14.0,7.0,0.53,0.47,0.57,0.5
167,167,brasileiro-a,2017,30,21-10,Vasco,Coritiba,1,1,EMPATE,8.0,19.0,0.27,0.73,0.2,0.6
168,168,brasileiro-a,2017,29,19-10,Flamengo,Bahia,4,1,MANDANTE,6.0,13.0,0.53,0.53,0.5,0.47
169,169,brasileiro-a,2017,29,19-10,Sport Recife,Santos,1,1,EMPATE,14.0,4.0,0.53,0.33,0.5,0.2
170,170,brasileiro-a,2017,29,19-10,Palmeiras,Ponte Preta,2,0,MANDANTE,3.0,17.0,0.27,0.67,0.33,0.5
171,171,brasileiro-a,2017,29,19-10,Vitória,Atlético-PR,2,3,VISITANTE,16.0,9.0,0.27,0.47,0.4,0.57
172,172,brasileiro-a,2017,29,18-10,Avaí,Botafogo,1,1,EMPATE,19.0,7.0,0.6,0.13,0.63,0.43
173,173,brasileiro-a,2017,29,18-10,Corinthians,Grêmio,0,0,EMPATE,1.0,2.0,0.4,0.53,0.43,0.47
174,174,brasileiro-a,2017,29,18-10,Fluminense,São Paulo,3,1,MANDANTE,11.0,15.0,0.67,0.27,0.5,0.4
175,175,brasileiro-a,2017,29,18-10,Atlético-MG,Chapecoense,2,3,VISITANTE,10.0,12.0,0.47,0.53,0.33,0.5
176,176,brasileiro-a,2017,29,18-10,Atlético-GO,Vasco,0,1,VISITANTE,20.0,8.0,0.53,0.47,0.53,0.47
177,177,brasileiro-a,2017,29,18-10,Coritiba,Cruzeiro,1,0,MANDANTE,18.0,5.0,0.87,0.07,0.7,0.2
178,178,brasileiro-a,2017,28,16-10,Santos,Vitória,2,2,EMPATE,3.0,15.0,0.47,0.67,0.63,0.57
179,179,brasileiro-a,2017,28,15-10,Bahia,Corinthians,2,0,MANDANTE,10.0,1.0,0.53,0.4,0.57,0.43
180,180,brasileiro-a,2017,28,15-10,Coritiba,Grêmio,0,1,VISITANTE,19.0,2.0,0.2,0.13,0.43,0.3
181,181,brasileiro-a,2017,28,15-10,Atlético-GO,Palmeiras,1,3,VISITANTE,20.0,4.0,0.53,0.53,0.5,0.47
182,182,brasileiro-a,2017,28,15-10,Chapecoense,Flamengo,0,1,VISITANTE,16.0,7.0,0.33,0.47,0.37,0.37
183,183,brasileiro-a,2017,28,15-10,Fluminense,Avaí,1,0,MANDANTE,12.0,18.0,0.33,0.13,0.43,0.33
184,184,brasileiro-a,2017,28,15-10,Sport Recife,Atlético-MG,1,1,EMPATE,14.0,9.0,0.53,0.27,0.47,0.2
185,185,brasileiro-a,2017,28,14-10,São Paulo,Atlético-PR,2,1,MANDANTE,13.0,11.0,0.33,0.53,0.5,0.4
186,186,brasileiro-a,2017,28,14-10,Vasco,Botafogo,1,0,MANDANTE,8.0,6.0,0.8,0.53,0.63,0.43
187,187,brasileiro-a,2017,27,12-10,Palmeiras,Bahia,2,2,EMPATE,4.0,14.0,0.33,0.67,0.4,0.57
188,188,brasileiro-a,2017,27,12-10,Flamengo,Fluminense,1,1,EMPATE,7.0,16.0,0.07,0.47,0.33,0.37
189,189,brasileiro-a,2017,27,12-10,Ponte Preta,Santos,1,1,EMPATE,15.0,2.0,0.67,0.27,0.57,0.33
190,190,brasileiro-a,2017,27,12-10,Vitória,Sport Recife,1,2,VISITANTE,12.0,11.0,0.07,0.67,0.2,0.67
191,191,brasileiro-a,2017,27,11-10,Atlético-MG,São Paulo,1,0,MANDANTE,8.0,17.0,0.53,0.53,0.5,0.47
192,192,brasileiro-a,2017,27,11-10,Avaí,Vasco,1,2,VISITANTE,18.0,9.0,0.53,0.53,0.33,0.43
193,193,brasileiro-a,2017,27,11-10,Grêmio,Cruzeiro,0,1,VISITANTE,3.0,5.0,0.73,0.4,0.63,0.47
194,194,brasileiro-a,2017,27,11-10,Corinthians,Coritiba,3,1,MANDANTE,1.0,19.0,0.13,0.33,0.3,0.5
195,195,brasileiro-a,2017,27,11-10,Atlético-PR,Atlético-GO,2,2,EMPATE,10.0,20.0,0.67,0.27,0.53,0.57
196,196,brasileiro-a,2017,27,11-10,Botafogo,Chapecoense,2,1,MANDANTE,6.0,13.0,0.47,0.8,0.37,0.53
197,197,brasileiro-a,2017,28,07-10,Cruzeiro,Ponte Preta,2,1,MANDANTE,5.0,17.0,0.33,0.87,0.33,0.7
198,198,brasileiro-a,2017,26,02-10,Ponte Preta,Flamengo,1,0,MANDANTE,15.0,7.0,0.67,0.27,0.47,0.33
199,199,brasileiro-a,2017,26,01-10,Atlético-PR,Atlético-MG,0,2,VISITANTE,8.0,9.0,0.33,0.33,0.37,0.57
200,200,brasileiro-a,2017,26,01-10,Avaí,Atlético-GO,0,2,VISITANTE,18.0,20.0,0.47,0.6,0.47,0.53
201,201,brasileiro-a,2017,26,01-10,Botafogo,Vitória,2,3,VISITANTE,6.0,11.0,0.67,0.8,0.57,0.57
