2016,Atlético-PR,Flamengo ,0 : 0
2016,Chapecoense,Atlético-MG,0 : 0
2016,Cruzeiro,Corinthians,3 : 2
2016,Fluminense,Internacional,1 : 1
2016,Grêmio,Botafogo ,0 : 1
2016,Ponte Preta,Coritiba,2 : 0
2016,Santos,América-MG,1 : 0
2016,São Paulo ,Santa Cruz,5 : 0
2016,Sport Recife,Figueirense,2 : 0
2016,Vitória,Palmeiras,1 : 2
2016,Coritiba,Vitória,0 : 1
2016,Figueirense,Fluminense,1 : 0
2016,Santa Cruz,Grêmio,5 : 1
2016,Atlético-MG,São Paulo,1 : 2
2016,Flamengo,Santos,2 : 0
2016,Internacional,Cruzeiro,1 : 0
2016,Palmeiras,Chapecoense,1 : 0
2016,Corinthians,Atlético-PR,0 : 0
2016,América-MG ,Sport Recife,2 : 2
2016,Botafogo,Ponte Preta ,1 : 1
2016,Corinthians,Internacional,1 : 0
2016,Chapecoense,São Paulo,2 : 0
2016,Flamengo,Coritiba,2 : 2
2016,Santa Cruz ,Atlético-MG ,3 : 3
2016,Atlético-PR,Sport Recife,2 : 0
2016,Cruzeiro ,Santos,2 : 2
2016,Grêmio,América-MG,3 : 0
2016,Palmeiras,Botafogo ,1 : 0
2016,Ponte Preta,Fluminense ,1 : 0
2016,Vitória,Figueirense,4 : 0
2016,Atlético-MG,Palmeiras,1 : 1
2016,Internacional,Ponte Preta,1 : 1
2016,Santos,Vitória,3 : 2
2016,São Paulo,Grêmio,1 : 1
2016,América-MG,Flamengo,0 : 1
2016,Figueirense,Corinthians ,1 : 1
2016,Sport Recife,Cruzeiro,0 : 1
2016,Coritiba,Santa Cruz,1 : 0
2016,Botafogo,Chapecoense,0 : 2
2016,Fluminense,Atlético-PR,1 : 1
2016,Grêmio,Sport Recife,0 : 3
2016,Chapecoense,Figueirense ,1 : 0
2016,Coritiba,Atlético-MG,2 : 0
2016,Cruzeiro,Fluminense,4 : 2
2016,Palmeiras,Internacional,1 : 0
2016,Santa Cruz,América-MG,1 : 0
2016,Vitória,Atlético-PR,3 : 2
2016,Ponte Preta,Santos,1 : 2
2016,São Paulo,Corinthians,4 : 0
2016,Flamengo,Botafogo,0 : 0
2016,América-MG,São Paulo,1 : 0
2016,Figueirense,Grêmio,0 : 0
2016,Santos,Palmeiras,1 : 0
2016,Botafogo,Coritiba,0 : 0
2016,Internacional ,Santa Cruz,1 : 1
2016,Atlético-MG,Flamengo,2 : 2
2016,Atlético-PR,Cruzeiro,1 : 0
2016,Corinthians,Chapecoense,1 : 1
2016,Fluminense,Vitória,2 : 2
2016,Sport Recife,Ponte Preta,1 : 0
2016,América-MG,Atlético-PR,1 : 0
2016,Atlético-MG,Figueirense ,3 : 0
2016,Chapecoense,Santos,0 : 1
2016,Coritiba ,Fluminense,1 : 1
2016,Flamengo,Corinthians ,2 : 2
