,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
5666,brasileiro-a,2003,44,29-11,Fluminense,Sao Caetano,2,1,MANDANTE,20.0,6.0,0.6,0.33,0.67,0.4
5667,brasileiro-a,2003,44,29-11,Juventude,Atlético-MG,1,0,MANDANTE,21.0,7.0,0.27,0.33,0.4,0.37
5668,brasileiro-a,2003,44,29-11,Vasco,Figueirense,1,0,MANDANTE,18.0,12.0,0.67,0.27,0.5,0.2
5669,brasileiro-a,2003,43,23-11,Guarani,Corinthians,0,1,VISITANTE,12.0,15.0,0.2,0.33,0.3,0.4
5670,brasileiro-a,2003,43,23-11,Paysandu,Juventude,3,2,MANDANTE,16.0,22.0,0.33,0.4,0.47,0.33
5671,brasileiro-a,2003,43,23-11,São Paulo,Vitória,3,1,MANDANTE,3.0,17.0,0.33,0.67,0.3,0.53
5672,brasileiro-a,2003,43,23-11,Bahia,Atlético-PR,0,2,VISITANTE,24.0,14.0,0.6,0.27,0.47,0.27
5673,brasileiro-a,2003,43,23-11,Sao Caetano,Goias,1,0,MANDANTE,5.0,8.0,0.8,0.6,0.7,0.67
5674,brasileiro-a,2003,43,23-11,Paraná,Cruzeiro,1,3,VISITANTE,10.0,1.0,0.8,0.6,0.8,0.63
5675,brasileiro-a,2003,43,23-11,Santos,Fluminense,3,1,MANDANTE,2.0,21.0,0.53,1.0,0.4,0.77
5676,brasileiro-a,2003,43,22-11,Flamengo,Criciúma,1,0,MANDANTE,9.0,13.0,0.13,0.53,0.27,0.57
5677,brasileiro-a,2003,43,22-11,Grêmio,Vasco,4,3,MANDANTE,23.0,18.0,0.33,0.4,0.23,0.47
5678,brasileiro-a,2003,43,22-11,Atlético-MG,Fortaleza,2,0,MANDANTE,7.0,20.0,0.4,0.13,0.4,0.4
5679,brasileiro-a,2003,43,22-11,Coritiba,Ponte Preta,1,1,EMPATE,4.0,19.0,0.13,0.2,0.23,0.4
5680,brasileiro-a,2003,43,22-11,Figueirense,Internacional,3,2,MANDANTE,11.0,6.0,0.73,0.53,0.6,0.43
5681,brasileiro-a,2003,42,09-11,Atlético-MG,Internacional,1,2,VISITANTE,7.0,5.0,0.53,0.2,0.5,0.5
5682,brasileiro-a,2003,42,09-11,Corinthians,Goias,2,0,MANDANTE,15.0,8.0,1.0,0.2,0.7,0.2
5683,brasileiro-a,2003,42,09-11,Vitória,Guarani,0,0,EMPATE,17.0,11.0,0.47,0.33,0.47,0.3
5684,brasileiro-a,2003,42,09-11,Atlético-PR,São Paulo,4,3,MANDANTE,14.0,3.0,0.67,0.4,0.53,0.47
5685,brasileiro-a,2003,42,09-11,Figueirense,Juventude,2,1,MANDANTE,13.0,22.0,0.53,0.4,0.5,0.37
5686,brasileiro-a,2003,42,09-11,Fortaleza,Flamengo,4,1,MANDANTE,20.0,10.0,0.73,0.27,0.57,0.4
5687,brasileiro-a,2003,42,09-11,Ponte Preta,Santos,3,4,VISITANTE,19.0,2.0,1.0,0.13,0.7,0.27
5688,brasileiro-a,2003,42,09-11,Sao Caetano,Bahia,4,1,MANDANTE,6.0,23.0,0.27,0.47,0.27,0.57
5689,brasileiro-a,2003,42,09-11,Vasco,Cruzeiro,0,1,VISITANTE,18.0,1.0,0.6,0.33,0.8,0.33
5690,brasileiro-a,2003,42,08-11,Criciúma,Paraná,1,2,VISITANTE,12.0,9.0,0.6,0.33,0.63,0.3
5691,brasileiro-a,2003,42,08-11,Grêmio,Paysandu,2,0,MANDANTE,24.0,16.0,0.4,0.27,0.43,0.4
5692,brasileiro-a,2003,42,08-11,Fluminense,Coritiba,3,2,MANDANTE,21.0,4.0,0.4,0.33,0.4,0.33
5693,brasileiro-a,2003,41,06-11,Bahia,Ponte Preta,1,0,MANDANTE,21.0,19.0,0.33,0.07,0.37,0.27
5694,brasileiro-a,2003,41,06-11,Flamengo,Atlético-MG,3,2,MANDANTE,9.0,6.0,0.2,0.73,0.53,0.5
5695,brasileiro-a,2003,41,06-11,Guarani,Sao Caetano,0,1,VISITANTE,11.0,8.0,0.33,0.47,0.47,0.47
5696,brasileiro-a,2003,41,06-11,Goias,Atlético-PR,4,1,MANDANTE,7.0,16.0,0.6,1.0,0.47,0.63
5697,brasileiro-a,2003,41,05-11,Coritiba,Corinthians,1,0,MANDANTE,4.0,17.0,0.2,0.2,0.2,0.4
5698,brasileiro-a,2003,41,05-11,Paysandu,Vasco,1,2,VISITANTE,13.0,18.0,0.13,0.6,0.23,0.47
5699,brasileiro-a,2003,41,05-11,Santos,Vitória,3,1,MANDANTE,2.0,15.0,0.53,0.87,0.3,0.6
5700,brasileiro-a,2003,41,05-11,São Paulo,Fluminense,1,0,MANDANTE,3.0,23.0,0.33,0.67,0.37,0.47
5701,brasileiro-a,2003,41,05-11,Cruzeiro,Grêmio,3,0,MANDANTE,1.0,24.0,0.47,0.6,0.4,0.8
5702,brasileiro-a,2003,41,05-11,Internacional,Fortaleza,1,1,EMPATE,5.0,22.0,0.2,0.47,0.47,0.57
5703,brasileiro-a,2003,41,05-11,Juventude,Criciúma,3,1,MANDANTE,20.0,12.0,0.33,0.4,0.4,0.5
5704,brasileiro-a,2003,41,05-11,Paraná,Figueirense,1,1,EMPATE,10.0,14.0,0.53,0.6,0.43,0.6
5705,brasileiro-a,2003,40,02-11,São Paulo,Coritiba,1,0,MANDANTE,3.0,4.0,0.4,0.47,0.5,0.4
5706,brasileiro-a,2003,40,02-11,Vasco,Internacional,0,1,VISITANTE,18.0,6.0,0.47,0.2,0.47,0.33
5707,brasileiro-a,2003,40,02-11,Vitória,Goias,3,4,VISITANTE,14.0,7.0,0.8,0.53,0.63,0.4
5708,brasileiro-a,2003,40,02-11,Figueirense,Paysandu,6,0,MANDANTE,15.0,13.0,0.6,0.33,0.57,0.37
5709,brasileiro-a,2003,40,02-11,Fortaleza,Cruzeiro,1,2,VISITANTE,20.0,1.0,0.6,0.27,0.8,0.47
5710,brasileiro-a,2003,40,02-11,Juventude,Flamengo,2,2,EMPATE,22.0,12.0,0.67,0.4,0.47,0.47
5711,brasileiro-a,2003,40,02-11,Santos,Corinthians,3,1,MANDANTE,2.0,17.0,0.2,0.73,0.3,0.6
5712,brasileiro-a,2003,40,01-11,Atlético-MG,Criciúma,1,1,EMPATE,5.0,11.0,0.27,0.33,0.37,0.6
5713,brasileiro-a,2003,40,01-11,Fluminense,Ponte Preta,2,2,EMPATE,21.0,19.0,0.33,0.47,0.33,0.33
5714,brasileiro-a,2003,40,01-11,Atlético-PR,Sao Caetano,1,0,MANDANTE,16.0,8.0,0.53,0.47,0.47,0.37
5715,brasileiro-a,2003,40,01-11,Grêmio,Paraná,0,2,VISITANTE,24.0,9.0,0.6,0.53,0.5,0.43
5716,brasileiro-a,2003,40,01-11,Guarani,Bahia,3,2,MANDANTE,10.0,23.0,0.27,0.33,0.3,0.47
5717,brasileiro-a,2003,39,26-10,Flamengo,Grêmio,2,1,MANDANTE,10.0,24.0,0.73,0.47,0.43,0.47
5718,brasileiro-a,2003,39,26-10,Internacional,Juventude,0,0,EMPATE,6.0,23.0,0.4,0.47,0.43,0.43
5719,brasileiro-a,2003,39,26-10,Paysandu,Atlético-MG,1,0,MANDANTE,13.0,5.0,0.53,0.47,0.63,0.47
5720,brasileiro-a,2003,39,26-10,Corinthians,Atlético-PR,2,3,VISITANTE,15.0,17.0,0.33,0.4,0.27,0.3
5721,brasileiro-a,2003,39,26-10,Criciúma,Fortaleza,2,2,EMPATE,8.0,20.0,0.27,0.2,0.47,0.43
5722,brasileiro-a,2003,39,26-10,Goias,Guarani,3,0,MANDANTE,9.0,12.0,0.53,0.8,0.47,0.63
5723,brasileiro-a,2003,39,26-10,Paraná,Vasco,3,3,EMPATE,11.0,18.0,0.13,0.73,0.3,0.47
5724,brasileiro-a,2003,39,26-10,Sao Caetano,São Paulo,0,1,VISITANTE,7.0,4.0,0.27,0.73,0.4,0.57
5725,brasileiro-a,2003,39,25-10,Cruzeiro,Figueirense,1,0,MANDANTE,1.0,16.0,0.33,0.6,0.4,0.8
5726,brasileiro-a,2003,39,25-10,Ponte Preta,Vitória,1,1,EMPATE,19.0,14.0,0.47,0.27,0.47,0.33
5727,brasileiro-a,2003,39,25-10,Bahia,Fluminense,2,2,EMPATE,21.0,22.0,0.47,0.2,0.4,0.37
5728,brasileiro-a,2003,39,25-10,Coritiba,Santos,0,4,VISITANTE,3.0,2.0,0.73,0.4,0.53,0.53
5729,brasileiro-a,2003,38,23-10,Atlético-MG,Paraná,2,2,EMPATE,5.0,10.0,0.67,0.67,0.53,0.7
5730,brasileiro-a,2003,38,23-10,Juventude,Grêmio,1,2,VISITANTE,23.0,24.0,0.53,0.6,0.37,0.43
5731,brasileiro-a,2003,38,23-10,Paysandu,Criciúma,4,0,MANDANTE,14.0,8.0,0.4,0.27,0.43,0.47
5732,brasileiro-a,2003,38,23-10,São Paulo,Guarani,3,3,EMPATE,4.0,9.0,0.47,0.4,0.53,0.37
5733,brasileiro-a,2003,38,23-10,Vasco,Fortaleza,1,1,EMPATE,17.0,20.0,0.4,0.13,0.43,0.37
5734,brasileiro-a,2003,38,22-10,Atlético-PR,Vitória,1,2,VISITANTE,18.0,13.0,0.27,0.33,0.47,0.37
5735,brasileiro-a,2003,38,22-10,Bahia,Santos,4,7,VISITANTE,21.0,2.0,0.53,0.27,0.53,0.37
5736,brasileiro-a,2003,38,22-10,Figueirense,Flamengo,0,0,EMPATE,16.0,12.0,0.6,0.33,0.43,0.37
5737,brasileiro-a,2003,38,22-10,Fluminense,Corinthians,1,0,MANDANTE,22.0,15.0,0.4,0.27,0.4,0.3
5738,brasileiro-a,2003,38,22-10,Internacional,Cruzeiro,1,0,MANDANTE,7.0,1.0,0.8,0.47,0.8,0.33
5739,brasileiro-a,2003,38,22-10,Ponte Preta,Goias,0,2,VISITANTE,19.0,11.0,0.6,0.33,0.63,0.33
5740,brasileiro-a,2003,38,22-10,Sao Caetano,Coritiba,2,0,MANDANTE,6.0,3.0,0.6,0.73,0.63,0.5
5741,brasileiro-a,2003,37,19-10,Corinthians,Ponte Preta,3,0,MANDANTE,13.0,19.0,0.4,0.2,0.33,0.33
5742,brasileiro-a,2003,37,19-10,Cruzeiro,Juventude,1,2,VISITANTE,1.0,22.0,0.47,1.0,0.43,0.83
5743,brasileiro-a,2003,37,19-10,Fortaleza,Figueirense,1,1,EMPATE,20.0,15.0,0.33,0.53,0.43,0.4
5744,brasileiro-a,2003,37,19-10,Vitória,Sao Caetano,0,0,EMPATE,14.0,6.0,0.67,0.27,0.47,0.53
5745,brasileiro-a,2003,37,19-10,Criciúma,Vasco,2,1,MANDANTE,8.0,18.0,0.33,0.27,0.4,0.43
5746,brasileiro-a,2003,37,19-10,Paraná,Internacional,4,0,MANDANTE,10.0,7.0,0.47,0.67,0.33,0.43
5747,brasileiro-a,2003,37,19-10,Santos,Atlético-PR,3,2,MANDANTE,2.0,17.0,0.53,0.4,0.37,0.53
5748,brasileiro-a,2003,37,18-10,Flamengo,Paysandu,2,0,MANDANTE,11.0,16.0,0.47,0.4,0.47,0.43
5749,brasileiro-a,2003,37,18-10,Grêmio,Atlético-MG,2,2,EMPATE,24.0,5.0,0.8,0.53,0.7,0.33
5750,brasileiro-a,2003,37,18-10,Coritiba,Bahia,3,2,MANDANTE,3.0,21.0,0.27,0.4,0.37,0.57
5751,brasileiro-a,2003,37,18-10,Goias,São Paulo,3,1,MANDANTE,12.0,4.0,0.4,0.4,0.47,0.63
5752,brasileiro-a,2003,37,18-10,Guarani,Fluminense,2,0,MANDANTE,9.0,23.0,0.33,0.47,0.4,0.47
5753,brasileiro-a,2003,36,15-10,Paysandu,Fortaleza,3,0,MANDANTE,14.0,21.0,0.73,0.33,0.4,0.4
5754,brasileiro-a,2003,36,12-10,Flamengo,Vasco,2,1,MANDANTE,11.0,18.0,0.33,0.27,0.5,0.43
5755,brasileiro-a,2003,36,12-10,Internacional,Grêmio,0,1,VISITANTE,6.0,24.0,0.33,0.67,0.23,0.43
5756,brasileiro-a,2003,36,12-10,Atlético-MG,Cruzeiro,0,1,VISITANTE,5.0,1.0,1.0,0.87,0.83,0.7
5757,brasileiro-a,2003,36,12-10,Figueirense,Criciúma,4,2,MANDANTE,16.0,8.0,0.47,0.33,0.47,0.43
5758,brasileiro-a,2003,36,12-10,Goias,Fluminense,6,1,MANDANTE,13.0,22.0,0.4,0.27,0.4,0.63
5759,brasileiro-a,2003,36,12-10,Juventude,Paraná,1,1,EMPATE,23.0,10.0,0.6,0.6,0.43,0.4
5760,brasileiro-a,2003,36,12-10,São Paulo,Corinthians,3,0,MANDANTE,4.0,15.0,0.2,0.27,0.37,0.4
5761,brasileiro-a,2003,36,12-10,Vitória,Bahia,2,1,MANDANTE,12.0,20.0,0.47,0.07,0.37,0.43
5762,brasileiro-a,2003,36,11-10,Atlético-PR,Coritiba,2,0,MANDANTE,17.0,3.0,0.6,0.33,0.67,0.37
5763,brasileiro-a,2003,36,11-10,Guarani,Ponte Preta,1,3,VISITANTE,9.0,19.0,0.4,0.47,0.23,0.5
5764,brasileiro-a,2003,36,11-10,Sao Caetano,Santos,2,2,EMPATE,7.0,2.0,0.33,0.6,0.5,0.53
5765,brasileiro-a,2003,35,09-10,Figueirense,Atlético-MG,0,1,VISITANTE,16.0,4.0,0.87,0.4,0.6,0.43
5766,brasileiro-a,2003,35,09-10,Fluminense,Vitória,2,0,MANDANTE,22.0,13.0,0.27,0.2,0.53,0.33
5767,brasileiro-a,2003,35,09-10,Internacional,Criciúma,2,0,MANDANTE,6.0,8.0,0.47,0.47,0.5,0.43
5768,brasileiro-a,2003,35,09-10,Paraná,Paysandu,4,2,MANDANTE,10.0,15.0,0.53,0.4,0.43,0.33
5769,brasileiro-a,2003,35,08-10,Bahia,São Paulo,3,0,MANDANTE,20.0,5.0,0.33,0.33,0.5,0.37
5770,brasileiro-a,2003,35,08-10,Corinthians,Sao Caetano,0,3,VISITANTE,11.0,7.0,0.4,0.4,0.53,0.47
5771,brasileiro-a,2003,35,08-10,Coritiba,Goias,1,0,MANDANTE,3.0,14.0,0.47,0.6,0.67,0.67
5772,brasileiro-a,2003,35,08-10,Cruzeiro,Flamengo,2,0,MANDANTE,1.0,12.0,0.27,1.0,0.43,0.73
5773,brasileiro-a,2003,35,08-10,Fortaleza,Grêmio,2,2,EMPATE,21.0,24.0,0.33,0.67,0.23,0.37
5774,brasileiro-a,2003,35,08-10,Ponte Preta,Atlético-PR,2,2,EMPATE,19.0,18.0,0.27,0.33,0.37,0.2
5775,brasileiro-a,2003,35,08-10,Santos,Guarani,1,1,EMPATE,2.0,9.0,0.6,0.47,0.5,0.57
5776,brasileiro-a,2003,35,08-10,Vasco,Juventude,1,1,EMPATE,17.0,23.0,0.53,0.47,0.37,0.5
5777,brasileiro-a,2003,34,05-10,Criciúma,Cruzeiro,1,3,VISITANTE,7.0,1.0,1.0,0.67,0.67,0.5
5778,brasileiro-a,2003,34,05-10,Flamengo,Paraná,0,3,VISITANTE,12.0,11.0,0.2,0.47,0.23,0.53
5779,brasileiro-a,2003,34,05-10,Atlético-MG,Vasco,2,1,MANDANTE,5.0,17.0,0.47,0.73,0.5,0.53
5780,brasileiro-a,2003,34,05-10,Goias,Bahia,3,1,MANDANTE,14.0,21.0,0.53,0.47,0.37,0.67
5781,brasileiro-a,2003,34,05-10,Guarani,Coritiba,2,1,MANDANTE,9.0,3.0,0.67,0.4,0.67,0.5
5782,brasileiro-a,2003,34,05-10,Juventude,Fortaleza,2,2,EMPATE,22.0,20.0,0.67,0.47,0.43,0.37
5783,brasileiro-a,2003,34,05-10,Vitória,Corinthians,1,2,VISITANTE,13.0,10.0,0.2,0.47,0.37,0.57
5784,brasileiro-a,2003,34,04-10,Grêmio,Figueirense,3,1,MANDANTE,24.0,16.0,0.47,0.13,0.53,0.13
5785,brasileiro-a,2003,34,04-10,São Paulo,Santos,1,2,VISITANTE,4.0,2.0,0.33,0.53,0.5,0.53
5786,brasileiro-a,2003,34,04-10,Atlético-PR,Fluminense,0,0,EMPATE,18.0,23.0,0.33,0.2,0.3,0.43
5787,brasileiro-a,2003,34,04-10,Paysandu,Internacional,0,0,EMPATE,15.0,6.0,0.4,0.47,0.5,0.43
5788,brasileiro-a,2003,34,04-10,Sao Caetano,Ponte Preta,1,0,MANDANTE,8.0,19.0,0.4,0.4,0.23,0.53
5789,brasileiro-a,2003,33,28-09,Coritiba,Paysandu,1,0,MANDANTE,3.0,14.0,0.67,0.67,0.53,0.6
5790,brasileiro-a,2003,33,28-09,Fluminense,Atlético-MG,0,1,VISITANTE,23.0,5.0,0.73,0.33,0.53,0.33
5791,brasileiro-a,2003,33,28-09,Juventude,Corinthians,6,1,MANDANTE,22.0,12.0,0.4,0.27,0.4,0.3
5792,brasileiro-a,2003,33,28-09,Ponte Preta,Vasco,2,2,EMPATE,18.0,15.0,0.6,0.33,0.57,0.23
5793,brasileiro-a,2003,33,28-09,Bahia,Figueirense,1,1,EMPATE,21.0,13.0,0.4,0.47,0.5,0.37
5794,brasileiro-a,2003,33,28-09,Criciúma,Goias,1,0,MANDANTE,6.0,17.0,0.67,0.47,0.77,0.43
5795,brasileiro-a,2003,33,28-09,Cruzeiro,Vitória,1,0,MANDANTE,1.0,11.0,0.67,0.8,0.57,0.6
5796,brasileiro-a,2003,33,28-09,Fortaleza,Guarani,3,0,MANDANTE,20.0,9.0,0.6,0.47,0.5,0.37
5797,brasileiro-a,2003,33,28-09,Sao Caetano,Paraná,2,0,MANDANTE,8.0,16.0,0.4,0.27,0.27,0.47
5798,brasileiro-a,2003,33,27-09,Flamengo,Atlético-PR,2,1,MANDANTE,10.0,19.0,0.4,0.27,0.43,0.47
5799,brasileiro-a,2003,33,27-09,Internacional,Santos,1,0,MANDANTE,7.0,2.0,0.53,0.2,0.5,0.5
5800,brasileiro-a,2003,33,27-09,São Paulo,Grêmio,3,1,MANDANTE,4.0,24.0,0.2,0.33,0.23,0.43
5801,brasileiro-a,2003,32,25-09,Atlético-MG,Sao Caetano,3,1,MANDANTE,5.0,9.0,0.27,0.6,0.5,0.47
5802,brasileiro-a,2003,32,25-09,Figueirense,Fluminense,2,2,EMPATE,13.0,22.0,0.47,0.53,0.3,0.47
5803,brasileiro-a,2003,32,25-09,Vasco,Coritiba,2,1,MANDANTE,16.0,3.0,0.73,0.47,0.7,0.47
5804,brasileiro-a,2003,32,24-09,Atlético-PR,Internacional,2,1,MANDANTE,18.0,7.0,0.2,0.2,0.53,0.37
5805,brasileiro-a,2003,32,24-09,Corinthians,Cruzeiro,0,1,VISITANTE,11.0,1.0,0.67,0.47,0.6,0.5
5806,brasileiro-a,2003,32,24-09,Goias,Fortaleza,0,1,VISITANTE,17.0,21.0,0.27,0.87,0.27,0.8
5807,brasileiro-a,2003,32,24-09,Grêmio,Ponte Preta,2,2,EMPATE,24.0,19.0,0.27,0.13,0.3,0.2
5808,brasileiro-a,2003,32,24-09,Guarani,Flamengo,5,3,MANDANTE,8.0,15.0,0.47,0.47,0.5,0.5
5809,brasileiro-a,2003,32,24-09,Paraná,São Paulo,4,2,MANDANTE,14.0,4.0,0.53,0.2,0.47,0.27
5810,brasileiro-a,2003,32,24-09,Paysandu,Bahia,4,0,MANDANTE,12.0,20.0,0.47,0.47,0.37,0.47
5811,brasileiro-a,2003,32,24-09,Santos,Juventude,1,1,EMPATE,2.0,23.0,0.4,0.67,0.37,0.57
5812,brasileiro-a,2003,32,24-09,Vitória,Criciúma,1,1,EMPATE,10.0,6.0,0.6,0.8,0.4,0.53
5813,brasileiro-a,2003,31,21-09,Flamengo,Goias,1,1,EMPATE,13.0,14.0,1.0,0.6,0.8,0.57
5814,brasileiro-a,2003,31,21-09,São Paulo,Atlético-MG,2,2,EMPATE,4.0,7.0,0.53,0.53,0.53,0.43
5815,brasileiro-a,2003,31,21-09,Bahia,Vasco,3,0,MANDANTE,20.0,17.0,0.67,0.27,0.5,0.3
5816,brasileiro-a,2003,31,21-09,Criciúma,Corinthians,1,0,MANDANTE,6.0,9.0,0.53,0.47,0.53,0.4
5817,brasileiro-a,2003,31,21-09,Fortaleza,Vitória,1,0,MANDANTE,22.0,11.0,0.8,0.07,0.57,0.17
5818,brasileiro-a,2003,31,21-09,Juventude,Atlético-PR,4,0,MANDANTE,23.0,19.0,0.4,0.2,0.37,0.27
5819,brasileiro-a,2003,31,21-09,Ponte Preta,Paraná,4,0,MANDANTE,18.0,16.0,0.27,0.07,0.37,0.3
5820,brasileiro-a,2003,31,21-09,Sao Caetano,Figueirense,0,2,VISITANTE,8.0,12.0,0.53,0.47,0.4,0.6
5821,brasileiro-a,2003,31,20-09,Fluminense,Paysandu,1,1,EMPATE,21.0,15.0,0.47,0.4,0.53,0.27
5822,brasileiro-a,2003,31,20-09,Internacional,Guarani,2,0,MANDANTE,5.0,10.0,0.53,0.2,0.6,0.43
5823,brasileiro-a,2003,31,20-09,Coritiba,Grêmio,1,0,MANDANTE,3.0,24.0,0.13,0.73,0.2,0.63
5824,brasileiro-a,2003,31,20-09,Cruzeiro,Santos,3,0,MANDANTE,1.0,2.0,0.67,0.67,0.6,0.5
5825,brasileiro-a,2003,30,14-09,Atlético-MG,Ponte Preta,2,0,MANDANTE,5.0,19.0,0.07,0.33,0.33,0.43
5826,brasileiro-a,2003,30,14-09,Vasco,Fluminense,1,0,MANDANTE,17.0,21.0,0.47,0.53,0.27,0.5
5827,brasileiro-a,2003,30,14-09,Figueirense,São Paulo,2,2,EMPATE,16.0,3.0,0.67,0.47,0.5,0.37
5828,brasileiro-a,2003,30,14-09,Goias,Internacional,3,1,MANDANTE,13.0,6.0,0.4,0.87,0.53,0.8
5829,brasileiro-a,2003,30,14-09,Guarani,Juventude,2,0,MANDANTE,10.0,23.0,0.2,0.4,0.37,0.5
5830,brasileiro-a,2003,30,14-09,Paraná,Coritiba,2,3,VISITANTE,14.0,4.0,0.73,0.27,0.57,0.37
5831,brasileiro-a,2003,30,14-09,Paysandu,Sao Caetano,1,0,MANDANTE,15.0,8.0,0.67,0.33,0.6,0.43
5832,brasileiro-a,2003,30,14-09,Vitória,Flamengo,1,0,MANDANTE,11.0,12.0,0.6,0.8,0.57,0.47
5833,brasileiro-a,2003,30,13-09,Corinthians,Fortaleza,2,0,MANDANTE,9.0,22.0,0.07,0.53,0.27,0.53
5834,brasileiro-a,2003,30,13-09,Grêmio,Bahia,1,1,EMPATE,24.0,20.0,0.4,0.13,0.27,0.17
5835,brasileiro-a,2003,30,13-09,Atlético-PR,Cruzeiro,1,4,VISITANTE,18.0,1.0,0.47,0.47,0.5,0.47
5836,brasileiro-a,2003,30,13-09,Santos,Criciúma,5,2,MANDANTE,2.0,7.0,0.53,0.67,0.5,0.6
5837,brasileiro-a,2003,29,31-08,Coritiba,Atlético-MG,2,2,EMPATE,4.0,8.0,0.33,0.67,0.43,0.63
5838,brasileiro-a,2003,29,31-08,Criciúma,Atlético-PR,2,0,MANDANTE,6.0,16.0,0.67,0.33,0.47,0.4
5839,brasileiro-a,2003,29,31-08,Bahia,Paraná,4,2,MANDANTE,20.0,13.0,0.27,0.2,0.47,0.2
5840,brasileiro-a,2003,29,31-08,Flamengo,Corinthians,1,0,MANDANTE,9.0,10.0,0.53,0.6,0.57,0.47
5841,brasileiro-a,2003,29,31-08,Juventude,Goias,0,2,VISITANTE,23.0,15.0,0.87,0.27,0.73,0.37
5842,brasileiro-a,2003,29,31-08,Ponte Preta,Figueirense,1,1,EMPATE,19.0,14.0,0.6,0.07,0.43,0.3
5843,brasileiro-a,2003,29,31-08,Sao Caetano,Vasco,1,0,MANDANTE,7.0,18.0,0.53,0.67,0.5,0.53
5844,brasileiro-a,2003,29,30-08,Cruzeiro,Guarani,4,1,MANDANTE,1.0,11.0,0.6,0.33,0.53,0.5
5845,brasileiro-a,2003,29,30-08,São Paulo,Paysandu,1,0,MANDANTE,3.0,17.0,0.4,0.53,0.47,0.5
5846,brasileiro-a,2003,29,30-08,Fluminense,Grêmio,2,0,MANDANTE,21.0,24.0,0.13,0.27,0.2,0.17
5847,brasileiro-a,2003,29,30-08,Fortaleza,Santos,0,0,EMPATE,22.0,2.0,0.67,0.2,0.67,0.33
5848,brasileiro-a,2003,29,30-08,Internacional,Vitória,0,1,VISITANTE,5.0,12.0,0.67,0.6,0.4,0.57
5849,brasileiro-a,2003,28,24-08,Atlético-MG,Bahia,1,0,MANDANTE,6.0,20.0,0.27,0.33,0.2,0.43
5850,brasileiro-a,2003,28,24-08,Corinthians,Internacional,3,1,MANDANTE,9.0,5.0,0.8,0.4,0.57,0.47
5851,brasileiro-a,2003,28,24-08,Figueirense,Coritiba,1,2,VISITANTE,13.0,4.0,0.53,0.6,0.63,0.53
5852,brasileiro-a,2003,28,24-08,Guarani,Criciúma,1,0,MANDANTE,10.0,7.0,0.4,0.4,0.5,0.53
5853,brasileiro-a,2003,28,24-08,Paraná,Fluminense,2,0,MANDANTE,11.0,21.0,0.33,0.13,0.17,0.37
5854,brasileiro-a,2003,28,24-08,Paysandu,Ponte Preta,3,2,MANDANTE,16.0,19.0,0.13,0.4,0.4,0.47
5855,brasileiro-a,2003,28,24-08,Vasco,São Paulo,3,2,MANDANTE,17.0,3.0,0.53,0.53,0.6,0.4
5856,brasileiro-a,2003,28,24-08,Vitória,Juventude,3,0,MANDANTE,14.0,23.0,0.33,0.47,0.37,0.4
5857,brasileiro-a,2003,28,23-08,Grêmio,Sao Caetano,0,0,EMPATE,24.0,8.0,0.67,0.27,0.5,0.17
5858,brasileiro-a,2003,28,23-08,Atlético-PR,Fortaleza,3,1,MANDANTE,15.0,22.0,0.27,0.47,0.43,0.4
5859,brasileiro-a,2003,28,23-08,Goias,Cruzeiro,1,0,MANDANTE,18.0,2.0,0.4,0.87,0.6,0.67
5860,brasileiro-a,2003,28,23-08,Santos,Flamengo,2,1,MANDANTE,1.0,12.0,0.67,0.47,0.47,0.57
5861,brasileiro-a,2003,27,21-08,Criciúma,Ponte Preta,3,0,MANDANTE,6.0,15.0,0.33,0.2,0.5,0.5
5862,brasileiro-a,2003,27,21-08,Guarani,Atlético-MG,2,2,EMPATE,11.0,8.0,0.33,0.53,0.4,0.5
5863,brasileiro-a,2003,27,21-08,Internacional,Fluminense,0,1,VISITANTE,5.0,21.0,0.13,0.87,0.07,0.67
5864,brasileiro-a,2003,27,20-08,Atlético-PR,Figueirense,1,2,VISITANTE,16.0,12.0,0.4,0.53,0.43,0.43
5865,brasileiro-a,2003,27,20-08,Corinthians,Vasco,0,0,EMPATE,10.0,18.0,0.47,0.53,0.37,0.47
5866,brasileiro-a,2003,27,20-08,Cruzeiro,Coritiba,2,2,EMPATE,1.0,4.0,0.67,0.53,0.6,0.67
5867,brasileiro-a,2003,27,20-08,Flamengo,Sao Caetano,1,0,MANDANTE,9.0,7.0,0.73,0.53,0.53,0.47
5868,brasileiro-a,2003,27,20-08,Fortaleza,São Paulo,0,2,VISITANTE,22.0,3.0,0.4,0.27,0.6,0.43
5869,brasileiro-a,2003,27,20-08,Goias,Paraná,1,0,MANDANTE,19.0,13.0,0.33,0.73,0.47,0.6
5870,brasileiro-a,2003,27,20-08,Juventude,Bahia,1,0,MANDANTE,23.0,20.0,0.27,0.33,0.3,0.27
5871,brasileiro-a,2003,27,20-08,Santos,Paysandu,2,0,MANDANTE,2.0,17.0,0.47,0.47,0.57,0.5
5872,brasileiro-a,2003,27,20-08,Vitória,Grêmio,4,1,MANDANTE,14.0,24.0,0.27,0.27,0.17,0.33
5873,brasileiro-a,2003,26,17-08,Fluminense,Flamengo,0,1,VISITANTE,22.0,12.0,0.53,0.13,0.37,0.17
