,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado
1516,brasileiro-a,2013,31,27-10,Ponte Preta,Vasco,2,1,MANDANTE
1517,brasileiro-a,2013,31,27-10,Portuguesa,Flamengo,0,0,EMPATE
1518,brasileiro-a,2013,31,26-10,Botafogo,Atlético-MG,1,0,MANDANTE
1519,brasileiro-a,2013,31,26-10,Cruzeiro,Criciúma,5,3,MANDANTE
1520,brasileiro-a,2013,30,20-10,Botafogo,Vasco,2,2,EMPATE
1521,brasileiro-a,2013,30,20-10,Coritiba,Cruzeiro,2,1,MANDANTE
1522,brasileiro-a,2013,30,20-10,Portuguesa,Vitória,1,1,EMPATE
1523,brasileiro-a,2013,30,20-10,Atlético-MG,Flamengo,1,0,MANDANTE
1524,brasileiro-a,2013,30,20-10,Bahia,São Paulo,0,1,VISITANTE
1525,brasileiro-a,2013,30,20-10,Goias,Atlético-PR,3,0,MANDANTE
1526,brasileiro-a,2013,30,20-10,Internacional,Grêmio,2,2,EMPATE
1527,brasileiro-a,2013,30,19-10,Corinthians,Criciúma,1,0,MANDANTE
1528,brasileiro-a,2013,30,19-10,Náutico,Santos,1,5,VISITANTE
1529,brasileiro-a,2013,30,19-10,Fluminense,Ponte Preta,1,1,EMPATE
1530,brasileiro-a,2013,29,17-10,Vitória,Botafogo,1,0,MANDANTE
1531,brasileiro-a,2013,29,17-10,Vasco,Goias,0,2,VISITANTE
1532,brasileiro-a,2013,29,16-10,Atlético-PR,Atlético-MG,1,0,MANDANTE
1533,brasileiro-a,2013,29,16-10,Flamengo,Bahia,2,1,MANDANTE
1534,brasileiro-a,2013,29,16-10,Grêmio,Corinthians,1,0,MANDANTE
1535,brasileiro-a,2013,29,16-10,Criciúma,Portuguesa,1,3,VISITANTE
1536,brasileiro-a,2013,29,16-10,Ponte Preta,Coritiba,1,0,MANDANTE
1537,brasileiro-a,2013,29,16-10,São Paulo,Náutico,3,0,MANDANTE
1538,brasileiro-a,2013,29,16-10,Cruzeiro,Fluminense,1,0,MANDANTE
1539,brasileiro-a,2013,29,16-10,Santos,Internacional,0,0,EMPATE
1540,brasileiro-a,2013,28,13-10,Atlético-PR,Portuguesa,1,0,MANDANTE
1541,brasileiro-a,2013,28,13-10,Botafogo,Flamengo,2,1,MANDANTE
1542,brasileiro-a,2013,28,13-10,Goias,Bahia,3,1,MANDANTE
1543,brasileiro-a,2013,28,13-10,Atlético-MG,Cruzeiro,1,0,MANDANTE
1544,brasileiro-a,2013,28,13-10,Criciúma,Vasco,3,2,MANDANTE
1545,brasileiro-a,2013,28,13-10,Internacional,Náutico,4,1,MANDANTE
1546,brasileiro-a,2013,28,13-10,São Paulo,Corinthians,0,0,EMPATE
1547,brasileiro-a,2013,28,12-10,Santos,Ponte Preta,2,1,MANDANTE
1548,brasileiro-a,2013,28,12-10,Fluminense,Grêmio,1,1,EMPATE
1549,brasileiro-a,2013,28,12-10,Vitória,Coritiba,2,1,MANDANTE
1550,brasileiro-a,2013,27,10-10,Flamengo,Internacional,2,1,MANDANTE
1551,brasileiro-a,2013,27,10-10,Portuguesa,Goias,1,2,VISITANTE
1552,brasileiro-a,2013,27,09-10,Corinthians,Atlético-PR,0,0,EMPATE
1553,brasileiro-a,2013,27,09-10,Cruzeiro,São Paulo,0,2,VISITANTE
1554,brasileiro-a,2013,27,09-10,Náutico,Botafogo,1,3,VISITANTE
1555,brasileiro-a,2013,27,09-10,Vasco,Fluminense,1,0,MANDANTE
1556,brasileiro-a,2013,27,09-10,Bahia,Vitória,2,0,MANDANTE
1557,brasileiro-a,2013,27,09-10,Ponte Preta,Atlético-MG,2,0,MANDANTE
1558,brasileiro-a,2013,27,09-10,Coritiba,Santos,1,0,MANDANTE
1559,brasileiro-a,2013,27,09-10,Grêmio,Criciúma,1,2,VISITANTE
1560,brasileiro-a,2013,26,06-10,Bahia,Ponte Preta,1,1,EMPATE
1561,brasileiro-a,2013,26,06-10,Goias,Criciúma,1,1,EMPATE
1562,brasileiro-a,2013,26,06-10,Portuguesa,Santos,3,0,MANDANTE
1563,brasileiro-a,2013,26,06-10,Atlético-MG,Corinthians,0,0,EMPATE
1564,brasileiro-a,2013,26,06-10,Atlético-PR,Coritiba,2,1,MANDANTE
1565,brasileiro-a,2013,26,06-10,Flamengo,Vasco,1,1,EMPATE
1566,brasileiro-a,2013,26,06-10,Internacional,Fluminense,1,0,MANDANTE
1567,brasileiro-a,2013,26,06-10,Náutico,Cruzeiro,1,4,VISITANTE
1568,brasileiro-a,2013,26,05-10,São Paulo,Vitória,3,2,MANDANTE
1569,brasileiro-a,2013,26,05-10,Botafogo,Grêmio,0,1,VISITANTE
1570,brasileiro-a,2013,25,03-10,Vasco,Internacional,3,1,MANDANTE
1571,brasileiro-a,2013,8,03-10,Atlético-MG,Ponte Preta,4,0,MANDANTE
1572,brasileiro-a,2013,25,02-10,Corinthians,Bahia,2,0,MANDANTE
1573,brasileiro-a,2013,25,02-10,Coritiba,Flamengo,0,2,VISITANTE
1574,brasileiro-a,2013,25,02-10,Santos,São Paulo,3,0,MANDANTE
1575,brasileiro-a,2013,25,02-10,Fluminense,Botafogo,1,1,EMPATE
1576,brasileiro-a,2013,25,02-10,Vitória,Goias,2,1,MANDANTE
1577,brasileiro-a,2013,25,02-10,Cruzeiro,Portuguesa,4,0,MANDANTE
1578,brasileiro-a,2013,25,02-10,Grêmio,Atlético-PR,1,0,MANDANTE
1579,brasileiro-a,2013,25,01-10,Ponte Preta,Náutico,1,2,VISITANTE
1580,brasileiro-a,2013,24,29-09,Atlético-MG,Santos,3,1,MANDANTE
1581,brasileiro-a,2013,24,29-09,Atlético-PR,Vitória,3,5,VISITANTE
1582,brasileiro-a,2013,24,29-09,Internacional,Cruzeiro,1,2,VISITANTE
1583,brasileiro-a,2013,24,29-09,Bahia,Vasco,0,0,EMPATE
1584,brasileiro-a,2013,24,29-09,Flamengo,Criciúma,4,1,MANDANTE
1585,brasileiro-a,2013,24,29-09,Portuguesa,Corinthians,4,0,MANDANTE
1586,brasileiro-a,2013,24,29-09,São Paulo,Grêmio,0,1,VISITANTE
1587,brasileiro-a,2013,24,28-09,Botafogo,Ponte Preta,0,1,VISITANTE
1588,brasileiro-a,2013,24,28-09,Goias,Fluminense,1,2,VISITANTE
1589,brasileiro-a,2013,24,28-09,Náutico,Coritiba,3,0,MANDANTE
1590,brasileiro-a,2013,11,25-09,Santos,Náutico,1,1,EMPATE
1591,brasileiro-a,2013,25,25-09,Criciúma,Atlético-MG,1,1,EMPATE
1592,brasileiro-a,2013,23,22-09,Atlético-MG,Vasco,2,1,MANDANTE
1593,brasileiro-a,2013,23,22-09,Atlético-PR,Ponte Preta,1,0,MANDANTE
1594,brasileiro-a,2013,23,22-09,Santos,Criciúma,2,1,MANDANTE
1595,brasileiro-a,2013,23,22-09,Botafogo,Bahia,1,2,VISITANTE
1596,brasileiro-a,2013,23,22-09,Corinthians,Cruzeiro,0,0,EMPATE
1597,brasileiro-a,2013,23,22-09,Goias,São Paulo,1,0,MANDANTE
1598,brasileiro-a,2013,23,22-09,Internacional,Portuguesa,0,1,VISITANTE
1599,brasileiro-a,2013,23,22-09,Náutico,Flamengo,0,0,EMPATE
1600,brasileiro-a,2013,23,21-09,Vitória,Grêmio,0,0,EMPATE
1601,brasileiro-a,2013,23,21-09,Fluminense,Coritiba,1,1,EMPATE
1602,brasileiro-a,2013,22,19-09,Bahia,Internacional,2,0,MANDANTE
1603,brasileiro-a,2013,22,19-09,Portuguesa,Náutico,3,0,MANDANTE
1604,brasileiro-a,2013,22,19-09,Flamengo,Atlético-PR,2,4,VISITANTE
1605,brasileiro-a,2013,22,18-09,Cruzeiro,Botafogo,3,0,MANDANTE
1606,brasileiro-a,2013,22,18-09,Ponte Preta,Corinthians,2,0,MANDANTE
1607,brasileiro-a,2013,22,18-09,São Paulo,Atlético-MG,1,0,MANDANTE
1608,brasileiro-a,2013,22,18-09,Coritiba,Goias,2,2,EMPATE
1609,brasileiro-a,2013,22,18-09,Criciúma,Fluminense,1,2,VISITANTE
1610,brasileiro-a,2013,22,18-09,Grêmio,Santos,1,1,EMPATE
1611,brasileiro-a,2013,22,18-09,Vasco,Vitória,1,2,VISITANTE
1612,brasileiro-a,2013,21,15-09,Grêmio,Atlético-MG,0,1,VISITANTE
1613,brasileiro-a,2013,21,15-09,Santos,Botafogo,1,2,VISITANTE
1614,brasileiro-a,2013,21,15-09,Vitória,Náutico,2,1,MANDANTE
1615,brasileiro-a,2013,21,15-09,Corinthians,Goias,1,2,VISITANTE
1616,brasileiro-a,2013,21,15-09,Coritiba,Bahia,2,2,EMPATE
1617,brasileiro-a,2013,21,15-09,Criciúma,Internacional,0,1,VISITANTE
1618,brasileiro-a,2013,21,15-09,Ponte Preta,Flamengo,1,1,EMPATE
1619,brasileiro-a,2013,21,15-09,Vasco,São Paulo,0,2,VISITANTE
1620,brasileiro-a,2013,21,14-09,Fluminense,Portuguesa,2,1,MANDANTE
1621,brasileiro-a,2013,21,14-09,Cruzeiro,Atlético-PR,1,0,MANDANTE
1622,brasileiro-a,2013,20,12-09,Atlético-MG,Coritiba,3,0,MANDANTE
1623,brasileiro-a,2013,20,12-09,Flamengo,Santos,2,1,MANDANTE
1624,brasileiro-a,2013,20,12-09,São Paulo,Ponte Preta,1,0,MANDANTE
1625,brasileiro-a,2013,20,12-09,Internacional,Vitória,2,2,EMPATE
1626,brasileiro-a,2013,20,11-09,Botafogo,Corinthians,1,0,MANDANTE
1627,brasileiro-a,2013,20,11-09,Náutico,Grêmio,0,2,VISITANTE
1628,brasileiro-a,2013,20,11-09,Portuguesa,Vasco,2,0,MANDANTE
1629,brasileiro-a,2013,20,11-09,Bahia,Criciúma,2,2,EMPATE
1630,brasileiro-a,2013,20,11-09,Goias,Cruzeiro,1,2,VISITANTE
1631,brasileiro-a,2013,20,11-09,Atlético-PR,Fluminense,1,1,EMPATE
1632,brasileiro-a,2013,10,10-09,Internacional,Santos,1,2,VISITANTE
1633,brasileiro-a,2013,19,08-09,Criciúma,Botafogo,1,2,VISITANTE
1634,brasileiro-a,2013,19,08-09,Vasco,Atlético-PR,0,0,EMPATE
1635,brasileiro-a,2013,19,08-09,Corinthians,Náutico,0,0,EMPATE
1636,brasileiro-a,2013,19,08-09,Coritiba,São Paulo,2,0,MANDANTE
1637,brasileiro-a,2013,19,08-09,Cruzeiro,Flamengo,1,0,MANDANTE
1638,brasileiro-a,2013,19,07-09,Grêmio,Portuguesa,3,2,MANDANTE
1639,brasileiro-a,2013,19,07-09,Fluminense,Bahia,1,0,MANDANTE
1640,brasileiro-a,2013,19,07-09,Ponte Preta,Internacional,1,3,VISITANTE
1641,brasileiro-a,2013,19,07-09,Santos,Goias,1,0,MANDANTE
1642,brasileiro-a,2013,19,07-09,Vitória,Atlético-MG,1,1,EMPATE
1643,brasileiro-a,2013,18,05-09,Náutico,Vasco,0,3,VISITANTE
1644,brasileiro-a,2013,18,05-09,São Paulo,Criciúma,1,2,VISITANTE
1645,brasileiro-a,2013,18,05-09,Botafogo,Coritiba,3,1,MANDANTE
1646,brasileiro-a,2013,18,04-09,Atlético-MG,Fluminense,2,2,EMPATE
1647,brasileiro-a,2013,18,04-09,Bahia,Cruzeiro,1,3,VISITANTE
1648,brasileiro-a,2013,18,04-09,Internacional,Corinthians,1,0,MANDANTE
1649,brasileiro-a,2013,18,04-09,Portuguesa,Ponte Preta,2,1,MANDANTE
1650,brasileiro-a,2013,18,04-09,Atlético-PR,Santos,2,1,MANDANTE
1651,brasileiro-a,2013,18,04-09,Flamengo,Vitória,2,1,MANDANTE
1652,brasileiro-a,2013,10,03-09,Náutico,São Paulo,0,1,VISITANTE
1653,brasileiro-a,2013,18,03-09,Goias,Grêmio,2,0,MANDANTE
1654,brasileiro-a,2013,17,01-09,Cruzeiro,Vasco,5,3,MANDANTE
1655,brasileiro-a,2013,17,01-09,Botafogo,São Paulo,0,0,EMPATE
1656,brasileiro-a,2013,17,01-09,Corinthians,Flamengo,4,0,MANDANTE
1657,brasileiro-a,2013,17,01-09,Coritiba,Internacional,0,0,EMPATE
1658,brasileiro-a,2013,17,01-09,Vitória,Criciúma,0,1,VISITANTE
1659,brasileiro-a,2013,17,31-08,Fluminense,Santos,0,2,VISITANTE
1660,brasileiro-a,2013,17,31-08,Goias,Atlético-MG,0,0,EMPATE
1661,brasileiro-a,2013,17,31-08,Grêmio,Ponte Preta,1,0,MANDANTE
1662,brasileiro-a,2013,17,31-08,Náutico,Atlético-PR,1,4,VISITANTE
1663,brasileiro-a,2013,17,31-08,Portuguesa,Bahia,4,2,MANDANTE
1664,brasileiro-a,2013,16,25-08,Atlético-PR,Botafogo,2,0,MANDANTE
1665,brasileiro-a,2013,16,25-08,Internacional,Goias,3,3,EMPATE
1666,brasileiro-a,2013,16,25-08,Atlético-MG,Portuguesa,2,1,MANDANTE
1667,brasileiro-a,2013,16,25-08,Bahia,Náutico,2,0,MANDANTE
1668,brasileiro-a,2013,16,25-08,São Paulo,Fluminense,2,1,MANDANTE
1669,brasileiro-a,2013,16,25-08,Vasco,Corinthians,1,1,EMPATE
1670,brasileiro-a,2013,16,24-08,Criciúma,Coritiba,2,1,MANDANTE
1671,brasileiro-a,2013,16,24-08,Flamengo,Grêmio,0,1,VISITANTE
1672,brasileiro-a,2013,16,24-08,Ponte Preta,Cruzeiro,0,2,VISITANTE
1673,brasileiro-a,2013,16,24-08,Santos,Vitória,2,0,MANDANTE
1674,brasileiro-a,2013,15,18-08,Atlético-PR,Criciúma,2,1,MANDANTE
1675,brasileiro-a,2013,15,18-08,Bahia,Santos,0,0,EMPATE
1676,brasileiro-a,2013,15,18-08,Internacional,Atlético-MG,0,0,EMPATE
1677,brasileiro-a,2013,15,18-08,Corinthians,Coritiba,1,0,MANDANTE
1678,brasileiro-a,2013,15,18-08,Flamengo,São Paulo,0,0,EMPATE
1679,brasileiro-a,2013,15,18-08,Ponte Preta,Goias,0,1,VISITANTE
1680,brasileiro-a,2013,15,18-08,Portuguesa,Botafogo,1,3,VISITANTE
1681,brasileiro-a,2013,15,17-08,Vasco,Grêmio,2,3,VISITANTE
1682,brasileiro-a,2013,15,17-08,Cruzeiro,Vitória,5,1,MANDANTE
1683,brasileiro-a,2013,15,17-08,Náutico,Fluminense,0,1,VISITANTE
1684,brasileiro-a,2013,14,15-08,Botafogo,Internacional,3,3,EMPATE
1685,brasileiro-a,2013,14,15-08,São Paulo,Atlético-PR,1,1,EMPATE
1686,brasileiro-a,2013,14,14-08,Fluminense,Corinthians,0,0,EMPATE
1687,brasileiro-a,2013,14,14-08,Goias,Flamengo,1,1,EMPATE
1688,brasileiro-a,2013,14,14-08,Grêmio,Cruzeiro,3,1,MANDANTE
1689,brasileiro-a,2013,14,14-08,Coritiba,Portuguesa,1,1,EMPATE
1690,brasileiro-a,2013,14,14-08,Vitória,Ponte Preta,3,1,MANDANTE
1691,brasileiro-a,2013,14,14-08,Atlético-MG,Bahia,2,0,MANDANTE
1692,brasileiro-a,2013,14,14-08,Criciúma,Náutico,3,0,MANDANTE
1693,brasileiro-a,2013,14,14-08,Santos,Vasco,1,1,EMPATE
1694,brasileiro-a,2013,13,11-08,Bahia,Grêmio,0,3,VISITANTE
1695,brasileiro-a,2013,13,11-08,Internacional,Atlético-PR,2,2,EMPATE
1696,brasileiro-a,2013,13,11-08,Ponte Preta,Criciúma,3,1,MANDANTE
1697,brasileiro-a,2013,13,11-08,Portuguesa,São Paulo,2,1,MANDANTE
1698,brasileiro-a,2013,13,11-08,Corinthians,Vitória,2,0,MANDANTE
1699,brasileiro-a,2013,13,11-08,Coritiba,Vasco,0,1,VISITANTE
1700,brasileiro-a,2013,13,11-08,Cruzeiro,Santos,0,0,EMPATE
1701,brasileiro-a,2013,13,11-08,Fluminense,Flamengo,2,3,VISITANTE
1702,brasileiro-a,2013,13,10-08,Botafogo,Goias,1,1,EMPATE
1703,brasileiro-a,2013,13,10-08,Náutico,Atlético-MG,0,0,EMPATE
1704,brasileiro-a,2013,12,08-08,Grêmio,Coritiba,0,1,VISITANTE
1705,brasileiro-a,2013,12,08-08,Vasco,Ponte Preta,1,1,EMPATE
1706,brasileiro-a,2013,12,07-08,Atlético-MG,Botafogo,2,2,EMPATE
1707,brasileiro-a,2013,12,07-08,Goias,Náutico,2,1,MANDANTE
1708,brasileiro-a,2013,12,07-08,Santos,Corinthians,1,1,EMPATE
1709,brasileiro-a,2013,12,07-08,Atlético-PR,Bahia,1,0,MANDANTE
1710,brasileiro-a,2013,12,07-08,Flamengo,Portuguesa,1,1,EMPATE
1711,brasileiro-a,2013,12,07-08,Criciúma,Cruzeiro,1,2,VISITANTE
1712,brasileiro-a,2013,12,07-08,Vitória,Fluminense,1,1,EMPATE
1713,brasileiro-a,2013,11,04-08,Vasco,Botafogo,2,3,VISITANTE
1714,brasileiro-a,2013,11,04-08,Vitória,Portuguesa,2,1,MANDANTE
1715,brasileiro-a,2013,11,04-08,Atlético-PR,Goias,2,0,MANDANTE
1716,brasileiro-a,2013,11,04-08,Criciúma,Corinthians,0,2,VISITANTE
1717,brasileiro-a,2013,11,04-08,Flamengo,Atlético-MG,3,0,MANDANTE
1718,brasileiro-a,2013,11,04-08,Grêmio,Internacional,1,1,EMPATE
1719,brasileiro-a,2013,11,04-08,Ponte Preta,Fluminense,1,1,EMPATE
1720,brasileiro-a,2013,11,03-08,Cruzeiro,Coritiba,1,0,MANDANTE
1721,brasileiro-a,2013,10,01-08,Goias,Vasco,1,1,EMPATE
1722,brasileiro-a,2013,10,01-08,Botafogo,Vitória,2,0,MANDANTE
1723,brasileiro-a,2013,10,31-07,Bahia,Flamengo,3,0,MANDANTE
1724,brasileiro-a,2013,10,31-07,Corinthians,Grêmio,2,0,MANDANTE
1725,brasileiro-a,2013,10,31-07,Coritiba,Ponte Preta,5,3,MANDANTE
1726,brasileiro-a,2013,10,31-07,Atlético-MG,Atlético-PR,1,2,VISITANTE
1727,brasileiro-a,2013,10,31-07,Fluminense,Cruzeiro,1,0,MANDANTE
1728,brasileiro-a,2013,10,31-07,Portuguesa,Criciúma,1,1,EMPATE
1729,brasileiro-a,2013,9,28-07,Bahia,Goias,2,1,MANDANTE
1730,brasileiro-a,2013,9,28-07,Coritiba,Vitória,1,1,EMPATE
1731,brasileiro-a,2013,9,28-07,Flamengo,Botafogo,1,1,EMPATE
1732,brasileiro-a,2013,9,28-07,Corinthians,São Paulo,0,0,EMPATE
1733,brasileiro-a,2013,9,28-07,Cruzeiro,Atlético-MG,4,1,MANDANTE
1734,brasileiro-a,2013,9,28-07,Grêmio,Fluminense,2,0,MANDANTE
1735,brasileiro-a,2013,9,28-07,Náutico,Internacional,3,0,MANDANTE
1736,brasileiro-a,2013,9,27-07,Ponte Preta,Santos,1,0,MANDANTE
1737,brasileiro-a,2013,9,27-07,Portuguesa,Atlético-PR,2,3,VISITANTE
1738,brasileiro-a,2013,9,27-07,Vasco,Criciúma,3,2,MANDANTE
1739,brasileiro-a,2013,12,24-07,São Paulo,Internacional,0,1,VISITANTE
1740,brasileiro-a,2013,8,21-07,Fluminense,Vasco,1,3,VISITANTE
1741,brasileiro-a,2013,8,21-07,Goias,Portuguesa,2,1,MANDANTE
1742,brasileiro-a,2013,8,21-07,Atlético-PR,Corinthians,1,1,EMPATE
1743,brasileiro-a,2013,8,21-07,Internacional,Flamengo,1,0,MANDANTE
1744,brasileiro-a,2013,8,21-07,Santos,Coritiba,2,2,EMPATE
1745,brasileiro-a,2013,8,21-07,Vitória,Bahia,0,0,EMPATE
1746,brasileiro-a,2013,8,20-07,Botafogo,Náutico,2,0,MANDANTE
1747,brasileiro-a,2013,8,20-07,Criciúma,Grêmio,2,1,MANDANTE
1748,brasileiro-a,2013,8,20-07,São Paulo,Cruzeiro,0,3,VISITANTE
1749,brasileiro-a,2013,7,14-07,Criciúma,Goias,0,0,EMPATE
1750,brasileiro-a,2013,7,14-07,Cruzeiro,Náutico,3,0,MANDANTE
1751,brasileiro-a,2013,7,14-07,Vasco,Flamengo,0,1,VISITANTE
1752,brasileiro-a,2013,7,14-07,Corinthians,Atlético-MG,0,1,VISITANTE
1753,brasileiro-a,2013,7,14-07,Coritiba,Atlético-PR,1,0,MANDANTE
1754,brasileiro-a,2013,7,14-07,Grêmio,Botafogo,2,1,MANDANTE
1755,brasileiro-a,2013,7,14-07,Vitória,São Paulo,3,2,MANDANTE
1756,brasileiro-a,2013,7,13-07,Ponte Preta,Bahia,0,0,EMPATE
1757,brasileiro-a,2013,7,13-07,Fluminense,Internacional,2,3,VISITANTE
1758,brasileiro-a,2013,7,13-07,Santos,Portuguesa,4,1,MANDANTE
1759,brasileiro-a,2013,11,10-07,São Paulo,Bahia,1,2,VISITANTE
1760,brasileiro-a,2013,6,07-07,Atlético-MG,Criciúma,3,2,MANDANTE
1761,brasileiro-a,2013,6,07-07,Botafogo,Fluminense,1,0,MANDANTE
1762,brasileiro-a,2013,6,07-07,Bahia,Corinthians,0,2,VISITANTE
1763,brasileiro-a,2013,6,07-07,Goias,Vitória,1,0,MANDANTE
1764,brasileiro-a,2013,6,07-07,Internacional,Vasco,5,3,MANDANTE
1765,brasileiro-a,2013,6,07-07,São Paulo,Santos,0,2,VISITANTE
1766,brasileiro-a,2013,6,06-07,Portuguesa,Cruzeiro,1,1,EMPATE
1767,brasileiro-a,2013,6,06-07,Atlético-PR,Grêmio,1,1,EMPATE
1768,brasileiro-a,2013,6,06-07,Flamengo,Coritiba,2,2,EMPATE
1769,brasileiro-a,2013,6,06-07,Náutico,Ponte Preta,1,3,VISITANTE
1770,brasileiro-a,2013,5,12-06,Grêmio,São Paulo,1,1,EMPATE
1771,brasileiro-a,2013,2,12-06,Portuguesa,Fluminense,2,1,MANDANTE
1772,brasileiro-a,2013,5,12-06,Santos,Atlético-MG,1,0,MANDANTE
1773,brasileiro-a,2013,2,09-06,Atlético-MG,Grêmio,2,0,MANDANTE
1774,brasileiro-a,2013,5,09-06,Coritiba,Náutico,1,0,MANDANTE
1775,brasileiro-a,2013,5,09-06,Fluminense,Goias,2,1,MANDANTE
1776,brasileiro-a,2013,5,09-06,Vitória,Atlético-PR,3,2,MANDANTE
1777,brasileiro-a,2013,5,08-06,Ponte Preta,Botafogo,0,2,VISITANTE
1778,brasileiro-a,2013,5,08-06,Corinthians,Portuguesa,0,0,EMPATE
1779,brasileiro-a,2013,5,08-06,Vasco,Bahia,1,1,EMPATE
1780,brasileiro-a,2013,5,08-06,Criciúma,Flamengo,0,3,VISITANTE
1781,brasileiro-a,2013,5,08-06,Cruzeiro,Internacional,2,2,EMPATE
1782,brasileiro-a,2013,4,06-06,Coritiba,Fluminense,2,1,MANDANTE
1783,brasileiro-a,2013,4,05-06,Bahia,Botafogo,2,1,MANDANTE
1784,brasileiro-a,2013,4,05-06,Cruzeiro,Corinthians,1,0,MANDANTE
1785,brasileiro-a,2013,4,05-06,Flamengo,Náutico,0,1,VISITANTE
1786,brasileiro-a,2013,4,05-06,Grêmio,Vitória,1,0,MANDANTE
1787,brasileiro-a,2013,4,05-06,Ponte Preta,Atlético-PR,3,4,VISITANTE
1788,brasileiro-a,2013,4,05-06,Vasco,Atlético-MG,2,0,MANDANTE
1789,brasileiro-a,2013,4,05-06,Criciúma,Santos,3,1,MANDANTE
1790,brasileiro-a,2013,4,05-06,Portuguesa,Internacional,1,1,EMPATE
1791,brasileiro-a,2013,4,05-06,São Paulo,Goias,0,1,VISITANTE
1792,brasileiro-a,2013,3,02-06,Atlético-MG,São Paulo,0,0,EMPATE
1793,brasileiro-a,2013,3,02-06,Fluminense,Criciúma,3,0,MANDANTE
1794,brasileiro-a,2013,3,02-06,Internacional,Bahia,1,2,VISITANTE
1795,brasileiro-a,2013,3,02-06,Náutico,Portuguesa,2,2,EMPATE
1796,brasileiro-a,2013,3,01-06,Corinthians,Ponte Preta,1,0,MANDANTE
1797,brasileiro-a,2013,3,01-06,Goias,Coritiba,1,1,EMPATE
1798,brasileiro-a,2013,3,01-06,Vitória,Vasco,2,0,MANDANTE
1799,brasileiro-a,2013,3,01-06,Atlético-PR,Flamengo,2,2,EMPATE
1800,brasileiro-a,2013,3,01-06,Botafogo,Cruzeiro,2,1,MANDANTE
1801,brasileiro-a,2013,3,01-06,Santos,Grêmio,1,1,EMPATE
1802,brasileiro-a,2013,2,30-05,Internacional,Criciúma,2,0,MANDANTE
1803,brasileiro-a,2013,2,29-05,Goias,Corinthians,1,1,EMPATE
1804,brasileiro-a,2013,2,29-05,Bahia,Coritiba,0,0,EMPATE
1805,brasileiro-a,2013,2,29-05,Flamengo,Ponte Preta,0,2,VISITANTE
1806,brasileiro-a,2013,2,29-05,Náutico,Vitória,0,3,VISITANTE
1807,brasileiro-a,2013,2,29-05,Botafogo,Santos,2,1,MANDANTE
1808,brasileiro-a,2013,2,29-05,São Paulo,Vasco,5,1,MANDANTE
1809,brasileiro-a,2013,2,29-05,Atlético-PR,Cruzeiro,2,2,EMPATE
1810,brasileiro-a,2013,1,26-05,Coritiba,Atlético-MG,2,1,MANDANTE
1811,brasileiro-a,2013,1,26-05,Cruzeiro,Goias,5,0,MANDANTE
1812,brasileiro-a,2013,1,26-05,Fluminense,Atlético-PR,2,1,MANDANTE
1813,brasileiro-a,2013,1,26-05,Criciúma,Bahia,3,1,MANDANTE
1814,brasileiro-a,2013,1,26-05,Grêmio,Náutico,2,0,MANDANTE
1815,brasileiro-a,2013,1,26-05,Ponte Preta,São Paulo,0,2,VISITANTE
1816,brasileiro-a,2013,1,26-05,Santos,Flamengo,0,0,EMPATE
1817,brasileiro-a,2013,1,25-05,Corinthians,Botafogo,1,1,EMPATE
1818,brasileiro-a,2013,1,25-05,Vasco,Portuguesa,1,0,MANDANTE
1819,brasileiro-a,2013,1,25-05,Vitória,Internacional,2,2,EMPATE
1820,brasileiro-a,2012,38,02-12,Atlético-GO,Bahia,0,1,VISITANTE
1821,brasileiro-a,2012,38,02-12,Atlético-MG,Cruzeiro,3,2,MANDANTE
1822,brasileiro-a,2012,38,02-12,Coritiba,Figueirense,3,0,MANDANTE
1823,brasileiro-a,2012,38,02-12,Fluminense,Vasco,1,2,VISITANTE
1824,brasileiro-a,2012,38,02-12,Grêmio,Internacional,0,0,EMPATE
1825,brasileiro-a,2012,38,02-12,Náutico,Sport Recife,1,0,MANDANTE
1826,brasileiro-a,2012,38,02-12,Portuguesa,Ponte Preta,0,0,EMPATE
1827,brasileiro-a,2012,38,02-12,São Paulo,Corinthians,3,1,MANDANTE
1828,brasileiro-a,2012,38,01-12,Flamengo,Botafogo,2,2,EMPATE
1829,brasileiro-a,2012,38,01-12,Santos,Palmeiras,3,1,MANDANTE
1830,brasileiro-a,2012,37,25-11,Bahia,Náutico,1,1,EMPATE
1831,brasileiro-a,2012,37,25-11,Botafogo,Atlético-MG,2,3,VISITANTE
1832,brasileiro-a,2012,37,25-11,Cruzeiro,Coritiba,2,1,MANDANTE
1833,brasileiro-a,2012,37,25-11,Figueirense,Grêmio,2,4,VISITANTE
1834,brasileiro-a,2012,37,25-11,Internacional,Portuguesa,0,2,VISITANTE
1835,brasileiro-a,2012,37,25-11,Palmeiras,Atlético-GO,1,2,VISITANTE
1836,brasileiro-a,2012,37,25-11,Ponte Preta,São Paulo,0,0,EMPATE
1837,brasileiro-a,2012,37,25-11,Sport Recife,Fluminense,1,1,EMPATE
1838,brasileiro-a,2012,37,24-11,Corinthians,Santos,1,1,EMPATE
1839,brasileiro-a,2012,37,24-11,Vasco,Flamengo,1,1,EMPATE
1840,brasileiro-a,2012,36,18-11,Internacional,Corinthians,0,2,VISITANTE
1841,brasileiro-a,2012,36,18-11,Portuguesa,Grêmio,2,2,EMPATE
