,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado
4823,brasileiro-a,2005,27,21-09,Sao Caetano,Figueirense,0,1,VISITANTE
4824,brasileiro-a,2005,27,21-09,Fluminense,Flamengo,2,2,EMPATE
4825,brasileiro-a,2005,26,18-09,Atlético-MG,Santos,3,0,MANDANTE
4826,brasileiro-a,2005,26,18-09,Coritiba,Fluminense,0,0,EMPATE
4827,brasileiro-a,2005,26,18-09,Botafogo,Goias,3,1,MANDANTE
4828,brasileiro-a,2005,26,18-09,Brasiliense,Fortaleza,0,2,VISITANTE
4829,brasileiro-a,2005,26,18-09,Figueirense,Corinthians,2,3,VISITANTE
4830,brasileiro-a,2005,26,18-09,Internacional,Atlético-PR,3,2,MANDANTE
4831,brasileiro-a,2005,26,18-09,São Paulo,Vasco,4,2,MANDANTE
4832,brasileiro-a,2005,26,17-09,Flamengo,Sao Caetano,2,0,MANDANTE
4833,brasileiro-a,2005,26,17-09,Palmeiras,Cruzeiro,2,1,MANDANTE
4834,brasileiro-a,2005,26,17-09,Paysandu,Juventude,3,0,MANDANTE
4835,brasileiro-a,2005,26,17-09,Ponte Preta,Paraná,1,0,MANDANTE
4836,brasileiro-a,2005,25,11-09,Atlético-MG,Botafogo,0,2,VISITANTE
4837,brasileiro-a,2005,25,11-09,Coritiba,São Paulo,1,4,VISITANTE
4838,brasileiro-a,2005,25,11-09,Ponte Preta,Fortaleza,2,1,MANDANTE
4839,brasileiro-a,2005,25,11-09,Corinthians,Atlético-PR,2,0,MANDANTE
4840,brasileiro-a,2005,25,11-09,Internacional,Figueirense,3,0,MANDANTE
4841,brasileiro-a,2005,25,11-09,Paraná,Palmeiras,1,3,VISITANTE
4842,brasileiro-a,2005,25,11-09,Santos,Flamengo,0,0,EMPATE
4843,brasileiro-a,2005,25,11-09,Vasco,Juventude,5,2,MANDANTE
4844,brasileiro-a,2005,25,10-09,Goias,Cruzeiro,1,0,MANDANTE
4845,brasileiro-a,2005,25,10-09,Sao Caetano,Paysandu,1,2,VISITANTE
4846,brasileiro-a,2005,24,08-09,Flamengo,Internacional,1,1,EMPATE
4847,brasileiro-a,2005,24,08-09,Palmeiras,Coritiba,1,1,EMPATE
4848,brasileiro-a,2005,24,07-09,Atlético-PR,Santos,3,3,EMPATE
4849,brasileiro-a,2005,24,07-09,Cruzeiro,Fluminense,2,6,VISITANTE
4850,brasileiro-a,2005,24,07-09,Paysandu,Ponte Preta,2,2,EMPATE
4851,brasileiro-a,2005,24,07-09,Juventude,Paraná,2,0,MANDANTE
4852,brasileiro-a,2005,24,07-09,Botafogo,Vasco,2,2,EMPATE
4853,brasileiro-a,2005,24,07-09,Brasiliense,Atlético-MG,1,2,VISITANTE
4854,brasileiro-a,2005,24,07-09,Figueirense,Goias,3,0,MANDANTE
4855,brasileiro-a,2005,24,07-09,Fortaleza,Sao Caetano,5,2,MANDANTE
4856,brasileiro-a,2005,23,28-08,Fluminense,Paysandu,5,2,MANDANTE
4857,brasileiro-a,2005,23,28-08,Fortaleza,Vasco,4,2,MANDANTE
4858,brasileiro-a,2005,23,28-08,Santos,Coritiba,2,0,MANDANTE
4859,brasileiro-a,2005,23,28-08,Atlético-MG,Ponte Preta,1,0,MANDANTE
4860,brasileiro-a,2005,23,28-08,Corinthians,Botafogo,3,3,EMPATE
4861,brasileiro-a,2005,23,28-08,Flamengo,Figueirense,2,2,EMPATE
4862,brasileiro-a,2005,23,28-08,Internacional,Cruzeiro,4,1,MANDANTE
4863,brasileiro-a,2005,23,28-08,Paraná,São Paulo,0,4,VISITANTE
4864,brasileiro-a,2005,23,27-08,Atlético-PR,Juventude,2,2,EMPATE
4865,brasileiro-a,2005,23,27-08,Brasiliense,Palmeiras,3,2,MANDANTE
4866,brasileiro-a,2005,23,27-08,Sao Caetano,Goias,0,1,VISITANTE
4867,brasileiro-a,2005,22,25-08,Botafogo,Internacional,0,1,VISITANTE
4868,brasileiro-a,2005,22,25-08,Coritiba,Fortaleza,2,0,MANDANTE
4869,brasileiro-a,2005,22,25-08,Figueirense,Atlético-MG,0,1,VISITANTE
4870,brasileiro-a,2005,22,24-08,Cruzeiro,Flamengo,0,0,EMPATE
4871,brasileiro-a,2005,22,24-08,Goias,Paraná,1,1,EMPATE
4872,brasileiro-a,2005,22,24-08,Juventude,Corinthians,1,0,MANDANTE
4873,brasileiro-a,2005,22,24-08,Palmeiras,Sao Caetano,2,1,MANDANTE
4874,brasileiro-a,2005,22,24-08,Paysandu,Santos,2,3,VISITANTE
4875,brasileiro-a,2005,22,24-08,Ponte Preta,Atlético-PR,0,2,VISITANTE
4876,brasileiro-a,2005,22,24-08,São Paulo,Fluminense,1,1,EMPATE
4877,brasileiro-a,2005,22,24-08,Vasco,Brasiliense,1,0,MANDANTE
4878,brasileiro-a,2005,21,21-08,Flamengo,Paysandu,2,1,MANDANTE
4879,brasileiro-a,2005,21,21-08,Fortaleza,Botafogo,3,1,MANDANTE
4880,brasileiro-a,2005,21,21-08,Santos,Figueirense,4,3,MANDANTE
4881,brasileiro-a,2005,21,21-08,Brasiliense,Ponte Preta,4,0,MANDANTE
4882,brasileiro-a,2005,21,21-08,Corinthians,Goias,1,1,EMPATE
4883,brasileiro-a,2005,21,21-08,Fluminense,Palmeiras,2,2,EMPATE
4884,brasileiro-a,2005,21,21-08,Paraná,Vasco,0,0,EMPATE
4885,brasileiro-a,2005,21,20-08,Atlético-PR,São Paulo,4,2,MANDANTE
4886,brasileiro-a,2005,21,20-08,Sao Caetano,Cruzeiro,0,1,VISITANTE
4887,brasileiro-a,2005,21,20-08,Atlético-MG,Juventude,2,1,MANDANTE
4888,brasileiro-a,2005,20,14-08,Botafogo,Santos,3,3,EMPATE
4889,brasileiro-a,2005,20,14-08,São Paulo,Fortaleza,3,2,MANDANTE
4890,brasileiro-a,2005,20,14-08,Cruzeiro,Paraná,0,1,VISITANTE
4891,brasileiro-a,2005,20,14-08,Figueirense,Brasiliense,2,2,EMPATE
4892,brasileiro-a,2005,20,14-08,Goias,Flamengo,2,0,MANDANTE
4893,brasileiro-a,2005,20,14-08,Ponte Preta,Corinthians,3,5,VISITANTE
4894,brasileiro-a,2005,20,14-08,Vasco,Atlético-MG,2,1,MANDANTE
4895,brasileiro-a,2005,20,13-08,Paysandu,Atlético-PR,2,1,MANDANTE
4896,brasileiro-a,2005,20,13-08,Coritiba,Sao Caetano,2,2,EMPATE
4897,brasileiro-a,2005,20,13-08,Palmeiras,Internacional,3,2,MANDANTE
4898,brasileiro-a,2005,19,11-08,Flamengo,Paraná,1,1,EMPATE
4899,brasileiro-a,2005,19,11-08,Fluminense,Fortaleza,2,0,MANDANTE
4900,brasileiro-a,2005,19,11-08,Goias,Juventude,1,0,MANDANTE
4901,brasileiro-a,2005,19,11-08,Santos,Brasiliense,1,1,EMPATE
4902,brasileiro-a,2005,19,10-08,Coritiba,Atlético-MG,1,0,MANDANTE
4903,brasileiro-a,2005,19,10-08,Figueirense,São Paulo,3,1,MANDANTE
4904,brasileiro-a,2005,19,10-08,Internacional,Corinthians,0,0,EMPATE
4905,brasileiro-a,2005,19,10-08,Palmeiras,Ponte Preta,2,1,MANDANTE
4906,brasileiro-a,2005,19,10-08,Paysandu,Vasco,0,2,VISITANTE
4907,brasileiro-a,2005,19,10-08,Sao Caetano,Atlético-PR,3,2,MANDANTE
4908,brasileiro-a,2005,18,07-08,Atlético-MG,Fluminense,1,2,VISITANTE
4909,brasileiro-a,2005,18,07-08,Brasiliense,Internacional,0,0,EMPATE
4910,brasileiro-a,2005,18,07-08,Ponte Preta,Coritiba,0,3,VISITANTE
4911,brasileiro-a,2005,18,07-08,São Paulo,Goias,0,1,VISITANTE
4912,brasileiro-a,2005,18,07-08,Fortaleza,Flamengo,2,1,MANDANTE
4913,brasileiro-a,2005,18,07-08,Juventude,Palmeiras,1,2,VISITANTE
4914,brasileiro-a,2005,18,07-08,Paraná,Santos,1,1,EMPATE
4915,brasileiro-a,2005,18,06-08,Atlético-PR,Cruzeiro,5,4,MANDANTE
4916,brasileiro-a,2005,18,06-08,Botafogo,Paysandu,2,0,MANDANTE
4917,brasileiro-a,2005,18,06-08,Corinthians,Sao Caetano,0,2,VISITANTE
4918,brasileiro-a,2005,17,04-08,Fluminense,Vasco,3,2,MANDANTE
4919,brasileiro-a,2005,17,04-08,Fortaleza,Figueirense,5,2,MANDANTE
4920,brasileiro-a,2005,17,04-08,São Paulo,Palmeiras,3,3,EMPATE
4921,brasileiro-a,2005,17,03-08,Atlético-MG,Paysandu,2,2,EMPATE
4922,brasileiro-a,2005,17,03-08,Atlético-PR,Goias,1,0,MANDANTE
4923,brasileiro-a,2005,17,03-08,Brasiliense,Cruzeiro,1,2,VISITANTE
4924,brasileiro-a,2005,17,03-08,Corinthians,Coritiba,3,0,MANDANTE
4925,brasileiro-a,2005,17,03-08,Flamengo,Ponte Preta,1,0,MANDANTE
4926,brasileiro-a,2005,17,03-08,Internacional,Santos,0,1,VISITANTE
4927,brasileiro-a,2005,17,03-08,Paraná,Botafogo,2,0,MANDANTE
4928,brasileiro-a,2005,17,03-08,Sao Caetano,Juventude,1,1,EMPATE
4929,brasileiro-a,2005,16,31-07,Botafogo,Flamengo,0,2,VISITANTE
4930,brasileiro-a,2005,16,31-07,Coritiba,Brasiliense,1,1,EMPATE
4931,brasileiro-a,2005,16,31-07,Figueirense,Fluminense,1,1,EMPATE
4932,brasileiro-a,2005,16,31-07,Juventude,São Paulo,2,1,MANDANTE
4933,brasileiro-a,2005,16,31-07,Palmeiras,Atlético-PR,1,1,EMPATE
4934,brasileiro-a,2005,16,31-07,Paysandu,Paraná,3,4,VISITANTE
4935,brasileiro-a,2005,16,31-07,Ponte Preta,Internacional,1,1,EMPATE
4936,brasileiro-a,2005,16,30-07,Cruzeiro,Fortaleza,3,0,MANDANTE
4937,brasileiro-a,2005,16,30-07,Goias,Atlético-MG,3,1,MANDANTE
4938,brasileiro-a,2005,16,30-07,Vasco,Sao Caetano,3,2,MANDANTE
4939,brasileiro-a,2005,15,28-07,Brasiliense,Paysandu,0,0,EMPATE
4940,brasileiro-a,2005,15,28-07,Figueirense,Coritiba,0,0,EMPATE
4941,brasileiro-a,2005,15,28-07,Flamengo,Palmeiras,0,0,EMPATE
4942,brasileiro-a,2005,15,28-07,Internacional,Paraná,0,2,VISITANTE
4943,brasileiro-a,2005,15,27-07,Atlético-MG,São Paulo,0,0,EMPATE
4944,brasileiro-a,2005,15,27-07,Atlético-PR,Vasco,7,2,MANDANTE
4945,brasileiro-a,2005,15,27-07,Corinthians,Cruzeiro,4,3,MANDANTE
4946,brasileiro-a,2005,15,27-07,Fluminense,Goias,1,1,EMPATE
4947,brasileiro-a,2005,15,27-07,Fortaleza,Juventude,2,0,MANDANTE
4948,brasileiro-a,2005,15,27-07,Santos,Ponte Preta,0,1,VISITANTE
4949,brasileiro-a,2005,15,27-07,Sao Caetano,Botafogo,0,1,VISITANTE
4950,brasileiro-a,2005,14,24-07,Cruzeiro,Santos,3,2,MANDANTE
4951,brasileiro-a,2005,14,24-07,Paysandu,Internacional,1,2,VISITANTE
4952,brasileiro-a,2005,14,24-07,Ponte Preta,Fluminense,2,1,MANDANTE
4953,brasileiro-a,2005,14,24-07,Coritiba,Flamengo,3,2,MANDANTE
4954,brasileiro-a,2005,14,24-07,Palmeiras,Atlético-MG,1,0,MANDANTE
4955,brasileiro-a,2005,14,24-07,Vasco,Corinthians,2,3,VISITANTE
4956,brasileiro-a,2005,14,23-07,São Paulo,Sao Caetano,0,1,VISITANTE
4957,brasileiro-a,2005,14,23-07,Botafogo,Brasiliense,1,1,EMPATE
4958,brasileiro-a,2005,14,23-07,Goias,Fortaleza,2,1,MANDANTE
4959,brasileiro-a,2005,14,23-07,Paraná,Atlético-PR,2,0,MANDANTE
4960,brasileiro-a,2005,13,21-07,Corinthians,Paysandu,3,2,MANDANTE
4961,brasileiro-a,2005,13,21-07,Cruzeiro,Coritiba,2,2,EMPATE
4962,brasileiro-a,2005,13,21-07,Flamengo,Juventude,3,4,VISITANTE
4963,brasileiro-a,2005,13,20-07,Atlético-PR,Fluminense,3,2,MANDANTE
4964,brasileiro-a,2005,13,20-07,Botafogo,Ponte Preta,4,2,MANDANTE
4965,brasileiro-a,2005,13,20-07,Brasiliense,São Paulo,3,3,EMPATE
4966,brasileiro-a,2005,13,20-07,Figueirense,Palmeiras,1,4,VISITANTE
4967,brasileiro-a,2005,13,20-07,Fortaleza,Atlético-MG,1,4,VISITANTE
4968,brasileiro-a,2005,13,20-07,Internacional,Goias,2,3,VISITANTE
4969,brasileiro-a,2005,13,20-07,Santos,Vasco,2,3,VISITANTE
4970,brasileiro-a,2005,13,20-07,Sao Caetano,Paraná,1,1,EMPATE
4971,brasileiro-a,2005,12,17-07,Internacional,Juventude,5,2,MANDANTE
4972,brasileiro-a,2005,12,17-07,Palmeiras,Fortaleza,1,2,VISITANTE
4973,brasileiro-a,2005,12,17-07,Atlético-MG,Atlético-PR,2,3,VISITANTE
4974,brasileiro-a,2005,12,17-07,Coritiba,Botafogo,0,3,VISITANTE
4975,brasileiro-a,2005,12,17-07,Flamengo,Vasco,1,0,MANDANTE
4976,brasileiro-a,2005,12,17-07,Santos,São Paulo,2,1,MANDANTE
4977,brasileiro-a,2005,12,16-07,Fluminense,Sao Caetano,0,1,VISITANTE
4978,brasileiro-a,2005,12,16-07,Paraná,Corinthians,2,3,VISITANTE
4979,brasileiro-a,2005,12,16-07,Goias,Brasiliense,1,3,VISITANTE
4980,brasileiro-a,2005,12,16-07,Ponte Preta,Figueirense,2,1,MANDANTE
4981,brasileiro-a,2005,11,10-07,Atlético-PR,Coritiba,1,0,MANDANTE
4982,brasileiro-a,2005,11,10-07,Cruzeiro,Atlético-MG,2,1,MANDANTE
4983,brasileiro-a,2005,11,10-07,Vasco,Internacional,2,4,VISITANTE
4984,brasileiro-a,2005,11,10-07,Botafogo,Fluminense,1,2,VISITANTE
4985,brasileiro-a,2005,11,10-07,Corinthians,Palmeiras,3,1,MANDANTE
4986,brasileiro-a,2005,11,10-07,Goias,Santos,3,4,VISITANTE
4987,brasileiro-a,2005,11,09-07,Sao Caetano,Ponte Preta,2,1,MANDANTE
4988,brasileiro-a,2005,11,09-07,São Paulo,Flamengo,2,0,MANDANTE
4989,brasileiro-a,2005,11,09-07,Juventude,Brasiliense,2,1,MANDANTE
4990,brasileiro-a,2005,11,09-07,Paraná,Figueirense,3,0,MANDANTE
4991,brasileiro-a,2005,11,09-07,Paysandu,Fortaleza,1,2,VISITANTE
4992,brasileiro-a,2005,10,03-07,Internacional,Sao Caetano,2,1,MANDANTE
4993,brasileiro-a,2005,10,03-07,Palmeiras,Botafogo,4,1,MANDANTE
4994,brasileiro-a,2005,10,03-07,Santos,Juventude,0,0,EMPATE
4995,brasileiro-a,2005,10,03-07,Brasiliense,Atlético-PR,2,1,MANDANTE
4996,brasileiro-a,2005,10,03-07,Atlético-MG,Flamengo,3,1,MANDANTE
4997,brasileiro-a,2005,10,03-07,Figueirense,Cruzeiro,0,0,EMPATE
4998,brasileiro-a,2005,10,03-07,Fortaleza,Corinthians,2,1,MANDANTE
4999,brasileiro-a,2005,10,02-07,Vasco,Goias,1,2,VISITANTE
5000,brasileiro-a,2005,10,02-07,Coritiba,Paysandu,3,1,MANDANTE
5001,brasileiro-a,2005,10,02-07,Fluminense,Paraná,0,1,VISITANTE
5002,brasileiro-a,2005,9,26-06,Atlético-PR,Fortaleza,0,0,EMPATE
5003,brasileiro-a,2005,9,26-06,Cruzeiro,Vasco,3,3,EMPATE
5004,brasileiro-a,2005,9,26-06,Paysandu,Palmeiras,2,1,MANDANTE
5005,brasileiro-a,2005,9,26-06,Botafogo,Figueirense,0,1,VISITANTE
5006,brasileiro-a,2005,9,26-06,Corinthians,Fluminense,0,1,VISITANTE
5007,brasileiro-a,2005,9,26-06,Goias,Coritiba,2,1,MANDANTE
5008,brasileiro-a,2005,9,26-06,Sao Caetano,Santos,1,3,VISITANTE
5009,brasileiro-a,2005,9,25-06,Flamengo,Brasiliense,3,4,VISITANTE
5010,brasileiro-a,2005,9,25-06,São Paulo,Internacional,1,3,VISITANTE
5011,brasileiro-a,2005,9,25-06,Juventude,Ponte Preta,1,3,VISITANTE
5012,brasileiro-a,2005,9,25-06,Paraná,Atlético-MG,1,0,MANDANTE
5013,brasileiro-a,2005,8,19-06,Fortaleza,Santos,0,0,EMPATE
5014,brasileiro-a,2005,8,19-06,Juventude,Cruzeiro,0,0,EMPATE
5015,brasileiro-a,2005,8,19-06,São Paulo,Botafogo,1,0,MANDANTE
5016,brasileiro-a,2005,8,19-06,Coritiba,Paraná,2,1,MANDANTE
5017,brasileiro-a,2005,8,19-06,Fluminense,Internacional,3,0,MANDANTE
5018,brasileiro-a,2005,8,18-06,Atlético-MG,Sao Caetano,2,3,VISITANTE
5019,brasileiro-a,2005,8,18-06,Flamengo,Atlético-PR,1,1,EMPATE
5020,brasileiro-a,2005,8,18-06,Ponte Preta,Goias,2,0,MANDANTE
5021,brasileiro-a,2005,8,18-06,Brasiliense,Corinthians,2,4,VISITANTE
5022,brasileiro-a,2005,8,18-06,Figueirense,Paysandu,3,3,EMPATE
5023,brasileiro-a,2005,8,18-06,Palmeiras,Vasco,5,2,MANDANTE
5024,brasileiro-a,2005,7,12-06,Corinthians,Flamengo,4,2,MANDANTE
5025,brasileiro-a,2005,7,12-06,Internacional,Atlético-MG,1,1,EMPATE
5026,brasileiro-a,2005,7,12-06,Paysandu,São Paulo,2,2,EMPATE
5027,brasileiro-a,2005,7,12-06,Santos,Fluminense,1,1,EMPATE
5028,brasileiro-a,2005,7,12-06,Vasco,Coritiba,2,2,EMPATE
5029,brasileiro-a,2005,7,11-06,Botafogo,Juventude,3,2,MANDANTE
5030,brasileiro-a,2005,7,11-06,Goias,Palmeiras,2,1,MANDANTE
5031,brasileiro-a,2005,7,11-06,Atlético-PR,Figueirense,0,0,EMPATE
5032,brasileiro-a,2005,7,11-06,Cruzeiro,Ponte Preta,1,2,VISITANTE
5033,brasileiro-a,2005,7,11-06,Paraná,Fortaleza,3,0,MANDANTE
5034,brasileiro-a,2005,7,11-06,Sao Caetano,Brasiliense,2,0,MANDANTE
5035,brasileiro-a,2005,6,29-05,Botafogo,Atlético-PR,2,0,MANDANTE
5036,brasileiro-a,2005,6,29-05,Coritiba,Juventude,1,2,VISITANTE
5037,brasileiro-a,2005,6,29-05,Internacional,Fortaleza,1,0,MANDANTE
5038,brasileiro-a,2005,6,29-05,Atlético-MG,Corinthians,0,1,VISITANTE
5039,brasileiro-a,2005,6,29-05,Brasiliense,Paraná,1,0,MANDANTE
5040,brasileiro-a,2005,6,29-05,Flamengo,Fluminense,0,0,EMPATE
5041,brasileiro-a,2005,6,29-05,Palmeiras,Santos,2,1,MANDANTE
5042,brasileiro-a,2005,6,29-05,Ponte Preta,Vasco,4,2,MANDANTE
5043,brasileiro-a,2005,6,28-05,Figueirense,Sao Caetano,2,0,MANDANTE
5044,brasileiro-a,2005,6,28-05,São Paulo,Cruzeiro,1,1,EMPATE
5045,brasileiro-a,2005,6,28-05,Paysandu,Goias,1,0,MANDANTE
5046,brasileiro-a,2005,5,22-05,Atlético-PR,Internacional,1,3,VISITANTE
5047,brasileiro-a,2005,5,22-05,Corinthians,Figueirense,2,1,MANDANTE
5048,brasileiro-a,2005,5,22-05,Cruzeiro,Palmeiras,2,0,MANDANTE
5049,brasileiro-a,2005,5,22-05,Santos,Atlético-MG,3,0,MANDANTE
5050,brasileiro-a,2005,5,22-05,Sao Caetano,Flamengo,1,0,MANDANTE
5051,brasileiro-a,2005,5,22-05,Vasco,São Paulo,3,1,MANDANTE
5052,brasileiro-a,2005,5,21-05,Fluminense,Coritiba,2,4,VISITANTE
5053,brasileiro-a,2005,5,21-05,Goias,Botafogo,4,0,MANDANTE
5054,brasileiro-a,2005,5,21-05,Fortaleza,Brasiliense,2,0,MANDANTE
5055,brasileiro-a,2005,5,21-05,Juventude,Paysandu,2,0,MANDANTE
5056,brasileiro-a,2005,5,21-05,Paraná,Ponte Preta,1,1,EMPATE
5057,brasileiro-a,2005,4,15-05,Atlético-PR,Corinthians,1,2,VISITANTE
5058,brasileiro-a,2005,4,15-05,Brasiliense,Fluminense,0,3,VISITANTE
5059,brasileiro-a,2005,4,15-05,Cruzeiro,Goias,3,1,MANDANTE
5060,brasileiro-a,2005,4,15-05,Flamengo,Santos,2,1,MANDANTE
5061,brasileiro-a,2005,4,15-05,Juventude,Vasco,4,1,MANDANTE
5062,brasileiro-a,2005,4,15-05,Palmeiras,Paraná,1,2,VISITANTE
5063,brasileiro-a,2005,4,15-05,Paysandu,Sao Caetano,3,2,MANDANTE
5064,brasileiro-a,2005,4,14-05,Botafogo,Atlético-MG,2,1,MANDANTE
5065,brasileiro-a,2005,4,14-05,Figueirense,Internacional,1,2,VISITANTE
5066,brasileiro-a,2005,4,14-05,Fortaleza,Ponte Preta,2,1,MANDANTE
5067,brasileiro-a,2005,4,14-05,São Paulo,Coritiba,1,0,MANDANTE
5068,brasileiro-a,2005,3,08-05,Atlético-MG,Brasiliense,0,1,VISITANTE
5069,brasileiro-a,2005,3,08-05,Sao Caetano,Fortaleza,2,1,MANDANTE
5070,brasileiro-a,2005,3,08-05,Corinthians,São Paulo,1,5,VISITANTE
5071,brasileiro-a,2005,3,08-05,Coritiba,Palmeiras,1,0,MANDANTE
5072,brasileiro-a,2005,3,08-05,Fluminense,Cruzeiro,2,1,MANDANTE
5073,brasileiro-a,2005,3,08-05,Internacional,Flamengo,1,0,MANDANTE
5074,brasileiro-a,2005,3,07-05,Ponte Preta,Paysandu,2,0,MANDANTE
5075,brasileiro-a,2005,3,07-05,Santos,Atlético-PR,2,1,MANDANTE
5076,brasileiro-a,2005,3,07-05,Goias,Figueirense,0,0,EMPATE
5077,brasileiro-a,2005,3,07-05,Paraná,Juventude,2,2,EMPATE
5078,brasileiro-a,2005,2,01-05,Coritiba,Santos,2,3,VISITANTE
5079,brasileiro-a,2005,2,01-05,Paysandu,Fluminense,1,2,VISITANTE
5080,brasileiro-a,2005,2,01-05,Botafogo,Corinthians,3,1,MANDANTE
5081,brasileiro-a,2005,2,01-05,Cruzeiro,Internacional,3,2,MANDANTE
5082,brasileiro-a,2005,2,01-05,Figueirense,Flamengo,0,1,VISITANTE
5083,brasileiro-a,2005,2,01-05,Juventude,Atlético-PR,1,0,MANDANTE
5084,brasileiro-a,2005,2,30-04,Ponte Preta,Atlético-MG,3,3,EMPATE
5085,brasileiro-a,2005,2,30-04,São Paulo,Paraná,1,1,EMPATE
5086,brasileiro-a,2005,2,30-04,Goias,Sao Caetano,0,0,EMPATE
5087,brasileiro-a,2005,2,30-04,Palmeiras,Brasiliense,2,1,MANDANTE
5088,brasileiro-a,2005,2,30-04,Vasco,Fortaleza,0,0,EMPATE
5089,brasileiro-a,2005,1,24-04,Atlético-PR,Ponte Preta,0,1,VISITANTE
5090,brasileiro-a,2005,1,24-04,Brasiliense,Vasco,2,2,EMPATE
5091,brasileiro-a,2005,1,24-04,Santos,Paysandu,4,1,MANDANTE
5092,brasileiro-a,2005,1,24-04,Corinthians,Juventude,2,2,EMPATE
5093,brasileiro-a,2005,1,24-04,Fluminense,São Paulo,2,1,MANDANTE
5094,brasileiro-a,2005,1,24-04,Fortaleza,Coritiba,0,1,VISITANTE
5095,brasileiro-a,2005,1,24-04,Internacional,Botafogo,0,2,VISITANTE
5096,brasileiro-a,2005,1,23-04,Flamengo,Cruzeiro,1,1,EMPATE
5097,brasileiro-a,2005,1,23-04,Sao Caetano,Palmeiras,2,2,EMPATE
5098,brasileiro-a,2005,1,23-04,Atlético-MG,Figueirense,4,1,MANDANTE
5099,brasileiro-a,2005,1,23-04,Paraná,Goias,0,2,VISITANTE
5100,brasileiro-a,2004,46,19-12,Guarani,Grêmio,2,0,MANDANTE
5101,brasileiro-a,2004,46,19-12,Atlético-MG,Sao Caetano,3,0,MANDANTE
5102,brasileiro-a,2004,46,19-12,Atlético-PR,Botafogo,1,1,EMPATE
5103,brasileiro-a,2004,46,19-12,Corinthians,Figueirense,5,2,MANDANTE
5104,brasileiro-a,2004,46,19-12,Criciúma,Coritiba,3,3,EMPATE
5105,brasileiro-a,2004,46,19-12,Flamengo,Cruzeiro,6,2,MANDANTE
5106,brasileiro-a,2004,46,19-12,Fluminense,Palmeiras,1,1,EMPATE
5107,brasileiro-a,2004,46,19-12,Goias,São Paulo,2,0,MANDANTE
5108,brasileiro-a,2004,46,19-12,Internacional,Paraná,2,1,MANDANTE
5109,brasileiro-a,2004,46,19-12,Juventude,Paysandu,1,2,VISITANTE
5110,brasileiro-a,2004,46,19-12,Santos,Vasco,2,1,MANDANTE
5111,brasileiro-a,2004,46,19-12,Vitória,Ponte Preta,1,2,VISITANTE
5112,brasileiro-a,2004,45,12-12,Cruzeiro,Vitória,4,0,MANDANTE
5113,brasileiro-a,2004,45,12-12,Ponte Preta,Internacional,1,2,VISITANTE
5114,brasileiro-a,2004,45,12-12,Botafogo,Corinthians,1,2,VISITANTE
5115,brasileiro-a,2004,45,12-12,Coritiba,Goias,1,0,MANDANTE
5116,brasileiro-a,2004,45,12-12,Figueirense,Juventude,1,0,MANDANTE
5117,brasileiro-a,2004,45,12-12,Sao Caetano,Santos,0,3,VISITANTE
5118,brasileiro-a,2004,45,12-12,São Paulo,Flamengo,1,1,EMPATE
5119,brasileiro-a,2004,45,12-12,Vasco,Atlético-PR,1,0,MANDANTE
5120,brasileiro-a,2004,45,11-12,Palmeiras,Criciúma,3,2,MANDANTE
5121,brasileiro-a,2004,45,11-12,Paraná,Fluminense,0,1,VISITANTE
5122,brasileiro-a,2004,45,11-12,Paysandu,Guarani,4,2,MANDANTE
5123,brasileiro-a,2004,45,11-12,Grêmio,Atlético-MG,0,1,VISITANTE
5124,brasileiro-a,2004,44,05-12,Flamengo,Coritiba,0,0,EMPATE
5125,brasileiro-a,2004,44,05-12,Internacional,Cruzeiro,2,0,MANDANTE
5126,brasileiro-a,2004,44,05-12,Atlético-PR,Sao Caetano,5,2,MANDANTE
5127,brasileiro-a,2004,44,05-12,Juventude,Botafogo,1,0,MANDANTE
5128,brasileiro-a,2004,44,05-12,Santos,Grêmio,5,1,MANDANTE
5129,brasileiro-a,2004,44,05-12,Vitória,São Paulo,1,4,VISITANTE
5130,brasileiro-a,2004,44,04-12,Corinthians,Vasco,3,1,MANDANTE
5131,brasileiro-a,2004,44,04-12,Goias,Palmeiras,0,0,EMPATE
5132,brasileiro-a,2004,44,04-12,Atlético-MG,Paysandu,0,0,EMPATE
5133,brasileiro-a,2004,44,04-12,Criciúma,Paraná,1,2,VISITANTE
5134,brasileiro-a,2004,44,04-12,Fluminense,Ponte Preta,1,0,MANDANTE
5135,brasileiro-a,2004,44,04-12,Guarani,Figueirense,2,1,MANDANTE
5136,brasileiro-a,2004,43,28-11,Vasco,Juventude,1,1,EMPATE
5137,brasileiro-a,2004,43,28-11,Coritiba,Vitória,5,1,MANDANTE
5138,brasileiro-a,2004,43,28-11,Grêmio,Atlético-PR,3,3,EMPATE
5139,brasileiro-a,2004,43,28-11,Palmeiras,Flamengo,1,2,VISITANTE
5140,brasileiro-a,2004,43,28-11,Paysandu,Santos,1,1,EMPATE
5141,brasileiro-a,2004,43,28-11,Ponte Preta,Criciúma,1,0,MANDANTE
5142,brasileiro-a,2004,43,28-11,Sao Caetano,Corinthians,2,1,MANDANTE
5143,brasileiro-a,2004,43,27-11,Cruzeiro,Fluminense,2,3,VISITANTE
5144,brasileiro-a,2004,43,27-11,São Paulo,Internacional,2,1,MANDANTE
5145,brasileiro-a,2004,43,27-11,Botafogo,Guarani,1,0,MANDANTE
