,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado
1396,brasileiro-a,2014,21,13-09,Chapecoense,Sport Recife,3,1,MANDANTE
1397,brasileiro-a,2014,21,13-09,Fluminense,Palmeiras,3,0,MANDANTE
1398,brasileiro-a,2014,20,11-09,Cruzeiro,Bahia,2,1,MANDANTE
1399,brasileiro-a,2014,20,11-09,Corinthians,Atlético-MG,1,0,MANDANTE
1400,brasileiro-a,2014,20,10-09,Botafogo,São Paulo,2,4,VISITANTE
1401,brasileiro-a,2014,20,10-09,Goias,Flamengo,1,0,MANDANTE
1402,brasileiro-a,2014,20,10-09,Vitória,Internacional,2,0,MANDANTE
1403,brasileiro-a,2014,20,10-09,Coritiba,Chapecoense,3,0,MANDANTE
1404,brasileiro-a,2014,20,10-09,Sport Recife,Santos,3,1,MANDANTE
1405,brasileiro-a,2014,20,10-09,Figueirense,Fluminense,1,1,EMPATE
1406,brasileiro-a,2014,20,10-09,Grêmio,Atlético-PR,1,0,MANDANTE
1407,brasileiro-a,2014,20,10-09,Palmeiras,Criciúma,1,0,MANDANTE
1408,brasileiro-a,2014,19,07-09,Atlético-PR,Palmeiras,1,1,EMPATE
1409,brasileiro-a,2014,19,07-09,Bahia,Coritiba,0,0,EMPATE
1410,brasileiro-a,2014,19,07-09,Internacional,Figueirense,2,3,VISITANTE
1411,brasileiro-a,2014,19,07-09,Atlético-MG,Botafogo,1,0,MANDANTE
1412,brasileiro-a,2014,19,07-09,Criciúma,Corinthians,0,0,EMPATE
1413,brasileiro-a,2014,19,07-09,Fluminense,Cruzeiro,3,3,EMPATE
1414,brasileiro-a,2014,19,07-09,São Paulo,Sport Recife,2,0,MANDANTE
1415,brasileiro-a,2014,19,06-09,Chapecoense,Goias,0,0,EMPATE
1416,brasileiro-a,2014,19,06-09,Flamengo,Grêmio,0,1,VISITANTE
1417,brasileiro-a,2014,19,06-09,Santos,Vitória,3,1,MANDANTE
1418,brasileiro-a,2014,18,31-08,Goias,Atlético-PR,3,1,MANDANTE
1419,brasileiro-a,2014,18,31-08,Grêmio,Bahia,1,0,MANDANTE
1420,brasileiro-a,2014,18,31-08,Vitória,Flamengo,1,2,VISITANTE
1421,brasileiro-a,2014,18,31-08,Botafogo,Santos,1,0,MANDANTE
1422,brasileiro-a,2014,18,31-08,Corinthians,Fluminense,1,1,EMPATE
1423,brasileiro-a,2014,18,31-08,Coritiba,Atlético-MG,0,0,EMPATE
1424,brasileiro-a,2014,18,31-08,Figueirense,São Paulo,1,1,EMPATE
1425,brasileiro-a,2014,18,31-08,Sport Recife,Criciúma,2,0,MANDANTE
1426,brasileiro-a,2014,18,30-08,Cruzeiro,Chapecoense,4,2,MANDANTE
1427,brasileiro-a,2014,18,30-08,Palmeiras,Internacional,0,1,VISITANTE
1428,brasileiro-a,2014,17,24-08,Atlético-PR,Bahia,0,0,EMPATE
1429,brasileiro-a,2014,17,24-08,Goias,Cruzeiro,0,1,VISITANTE
1430,brasileiro-a,2014,17,24-08,Criciúma,Flamengo,0,2,VISITANTE
1431,brasileiro-a,2014,17,24-08,Fluminense,Sport Recife,4,0,MANDANTE
1432,brasileiro-a,2014,17,24-08,Grêmio,Corinthians,2,1,MANDANTE
1433,brasileiro-a,2014,17,24-08,São Paulo,Santos,2,1,MANDANTE
1434,brasileiro-a,2014,17,24-08,Vitória,Figueirense,0,1,VISITANTE
1435,brasileiro-a,2014,17,23-08,Palmeiras,Coritiba,1,0,MANDANTE
1436,brasileiro-a,2014,17,23-08,Atlético-MG,Internacional,1,0,MANDANTE
1437,brasileiro-a,2014,17,23-08,Botafogo,Chapecoense,1,0,MANDANTE
1438,brasileiro-a,2014,16,21-08,Cruzeiro,Grêmio,1,0,MANDANTE
1439,brasileiro-a,2014,16,21-08,Corinthians,Goias,5,2,MANDANTE
1440,brasileiro-a,2014,16,20-08,Chapecoense,Fluminense,1,0,MANDANTE
1441,brasileiro-a,2014,16,20-08,Flamengo,Atlético-MG,2,1,MANDANTE
1442,brasileiro-a,2014,16,20-08,Internacional,São Paulo,0,1,VISITANTE
1443,brasileiro-a,2014,16,20-08,Bahia,Criciúma,0,0,EMPATE
1444,brasileiro-a,2014,16,20-08,Coritiba,Vitória,2,0,MANDANTE
1445,brasileiro-a,2014,16,20-08,Figueirense,Botafogo,1,0,MANDANTE
1446,brasileiro-a,2014,16,20-08,Santos,Atlético-PR,2,0,MANDANTE
1447,brasileiro-a,2014,16,20-08,Sport Recife,Palmeiras,2,1,MANDANTE
1448,brasileiro-a,2014,15,17-08,Botafogo,Fluminense,2,0,MANDANTE
1449,brasileiro-a,2014,15,17-08,Figueirense,Atlético-MG,2,2,EMPATE
1450,brasileiro-a,2014,15,17-08,Sport Recife,Atlético-PR,1,1,EMPATE
1451,brasileiro-a,2014,15,17-08,Coritiba,Flamengo,0,1,VISITANTE
1452,brasileiro-a,2014,15,17-08,Cruzeiro,Santos,3,0,MANDANTE
1453,brasileiro-a,2014,15,17-08,Grêmio,Criciúma,2,0,MANDANTE
1454,brasileiro-a,2014,15,17-08,Palmeiras,São Paulo,1,2,VISITANTE
1455,brasileiro-a,2014,15,17-08,Vitória,Chapecoense,0,0,EMPATE
1456,brasileiro-a,2014,15,16-08,Corinthians,Bahia,1,1,EMPATE
1457,brasileiro-a,2014,15,16-08,Goias,Internacional,0,1,VISITANTE
1458,brasileiro-a,2014,14,10-08,Atlético-MG,Palmeiras,2,1,MANDANTE
1459,brasileiro-a,2014,14,10-08,Chapecoense,Figueirense,0,1,VISITANTE
1460,brasileiro-a,2014,14,10-08,São Paulo,Vitória,3,1,MANDANTE
1461,brasileiro-a,2014,14,10-08,Atlético-PR,Botafogo,2,0,MANDANTE
1462,brasileiro-a,2014,14,10-08,Flamengo,Sport Recife,1,0,MANDANTE
1463,brasileiro-a,2014,14,10-08,Internacional,Grêmio,2,0,MANDANTE
1464,brasileiro-a,2014,14,10-08,Santos,Corinthians,0,1,VISITANTE
1465,brasileiro-a,2014,14,09-08,Fluminense,Coritiba,1,1,EMPATE
1466,brasileiro-a,2014,14,09-08,Bahia,Goias,1,0,MANDANTE
1467,brasileiro-a,2014,14,09-08,Criciúma,Cruzeiro,0,0,EMPATE
1468,brasileiro-a,2014,10,06-08,Chapecoense,Atlético-MG,1,1,EMPATE
1469,brasileiro-a,2014,13,03-08,Atlético-MG,Atlético-PR,3,1,MANDANTE
1470,brasileiro-a,2014,13,03-08,Fluminense,Goias,2,0,MANDANTE
1471,brasileiro-a,2014,13,03-08,Internacional,Santos,1,0,MANDANTE
1472,brasileiro-a,2014,13,03-08,Chapecoense,Flamengo,1,0,MANDANTE
1473,brasileiro-a,2014,13,03-08,Coritiba,Corinthians,0,0,EMPATE
1474,brasileiro-a,2014,13,03-08,Figueirense,Sport Recife,3,0,MANDANTE
1475,brasileiro-a,2014,13,03-08,Palmeiras,Bahia,1,1,EMPATE
1476,brasileiro-a,2014,13,02-08,Vitória,Grêmio,2,1,MANDANTE
1477,brasileiro-a,2014,13,02-08,Botafogo,Cruzeiro,1,1,EMPATE
1478,brasileiro-a,2014,13,02-08,São Paulo,Criciúma,1,1,EMPATE
1479,brasileiro-a,2014,12,27-07,Flamengo,Botafogo,1,0,MANDANTE
1480,brasileiro-a,2014,12,27-07,Grêmio,Coritiba,2,3,VISITANTE
1481,brasileiro-a,2014,12,27-07,Atlético-PR,Fluminense,0,3,VISITANTE
1482,brasileiro-a,2014,12,27-07,Corinthians,Palmeiras,2,0,MANDANTE
1483,brasileiro-a,2014,12,27-07,Goias,São Paulo,2,1,MANDANTE
1484,brasileiro-a,2014,12,27-07,Sport Recife,Atlético-MG,2,1,MANDANTE
1485,brasileiro-a,2014,12,26-07,Bahia,Internacional,0,1,VISITANTE
1486,brasileiro-a,2014,12,26-07,Criciúma,Vitória,1,3,VISITANTE
1487,brasileiro-a,2014,12,26-07,Cruzeiro,Figueirense,5,0,MANDANTE
1488,brasileiro-a,2014,12,26-07,Santos,Chapecoense,3,0,MANDANTE
1489,brasileiro-a,2014,11,20-07,Atlético-PR,Criciúma,2,0,MANDANTE
1490,brasileiro-a,2014,11,20-07,Fluminense,Santos,1,0,MANDANTE
1491,brasileiro-a,2014,11,20-07,Goias,Sport Recife,0,0,EMPATE
1492,brasileiro-a,2014,11,20-07,Internacional,Flamengo,4,0,MANDANTE
1493,brasileiro-a,2014,11,20-07,Palmeiras,Cruzeiro,1,2,VISITANTE
1494,brasileiro-a,2014,11,20-07,Vitória,Corinthians,0,0,EMPATE
1495,brasileiro-a,2014,11,19-07,Botafogo,Coritiba,1,0,MANDANTE
1496,brasileiro-a,2014,11,19-07,Atlético-MG,Bahia,1,1,EMPATE
1497,brasileiro-a,2014,11,19-07,Figueirense,Grêmio,0,1,VISITANTE
1498,brasileiro-a,2014,11,19-07,São Paulo,Chapecoense,0,1,VISITANTE
1499,brasileiro-a,2014,10,17-07,Cruzeiro,Vitória,3,1,MANDANTE
1500,brasileiro-a,2014,10,17-07,Corinthians,Internacional,2,1,MANDANTE
1501,brasileiro-a,2014,10,17-07,Santos,Palmeiras,2,0,MANDANTE
1502,brasileiro-a,2014,10,16-07,Bahia,São Paulo,0,2,VISITANTE
1503,brasileiro-a,2014,10,16-07,Criciúma,Fluminense,3,2,MANDANTE
1504,brasileiro-a,2014,10,16-07,Flamengo,Atlético-PR,1,2,VISITANTE
1505,brasileiro-a,2014,10,16-07,Coritiba,Figueirense,0,2,VISITANTE
1506,brasileiro-a,2014,10,16-07,Grêmio,Goias,0,0,EMPATE
1507,brasileiro-a,2014,10,16-07,Sport Recife,Botafogo,1,0,MANDANTE
1508,brasileiro-a,2014,5,04-06,Sport Recife,Bahia,1,0,MANDANTE
1509,brasileiro-a,2014,9,01-06,Figueirense,Atlético-PR,1,3,VISITANTE
1510,brasileiro-a,2014,9,01-06,Fluminense,Internacional,1,1,EMPATE
1511,brasileiro-a,2014,9,01-06,Santos,Criciúma,2,0,MANDANTE
1512,brasileiro-a,2014,9,01-06,Chapecoense,Bahia,2,1,MANDANTE
1513,brasileiro-a,2014,28,01-06,Corinthians,Botafogo,1,1,EMPATE
1514,brasileiro-a,2014,9,01-06,Cruzeiro,Flamengo,3,0,MANDANTE
1515,brasileiro-a,2014,9,01-06,Grêmio,Palmeiras,0,0,EMPATE
1516,brasileiro-a,2014,9,31-05,Vitória,Sport Recife,0,1,VISITANTE
1517,brasileiro-a,2014,9,31-05,Coritiba,Goias,3,0,MANDANTE
1518,brasileiro-a,2014,9,31-05,São Paulo,Atlético-MG,2,1,MANDANTE
1519,brasileiro-a,2014,8,29-05,Bahia,Santos,0,2,VISITANTE
1520,brasileiro-a,2014,8,29-05,Flamengo,Figueirense,1,1,EMPATE
1521,brasileiro-a,2014,8,28-05,Atlético-MG,Fluminense,2,0,MANDANTE
1522,brasileiro-a,2014,8,28-05,Atlético-PR,São Paulo,2,2,EMPATE
1523,brasileiro-a,2014,8,28-05,Corinthians,Cruzeiro,1,0,MANDANTE
1524,brasileiro-a,2014,8,28-05,Goias,Vitória,0,0,EMPATE
1525,brasileiro-a,2014,8,28-05,Internacional,Chapecoense,2,0,MANDANTE
1526,brasileiro-a,2014,8,28-05,Criciúma,Coritiba,1,0,MANDANTE
1527,brasileiro-a,2014,8,28-05,Palmeiras,Botafogo,0,2,VISITANTE
1528,brasileiro-a,2014,8,28-05,Sport Recife,Grêmio,0,0,EMPATE
1529,brasileiro-a,2014,7,25-05,Atlético-MG,Criciúma,0,0,EMPATE
1530,brasileiro-a,2014,7,25-05,Botafogo,Vitória,1,1,EMPATE
1531,brasileiro-a,2014,7,25-05,Chapecoense,Palmeiras,2,0,MANDANTE
1532,brasileiro-a,2014,7,25-05,Internacional,Cruzeiro,1,3,VISITANTE
1533,brasileiro-a,2014,7,25-05,Atlético-PR,Coritiba,2,0,MANDANTE
1534,brasileiro-a,2014,7,25-05,Figueirense,Goias,0,1,VISITANTE
1535,brasileiro-a,2014,7,25-05,Santos,Flamengo,0,0,EMPATE
1536,brasileiro-a,2014,7,25-05,Sport Recife,Corinthians,1,4,VISITANTE
1537,brasileiro-a,2014,7,24-05,São Paulo,Grêmio,1,0,MANDANTE
1538,brasileiro-a,2014,7,24-05,Bahia,Fluminense,0,1,VISITANTE
1539,brasileiro-a,2014,6,22-05,Vitória,Atlético-MG,2,3,VISITANTE
1540,brasileiro-a,2014,6,22-05,Goias,Santos,2,2,EMPATE
1541,brasileiro-a,2014,6,22-05,Palmeiras,Figueirense,1,0,MANDANTE
1542,brasileiro-a,2014,6,21-05,Corinthians,Atlético-PR,1,1,EMPATE
1543,brasileiro-a,2014,6,21-05,Fluminense,São Paulo,5,2,MANDANTE
1544,brasileiro-a,2014,6,21-05,Grêmio,Botafogo,2,1,MANDANTE
1545,brasileiro-a,2014,6,21-05,Criciúma,Chapecoense,1,0,MANDANTE
1546,brasileiro-a,2014,6,21-05,Cruzeiro,Sport Recife,2,0,MANDANTE
1547,brasileiro-a,2014,6,21-05,Coritiba,Internacional,1,1,EMPATE
1548,brasileiro-a,2014,6,21-05,Flamengo,Bahia,1,1,EMPATE
1549,brasileiro-a,2014,5,18-05,Criciúma,Internacional,0,0,EMPATE
1550,brasileiro-a,2014,5,18-05,Santos,Atlético-MG,1,2,VISITANTE
1551,brasileiro-a,2014,5,18-05,Vitória,Palmeiras,0,1,VISITANTE
1552,brasileiro-a,2014,5,18-05,Atlético-PR,Chapecoense,1,1,EMPATE
1553,brasileiro-a,2014,5,18-05,Corinthians,Figueirense,0,1,VISITANTE
1554,brasileiro-a,2014,5,18-05,Flamengo,São Paulo,0,2,VISITANTE
1555,brasileiro-a,2014,5,18-05,Grêmio,Fluminense,1,0,MANDANTE
1556,brasileiro-a,2014,5,17-05,Cruzeiro,Coritiba,3,2,MANDANTE
1557,brasileiro-a,2014,5,14-05,Goias,Botafogo,2,0,MANDANTE
1558,brasileiro-a,2014,4,11-05,Bahia,Vitória,1,1,EMPATE
1559,brasileiro-a,2014,4,11-05,Coritiba,Sport Recife,0,1,VISITANTE
1560,brasileiro-a,2014,4,11-05,Figueirense,Santos,0,2,VISITANTE
1561,brasileiro-a,2014,4,11-05,Atlético-MG,Cruzeiro,2,1,MANDANTE
1562,brasileiro-a,2014,4,11-05,Chapecoense,Grêmio,1,2,VISITANTE
1563,brasileiro-a,2014,4,11-05,Fluminense,Flamengo,2,0,MANDANTE
1564,brasileiro-a,2014,4,11-05,São Paulo,Corinthians,1,1,EMPATE
1565,brasileiro-a,2014,4,10-05,Botafogo,Criciúma,6,0,MANDANTE
1566,brasileiro-a,2014,4,10-05,Internacional,Atlético-PR,2,1,MANDANTE
1567,brasileiro-a,2014,4,10-05,Palmeiras,Goias,2,0,MANDANTE
1568,brasileiro-a,2014,3,04-05,Atlético-MG,Goias,0,1,VISITANTE
1569,brasileiro-a,2014,3,04-05,Chapecoense,Corinthians,0,1,VISITANTE
1570,brasileiro-a,2014,3,04-05,Bahia,Botafogo,1,0,MANDANTE
1571,brasileiro-a,2014,3,04-05,Criciúma,Figueirense,1,0,MANDANTE
1572,brasileiro-a,2014,3,04-05,Flamengo,Palmeiras,4,2,MANDANTE
1573,brasileiro-a,2014,3,04-05,Internacional,Sport Recife,2,1,MANDANTE
1574,brasileiro-a,2014,3,03-05,Fluminense,Vitória,1,2,VISITANTE
1575,brasileiro-a,2014,3,03-05,Atlético-PR,Cruzeiro,2,3,VISITANTE
1576,brasileiro-a,2014,3,03-05,Santos,Grêmio,0,0,EMPATE
1577,brasileiro-a,2014,3,03-05,São Paulo,Coritiba,2,2,EMPATE
1578,brasileiro-a,2014,2,27-04,Figueirense,Bahia,0,2,VISITANTE
1579,brasileiro-a,2014,2,27-04,Goias,Criciúma,1,0,MANDANTE
1580,brasileiro-a,2014,2,27-04,Grêmio,Atlético-MG,2,1,MANDANTE
1581,brasileiro-a,2014,2,27-04,Sport Recife,Chapecoense,2,1,MANDANTE
1582,brasileiro-a,2014,2,27-04,Botafogo,Internacional,2,2,EMPATE
1583,brasileiro-a,2014,2,27-04,Corinthians,Flamengo,2,0,MANDANTE
1584,brasileiro-a,2014,2,27-04,Cruzeiro,São Paulo,1,1,EMPATE
1585,brasileiro-a,2014,2,27-04,Vitória,Atlético-PR,2,2,EMPATE
1586,brasileiro-a,2014,2,26-04,Palmeiras,Fluminense,0,1,VISITANTE
1587,brasileiro-a,2014,2,26-04,Coritiba,Santos,0,0,EMPATE
1588,brasileiro-a,2014,1,20-04,Criciúma,Palmeiras,1,2,VISITANTE
1589,brasileiro-a,2014,1,20-04,Flamengo,Goias,0,0,EMPATE
1590,brasileiro-a,2014,1,20-04,Santos,Sport Recife,1,1,EMPATE
1591,brasileiro-a,2014,1,20-04,Atlético-MG,Corinthians,0,0,EMPATE
1592,brasileiro-a,2014,1,20-04,Atlético-PR,Grêmio,1,0,MANDANTE
1593,brasileiro-a,2014,1,20-04,Bahia,Cruzeiro,1,2,VISITANTE
1594,brasileiro-a,2014,1,20-04,São Paulo,Botafogo,3,0,MANDANTE
1595,brasileiro-a,2014,1,19-04,Chapecoense,Coritiba,0,0,EMPATE
1596,brasileiro-a,2014,1,19-04,Fluminense,Figueirense,3,0,MANDANTE
1597,brasileiro-a,2014,1,19-04,Internacional,Vitória,1,0,MANDANTE
1598,brasileiro-a,2013,38,08-12,Atlético-MG,Vitória,2,2,EMPATE
1599,brasileiro-a,2013,38,08-12,Atlético-PR,Vasco,5,1,MANDANTE
1600,brasileiro-a,2013,38,08-12,Bahia,Fluminense,1,2,VISITANTE
1601,brasileiro-a,2013,38,08-12,Botafogo,Criciúma,3,0,MANDANTE
1602,brasileiro-a,2013,38,08-12,Goias,Santos,0,3,VISITANTE
1603,brasileiro-a,2013,38,08-12,Internacional,Ponte Preta,0,0,EMPATE
1604,brasileiro-a,2013,38,08-12,Portuguesa,Grêmio,0,0,EMPATE
1605,brasileiro-a,2013,38,08-12,São Paulo,Coritiba,0,1,VISITANTE
1606,brasileiro-a,2013,38,07-12,Náutico,Corinthians,1,0,MANDANTE
1607,brasileiro-a,2013,38,07-12,Flamengo,Cruzeiro,1,1,EMPATE
1608,brasileiro-a,2013,37,01-12,Grêmio,Goias,1,0,MANDANTE
1609,brasileiro-a,2013,37,01-12,Santos,Atlético-PR,2,1,MANDANTE
1610,brasileiro-a,2013,37,01-12,Coritiba,Botafogo,2,1,MANDANTE
1611,brasileiro-a,2013,37,01-12,Criciúma,São Paulo,1,0,MANDANTE
1612,brasileiro-a,2013,37,01-12,Cruzeiro,Bahia,1,2,VISITANTE
1613,brasileiro-a,2013,37,01-12,Ponte Preta,Portuguesa,0,2,VISITANTE
1614,brasileiro-a,2013,37,01-12,Vasco,Náutico,2,0,MANDANTE
1615,brasileiro-a,2013,37,01-12,Vitória,Flamengo,4,2,MANDANTE
1616,brasileiro-a,2013,37,30-11,Corinthians,Internacional,0,0,EMPATE
1617,brasileiro-a,2013,37,30-11,Fluminense,Atlético-MG,2,2,EMPATE
1618,brasileiro-a,2013,36,24-11,Bahia,Portuguesa,1,0,MANDANTE
1619,brasileiro-a,2013,36,24-11,Internacional,Coritiba,0,0,EMPATE
1620,brasileiro-a,2013,36,24-11,São Paulo,Botafogo,1,1,EMPATE
1621,brasileiro-a,2013,36,24-11,Atlético-PR,Náutico,6,1,MANDANTE
1622,brasileiro-a,2013,36,24-11,Flamengo,Corinthians,1,0,MANDANTE
1623,brasileiro-a,2013,36,24-11,Ponte Preta,Grêmio,1,1,EMPATE
1624,brasileiro-a,2013,36,24-11,Santos,Fluminense,1,0,MANDANTE
1625,brasileiro-a,2013,36,23-11,Atlético-MG,Goias,4,1,MANDANTE
1626,brasileiro-a,2013,36,23-11,Criciúma,Vitória,1,1,EMPATE
1627,brasileiro-a,2013,36,23-11,Vasco,Cruzeiro,2,1,MANDANTE
1628,brasileiro-a,2013,35,17-11,Goias,Internacional,3,1,MANDANTE
1629,brasileiro-a,2013,35,17-11,Grêmio,Flamengo,2,1,MANDANTE
1630,brasileiro-a,2013,35,17-11,Náutico,Bahia,0,1,VISITANTE
1631,brasileiro-a,2013,35,17-11,Portuguesa,Atlético-MG,2,0,MANDANTE
1632,brasileiro-a,2013,35,17-11,Corinthians,Vasco,0,0,EMPATE
1633,brasileiro-a,2013,35,17-11,Cruzeiro,Ponte Preta,2,2,EMPATE
1634,brasileiro-a,2013,35,17-11,Fluminense,São Paulo,2,1,MANDANTE
1635,brasileiro-a,2013,35,17-11,Vitória,Santos,2,0,MANDANTE
1636,brasileiro-a,2013,35,16-11,Coritiba,Criciúma,1,2,VISITANTE
1637,brasileiro-a,2013,35,16-11,Botafogo,Atlético-PR,4,0,MANDANTE
1638,brasileiro-a,2013,34,14-11,Atlético-MG,Internacional,2,1,MANDANTE
1639,brasileiro-a,2013,34,14-11,Fluminense,Náutico,2,0,MANDANTE
1640,brasileiro-a,2013,34,14-11,Santos,Bahia,3,0,MANDANTE
1641,brasileiro-a,2013,34,13-11,Coritiba,Corinthians,0,1,VISITANTE
1642,brasileiro-a,2013,34,13-11,São Paulo,Flamengo,2,0,MANDANTE
1643,brasileiro-a,2013,34,13-11,Vitória,Cruzeiro,1,3,VISITANTE
1644,brasileiro-a,2013,34,13-11,Botafogo,Portuguesa,0,0,EMPATE
1645,brasileiro-a,2013,34,13-11,Criciúma,Atlético-PR,2,1,MANDANTE
1646,brasileiro-a,2013,34,13-11,Goias,Ponte Preta,2,0,MANDANTE
1647,brasileiro-a,2013,34,13-11,Grêmio,Vasco,1,0,MANDANTE
1648,brasileiro-a,2013,33,10-11,Corinthians,Fluminense,1,0,MANDANTE
1649,brasileiro-a,2013,33,10-11,Náutico,Criciúma,0,1,VISITANTE
1650,brasileiro-a,2013,33,10-11,Vasco,Santos,2,2,EMPATE
1651,brasileiro-a,2013,33,10-11,Atlético-PR,São Paulo,3,0,MANDANTE
1652,brasileiro-a,2013,33,10-11,Cruzeiro,Grêmio,3,0,MANDANTE
1653,brasileiro-a,2013,33,10-11,Internacional,Botafogo,2,1,MANDANTE
1654,brasileiro-a,2013,33,10-11,Ponte Preta,Vitória,0,3,VISITANTE
1655,brasileiro-a,2013,33,09-11,Flamengo,Goias,1,1,EMPATE
1656,brasileiro-a,2013,33,09-11,Bahia,Atlético-MG,0,0,EMPATE
1657,brasileiro-a,2013,33,09-11,Portuguesa,Coritiba,0,0,EMPATE
1658,brasileiro-a,2013,32,03-11,Atlético-PR,Internacional,1,0,MANDANTE
1659,brasileiro-a,2013,32,03-11,Criciúma,Ponte Preta,1,1,EMPATE
1660,brasileiro-a,2013,32,03-11,Flamengo,Fluminense,1,0,MANDANTE
1661,brasileiro-a,2013,32,03-11,Goias,Botafogo,1,0,MANDANTE
1662,brasileiro-a,2013,32,03-11,Grêmio,Bahia,0,0,EMPATE
1663,brasileiro-a,2013,32,03-11,Santos,Cruzeiro,0,1,VISITANTE
1664,brasileiro-a,2013,32,03-11,Vitória,Corinthians,1,1,EMPATE
1665,brasileiro-a,2013,32,02-11,Atlético-MG,Náutico,5,0,MANDANTE
1666,brasileiro-a,2013,32,02-11,São Paulo,Portuguesa,2,1,MANDANTE
1667,brasileiro-a,2013,32,02-11,Vasco,Coritiba,2,1,MANDANTE
1668,brasileiro-a,2013,31,27-10,Coritiba,Grêmio,4,0,MANDANTE
1669,brasileiro-a,2013,31,27-10,Fluminense,Vitória,2,3,VISITANTE
1670,brasileiro-a,2013,31,27-10,Náutico,Goias,0,2,VISITANTE
1671,brasileiro-a,2013,31,27-10,Bahia,Atlético-PR,1,1,EMPATE
1672,brasileiro-a,2013,31,27-10,Corinthians,Santos,1,1,EMPATE
1673,brasileiro-a,2013,31,27-10,Internacional,São Paulo,2,3,VISITANTE
1674,brasileiro-a,2013,31,27-10,Ponte Preta,Vasco,2,1,MANDANTE
1675,brasileiro-a,2013,31,27-10,Portuguesa,Flamengo,0,0,EMPATE
1676,brasileiro-a,2013,31,26-10,Botafogo,Atlético-MG,1,0,MANDANTE
1677,brasileiro-a,2013,31,26-10,Cruzeiro,Criciúma,5,3,MANDANTE
1678,brasileiro-a,2013,30,20-10,Botafogo,Vasco,2,2,EMPATE
1679,brasileiro-a,2013,30,20-10,Coritiba,Cruzeiro,2,1,MANDANTE
1680,brasileiro-a,2013,30,20-10,Portuguesa,Vitória,1,1,EMPATE
1681,brasileiro-a,2013,30,20-10,Atlético-MG,Flamengo,1,0,MANDANTE
1682,brasileiro-a,2013,30,20-10,Bahia,São Paulo,0,1,VISITANTE
1683,brasileiro-a,2013,30,20-10,Goias,Atlético-PR,3,0,MANDANTE
1684,brasileiro-a,2013,30,20-10,Internacional,Grêmio,2,2,EMPATE
1685,brasileiro-a,2013,30,19-10,Corinthians,Criciúma,1,0,MANDANTE
1686,brasileiro-a,2013,30,19-10,Náutico,Santos,1,5,VISITANTE
1687,brasileiro-a,2013,30,19-10,Fluminense,Ponte Preta,1,1,EMPATE
1688,brasileiro-a,2013,29,17-10,Vitória,Botafogo,1,0,MANDANTE
1689,brasileiro-a,2013,29,17-10,Vasco,Goias,0,2,VISITANTE
1690,brasileiro-a,2013,29,16-10,Atlético-PR,Atlético-MG,1,0,MANDANTE
1691,brasileiro-a,2013,29,16-10,Flamengo,Bahia,2,1,MANDANTE
1692,brasileiro-a,2013,29,16-10,Grêmio,Corinthians,1,0,MANDANTE
1693,brasileiro-a,2013,29,16-10,Criciúma,Portuguesa,1,3,VISITANTE
1694,brasileiro-a,2013,29,16-10,Ponte Preta,Coritiba,1,0,MANDANTE
1695,brasileiro-a,2013,29,16-10,São Paulo,Náutico,3,0,MANDANTE
1696,brasileiro-a,2013,29,16-10,Cruzeiro,Fluminense,1,0,MANDANTE
1697,brasileiro-a,2013,29,16-10,Santos,Internacional,0,0,EMPATE
1698,brasileiro-a,2013,28,13-10,Atlético-PR,Portuguesa,1,0,MANDANTE
1699,brasileiro-a,2013,28,13-10,Botafogo,Flamengo,2,1,MANDANTE
1700,brasileiro-a,2013,28,13-10,Goias,Bahia,3,1,MANDANTE
1701,brasileiro-a,2013,28,13-10,Atlético-MG,Cruzeiro,1,0,MANDANTE
1702,brasileiro-a,2013,28,13-10,Criciúma,Vasco,3,2,MANDANTE
1703,brasileiro-a,2013,28,13-10,Internacional,Náutico,4,1,MANDANTE
1704,brasileiro-a,2013,28,13-10,São Paulo,Corinthians,0,0,EMPATE
1705,brasileiro-a,2013,28,12-10,Santos,Ponte Preta,2,1,MANDANTE
1706,brasileiro-a,2013,28,12-10,Fluminense,Grêmio,1,1,EMPATE
1707,brasileiro-a,2013,28,12-10,Vitória,Coritiba,2,1,MANDANTE
1708,brasileiro-a,2013,27,10-10,Flamengo,Internacional,2,1,MANDANTE
1709,brasileiro-a,2013,27,10-10,Portuguesa,Goias,1,2,VISITANTE
1710,brasileiro-a,2013,27,09-10,Corinthians,Atlético-PR,0,0,EMPATE
1711,brasileiro-a,2013,27,09-10,Cruzeiro,São Paulo,0,2,VISITANTE
1712,brasileiro-a,2013,27,09-10,Náutico,Botafogo,1,3,VISITANTE
1713,brasileiro-a,2013,27,09-10,Vasco,Fluminense,1,0,MANDANTE
1714,brasileiro-a,2013,27,09-10,Bahia,Vitória,2,0,MANDANTE
1715,brasileiro-a,2013,27,09-10,Ponte Preta,Atlético-MG,2,0,MANDANTE
1716,brasileiro-a,2013,27,09-10,Coritiba,Santos,1,0,MANDANTE
1717,brasileiro-a,2013,27,09-10,Grêmio,Criciúma,1,2,VISITANTE
1718,brasileiro-a,2013,26,06-10,Bahia,Ponte Preta,1,1,EMPATE
1719,brasileiro-a,2013,26,06-10,Goias,Criciúma,1,1,EMPATE
1720,brasileiro-a,2013,26,06-10,Portuguesa,Santos,3,0,MANDANTE
