2017,Botafogo,Avaí,0 : 2
2017,Chapecoense,Atlético-MG,0 : 1
2017,Bahia ,Flamengo,0 : 1
2017,Atlético-PR,Vitória,4 : 1
2017,Cruzeiro,Coritiba,2 : 0
2017,Grêmio,Corinthians,0 : 1
2017,Ponte Preta ,Palmeiras ,1 : 2
2017,São Paulo,Fluminense,1 : 1
2017,Vasco,Atlético-GO,1 : 0
2017,Santos,Sport Recife,0 : 1
2017,Flamengo,Chapecoense,5 : 1
2017,Grêmio,Coritiba,2 : 0
2017,Corinthians ,Bahia ,3 : 0
2017,Ponte Preta,Cruzeiro,1 : 0
2017,Atlético-MG,Sport Recife,2 : 2
2017,Atlético-PR,São Paulo,1 : 0
2017,Avaí,Fluminense,0 : 3
2017,Botafogo,Vasco,3 : 1
2017,Palmeiras,Atlético-GO,1 : 0
2017,Vitória,Santos,0 : 2
2017,Cruzeiro,Grêmio,3 : 3
2017,Sport Recife,Vitória,1 : 3
2017,Bahia,Palmeiras,2 : 4
2017,Chapecoense,Botafogo,0 : 2
2017,Fluminense,Flamengo,2 : 2
2017,São Paulo,Atlético-MG,1 : 2
2017,Coritiba,Corinthians,0 : 0
2017,Santos,Ponte Preta,0 : 0
2017,Vasco,Avaí,1 : 0
2017,Atlético-GO,Atlético-PR,0 : 1
2017,Fluminense,Grêmio,0 : 2
2017,Coritiba ,Bahia ,0 : 0
2017,Chapecoense,Vasco,2 : 1
2017,Corinthians,Cruzeiro,1 : 0
2017,Santos,Palmeiras,1 : 0
2017,Flamengo,Ponte Preta,2 : 0
2017,Atlético-GO,Avaí,3 : 1
2017,Atlético-MG,Atlético-PR ,0 : 1
2017,Sport Recife,São Paulo,0 : 0
2017,Vitória ,Botafogo,2 : 2
2017,Grêmio,Bahia,1 : 0
2017,Atlético-PR,Santos ,0 : 2
2017,Cruzeiro,Atlético-GO,2 : 0
2017,Avaí ,Flamengo,1 : 1
2017,Corinthians,São Paulo,3 : 2
2017,Ponte Preta,Chapecoense,3 : 2
2017,Vitória,Atlético-MG,2 : 0
2017,Botafogo,Coritiba,2 : 2
2017,Vasco,Sport Recife,2 : 1
2017,Palmeiras,Fluminense,3 : 1
2017,Bahia,Cruzeiro ,1 : 0
2017,Chapecoense,Grêmio,3 : 6
2017,Atlético-GO,Ponte Preta ,3 : 0
2017,São Paulo,Vitória,2 : 0
2017,Sport Recife,Flamengo,2 : 0
2017,Vasco,Corinthians,2 : 5
2017,Santos,Botafogo,1 : 0
2017,Atlético-MG,Avaí,1 : 0
2017,Coritiba,Palmeiras,1 : 0
2017,Fluminense,Atlético-PR,1 : 1
2017,Bahia,Atlético-GO,3 : 0
2017,Cruzeiro,Chapecoense,0 : 2
2017,Grêmio,Vasco,2 : 0
2017,Palmeiras,Atlético-MG,0 : 0
2017,Ponte Preta,São Paulo,1 : 0
2017,Avaí,Sport Recife,1 : 0
2017,Flamengo,Botafogo,0 : 0
2017,Corinthians,Santos ,2 : 0
2017,Fluminense,Vitória,2 : 1
2017,Coritiba,Atlético-PR,1 : 0
2017,Chapecoense ,Avaí ,2 : 0
2017,Botafogo,Bahia,1 : 0
2017,Sport Recife ,Grêmio,4 : 3
2017,Atlético-GO,Corinthians,0 : 1
2017,Atlético-PR,Flamengo,1 : 1
2017,Santos,Cruzeiro,0 : 1
2017,Atlético-MG,Ponte Preta,2 : 2
2017,Vitória,Coritiba,0 : 1
2017,São Paulo,Palmeiras,2 : 0
2017,Vasco,Fluminense,3 : 2
2017,São Paulo,Avaí,2 : 0
2017,Sport Recife,Cruzeiro,1 : 1
2017,Botafogo,Ponte Preta,2 : 0
2017,Atlético-MG,Fluminense,1 : 2
2017,Atlético-PR,Grêmio ,0 : 2
2017,Vitória,Corinthians,0 : 1
2017,Vasco,Bahia ,2 : 1
2017,Atlético-GO,Flamengo,0 : 3
2017,Chapecoense,Palmeiras,1 : 0
2017,Santos,Coritiba,1 : 0
2017,Coritiba,Atlético-GO,4 : 1
2017,Grêmio,Botafogo,2 : 0
2017,Avaí,Vitória,0 : 0
2017,Bahia,Atlético-PR ,6 : 2
2017,Cruzeiro,São Paulo,1 : 0
2017,Palmeiras,Vasco,4 : 0
2017,Ponte Preta,Sport Recife,4 : 0
2017,Fluminense,Santos,3 : 2
2017,Corinthians,Chapecoense,1 : 1
2017,Flamengo,Atlético-MG,1 : 1
