,Unnamed: 0,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
1158,1158,brasileiro-a,2015,5,04-06,Palmeiras,Internacional,1,1,EMPATE,12.0,13.0,0.56,0.44,0.56,0.44
1159,1159,brasileiro-a,2015,5,04-06,Sport Recife,Goias,1,0,MANDANTE,3.0,8.0,0.78,0.56,0.78,0.56
1160,1160,brasileiro-a,2015,5,04-06,Fluminense,Coritiba,2,0,MANDANTE,6.0,17.0,0.33,0.44,0.33,0.44
1161,1161,brasileiro-a,2015,5,03-06,Avaí,Atlético-MG,1,4,VISITANTE,10.0,4.0,0.67,0.67,0.67,0.67
1162,1162,brasileiro-a,2015,5,03-06,Cruzeiro,Flamengo,1,0,MANDANTE,15.0,19.0,0.11,0.11,0.11,0.11
1163,1163,brasileiro-a,2015,5,03-06,Grêmio,Corinthians,3,1,MANDANTE,9.0,11.0,0.44,0.44,0.44,0.44
1164,1164,brasileiro-a,2015,5,03-06,São Paulo,Santos,3,2,MANDANTE,5.0,14.0,0.44,0.44,0.44,0.44
1165,1165,brasileiro-a,2015,5,03-06,Atlético-PR,Figueirense,1,0,MANDANTE,1.0,16.0,0.44,0.67,0.44,0.67
1166,1166,brasileiro-a,2015,5,03-06,Chapecoense,Joinville,2,0,MANDANTE,7.0,20.0,0.11,0.33,0.11,0.33
1167,1167,brasileiro-a,2015,5,03-06,Vasco,Ponte Preta,0,3,VISITANTE,18.0,2.0,0.78,0.22,0.78,0.22
1168,1168,brasileiro-a,2015,4,31-05,Figueirense,Cruzeiro,2,1,MANDANTE,15.0,19.0,0.17,0.17,0.17,0.17
1169,1169,brasileiro-a,2015,4,31-05,Flamengo,Fluminense,2,3,VISITANTE,18.0,9.0,0.17,0.17,0.17,0.17
1170,1170,brasileiro-a,2015,4,31-05,Atlético-MG,Vasco,3,0,MANDANTE,5.0,17.0,0.33,0.5,0.33,0.5
1171,1171,brasileiro-a,2015,4,31-05,Corinthians,Palmeiras,0,2,VISITANTE,8.0,11.0,0.17,0.67,0.17,0.67
1172,1172,brasileiro-a,2015,4,31-05,Goias,Grêmio,1,1,EMPATE,4.0,13.0,0.5,1.0,0.5,1.0
1173,1173,brasileiro-a,2015,4,31-05,Internacional,São Paulo,0,0,EMPATE,14.0,6.0,0.5,0.67,0.5,0.67
1174,1174,brasileiro-a,2015,4,31-05,Santos,Sport Recife,2,2,EMPATE,12.0,2.0,0.67,0.5,0.67,0.5
1175,1175,brasileiro-a,2015,4,30-05,Joinville,Atlético-PR,1,2,VISITANTE,20.0,1.0,0.5,0.17,0.5,0.17
1176,1176,brasileiro-a,2015,4,30-05,Coritiba,Avaí,1,2,VISITANTE,16.0,7.0,0.5,0.5,0.5,0.5
1177,1177,brasileiro-a,2015,4,30-05,Ponte Preta,Chapecoense,3,1,MANDANTE,3.0,10.0,0.5,0.67,0.5,0.67
1178,1178,brasileiro-a,2015,3,24-05,Cruzeiro,Ponte Preta,1,1,EMPATE,18.0,7.0,1.0,0.0,1.0,0.0
1179,1179,brasileiro-a,2015,3,24-05,Sport Recife,Coritiba,1,0,MANDANTE,1.0,14.0,1.0,0.33,1.0,0.33
1180,1180,brasileiro-a,2015,3,24-05,Atlético-PR,Atlético-MG,1,0,MANDANTE,5.0,8.0,1.0,0.0,1.0,0.0
1181,1181,brasileiro-a,2015,3,24-05,Avaí,Flamengo,2,1,MANDANTE,9.0,17.0,0.33,0.0,0.33,0.0
1182,1182,brasileiro-a,2015,3,24-05,Chapecoense,Santos,1,0,MANDANTE,6.0,10.0,1.0,0.0,1.0,0.0
1183,1183,brasileiro-a,2015,3,24-05,Fluminense,Corinthians,0,0,EMPATE,12.0,3.0,1.0,0.0,1.0,0.0
1184,1184,brasileiro-a,2015,3,24-05,Palmeiras,Goias,0,1,VISITANTE,16.0,2.0,1.0,0.33,1.0,0.33
1185,1185,brasileiro-a,2015,3,23-05,Grêmio,Figueirense,1,0,MANDANTE,11.0,19.0,0.33,0.0,0.33,0.0
1186,1186,brasileiro-a,2015,3,23-05,São Paulo,Joinville,3,0,MANDANTE,4.0,20.0,0.33,0.0,0.33,0.0
1187,1187,brasileiro-a,2015,3,23-05,Vasco,Internacional,1,1,EMPATE,15.0,13.0,1.0,0.33,1.0,0.33
1188,1188,brasileiro-a,2015,2,17-05,Internacional,Avaí,1,0,MANDANTE,12.0,16.0,0.0,0.0,0.0,0.0
1189,1189,brasileiro-a,2015,2,17-05,Joinville,Palmeiras,0,0,EMPATE,17.0,13.0,0.0,0.0,0.0,0.0
1190,1190,brasileiro-a,2015,2,17-05,Ponte Preta,São Paulo,1,0,MANDANTE,5.0,10.0,0.0,0.0,0.0,0.0
1191,1191,brasileiro-a,2015,2,17-05,Atlético-MG,Fluminense,4,1,MANDANTE,3.0,11.0,0.0,0.0,0.0,0.0
1192,1192,brasileiro-a,2015,2,17-05,Flamengo,Sport Recife,2,2,EMPATE,15.0,2.0,0.0,0.0,0.0,0.0
1193,1193,brasileiro-a,2015,2,17-05,Santos,Cruzeiro,1,0,MANDANTE,6.0,20.0,0.0,0.0,0.0,0.0
1194,1194,brasileiro-a,2015,2,17-05,Figueirense,Vasco,0,0,EMPATE,19.0,14.0,0.0,0.0,0.0,0.0
1195,1195,brasileiro-a,2015,2,16-05,Corinthians,Chapecoense,1,0,MANDANTE,1.0,9.0,0.0,0.0,0.0,0.0
1196,1196,brasileiro-a,2015,2,16-05,Coritiba,Grêmio,2,0,MANDANTE,8.0,18.0,0.0,0.0,0.0,0.0
1197,1197,brasileiro-a,2015,2,16-05,Goias,Atlético-PR,2,0,MANDANTE,4.0,7.0,0.0,0.0,0.0,0.0
1198,1198,brasileiro-a,2015,1,10-05,Avaí,Santos,1,1,EMPATE,12.0,11.0,0.0,0.0,0.0,0.0
1199,1199,brasileiro-a,2015,1,10-05,Vasco,Goias,0,0,EMPATE,14.0,13.0,0.0,0.0,0.0,0.0
1200,1200,brasileiro-a,2015,1,10-05,Atlético-PR,Internacional,3,0,MANDANTE,2.0,20.0,0.0,0.0,0.0,0.0
1201,1201,brasileiro-a,2015,1,10-05,Cruzeiro,Corinthians,0,1,VISITANTE,18.0,5.0,0.0,0.0,0.0,0.0
1202,1202,brasileiro-a,2015,1,10-05,São Paulo,Flamengo,2,1,MANDANTE,4.0,16.0,0.0,0.0,0.0,0.0
1203,1203,brasileiro-a,2015,1,10-05,Sport Recife,Figueirense,4,1,MANDANTE,1.0,19.0,0.0,0.0,0.0,0.0
1204,1204,brasileiro-a,2015,1,10-05,Grêmio,Ponte Preta,3,3,EMPATE,8.0,7.0,0.0,0.0,0.0,0.0
1205,1205,brasileiro-a,2015,1,09-05,Fluminense,Joinville,1,0,MANDANTE,6.0,17.0,0.0,0.0,0.0,0.0
1206,1206,brasileiro-a,2015,1,09-05,Chapecoense,Coritiba,2,1,MANDANTE,3.0,15.0,0.0,0.0,0.0,0.0
1207,1207,brasileiro-a,2015,1,09-05,Palmeiras,Atlético-MG,2,2,EMPATE,10.0,9.0,0.0,0.0,0.0,0.0
1208,1208,brasileiro-a,2014,38,07-12,Botafogo,Atlético-MG,0,0,EMPATE,19.0,5.0,0.47,0.0,0.57,0.17
1209,1209,brasileiro-a,2014,38,07-12,Coritiba,Bahia,3,2,MANDANTE,14.0,18.0,0.4,0.67,0.23,0.5
1210,1210,brasileiro-a,2014,38,07-12,Cruzeiro,Fluminense,2,1,MANDANTE,1.0,6.0,0.47,0.87,0.63,0.7
1211,1211,brasileiro-a,2014,38,07-12,Goias,Chapecoense,4,2,MANDANTE,12.0,15.0,0.47,0.2,0.4,0.33
1212,1212,brasileiro-a,2014,38,07-12,Grêmio,Flamengo,1,1,EMPATE,7.0,10.0,0.53,0.4,0.57,0.47
1213,1213,brasileiro-a,2014,38,07-12,Palmeiras,Atlético-PR,1,1,EMPATE,16.0,8.0,0.67,0.0,0.73,0.27
1214,1214,brasileiro-a,2014,38,07-12,Sport Recife,São Paulo,1,0,MANDANTE,11.0,2.0,0.73,0.6,0.7,0.43
1215,1215,brasileiro-a,2014,38,07-12,Vitória,Santos,0,1,VISITANTE,17.0,9.0,0.27,0.27,0.27,0.33
1216,1216,brasileiro-a,2014,38,06-12,Corinthians,Criciúma,2,1,MANDANTE,4.0,20.0,0.13,0.8,0.17,0.7
1217,1217,brasileiro-a,2014,38,06-12,Figueirense,Internacional,1,2,VISITANTE,13.0,3.0,0.67,0.73,0.63,0.5
1218,1218,brasileiro-a,2014,37,30-11,Atlético-MG,Coritiba,1,2,VISITANTE,6.0,14.0,0.53,0.47,0.5,0.6
1219,1219,brasileiro-a,2014,37,30-11,Atlético-PR,Goias,1,0,MANDANTE,8.0,13.0,0.2,0.67,0.37,0.63
1220,1220,brasileiro-a,2014,37,30-11,Bahia,Grêmio,1,0,MANDANTE,18.0,7.0,0.6,0.2,0.57,0.13
1221,1221,brasileiro-a,2014,37,30-11,Chapecoense,Cruzeiro,1,1,EMPATE,15.0,1.0,1.0,0.4,0.67,0.47
1222,1222,brasileiro-a,2014,37,30-11,Fluminense,Corinthians,5,2,MANDANTE,5.0,4.0,0.87,0.47,0.8,0.57
1223,1223,brasileiro-a,2014,37,30-11,Santos,Botafogo,2,0,MANDANTE,10.0,19.0,0.0,0.07,0.17,0.27
1224,1224,brasileiro-a,2014,37,30-11,São Paulo,Figueirense,1,1,EMPATE,2.0,12.0,0.67,0.87,0.47,0.77
1225,1225,brasileiro-a,2014,37,29-11,Flamengo,Vitória,4,0,MANDANTE,9.0,17.0,0.27,0.53,0.37,0.57
1226,1226,brasileiro-a,2014,37,29-11,Criciúma,Sport Recife,2,2,EMPATE,20.0,11.0,0.73,0.07,0.4,0.13
1227,1227,brasileiro-a,2014,37,29-11,Internacional,Palmeiras,3,1,MANDANTE,3.0,16.0,0.2,0.67,0.37,0.53
1228,1228,brasileiro-a,2014,36,23-11,Chapecoense,Botafogo,2,0,MANDANTE,14.0,19.0,0.2,0.27,0.17,0.37
1229,1229,brasileiro-a,2014,36,23-11,Corinthians,Grêmio,1,0,MANDANTE,3.0,6.0,0.67,0.73,0.57,0.8
1230,1230,brasileiro-a,2014,36,23-11,Coritiba,Palmeiras,2,0,MANDANTE,15.0,16.0,0.27,0.4,0.47,0.5
1231,1231,brasileiro-a,2014,36,23-11,Cruzeiro,Goias,2,1,MANDANTE,1.0,13.0,0.2,0.87,0.47,0.67
1232,1232,brasileiro-a,2014,36,23-11,Figueirense,Vitória,2,0,MANDANTE,12.0,17.0,0.47,0.53,0.47,0.37
1233,1233,brasileiro-a,2014,36,23-11,Flamengo,Criciúma,1,1,EMPATE,9.0,20.0,0.0,0.47,0.2,0.53
1234,1234,brasileiro-a,2014,36,23-11,Santos,São Paulo,0,1,VISITANTE,11.0,2.0,0.87,0.13,0.77,0.37
1235,1235,brasileiro-a,2014,36,23-11,Sport Recife,Fluminense,2,2,EMPATE,10.0,7.0,0.6,0.67,0.57,0.37
1236,1236,brasileiro-a,2014,36,22-11,Bahia,Atlético-PR,1,2,VISITANTE,18.0,8.0,0.47,0.2,0.53,0.17
1237,1237,brasileiro-a,2014,36,22-11,Internacional,Atlético-MG,2,1,MANDANTE,4.0,5.0,0.67,0.67,0.6,0.43
1238,1238,brasileiro-a,2014,35,20-11,Grêmio,Cruzeiro,1,2,VISITANTE,6.0,1.0,0.73,0.87,0.6,0.67
1239,1239,brasileiro-a,2014,35,20-11,Fluminense,Chapecoense,1,4,VISITANTE,7.0,15.0,0.13,0.8,0.3,0.67
1240,1240,brasileiro-a,2014,35,19-11,Atlético-MG,Flamengo,4,0,MANDANTE,4.0,10.0,0.67,0.53,0.53,0.6
1241,1241,brasileiro-a,2014,35,19-11,Palmeiras,Sport Recife,0,2,VISITANTE,14.0,11.0,0.47,0.33,0.3,0.47
1242,1242,brasileiro-a,2014,35,19-11,Criciúma,Bahia,0,1,VISITANTE,20.0,18.0,0.07,0.0,0.17,0.23
1243,1243,brasileiro-a,2014,35,19-11,Goias,Corinthians,0,1,VISITANTE,12.0,3.0,0.73,0.4,0.7,0.47
1244,1244,brasileiro-a,2014,35,19-11,Vitória,Coritiba,1,1,EMPATE,16.0,17.0,0.53,0.4,0.47,0.43
1245,1245,brasileiro-a,2014,35,19-11,Atlético-PR,Santos,1,1,EMPATE,9.0,8.0,0.07,0.6,0.43,0.6
1246,1246,brasileiro-a,2014,35,19-11,Botafogo,Figueirense,0,1,VISITANTE,19.0,13.0,0.33,0.2,0.37,0.17
1247,1247,brasileiro-a,2014,34,16-11,Atlético-MG,Figueirense,1,1,EMPATE,6.0,13.0,0.47,0.67,0.43,0.67
1248,1248,brasileiro-a,2014,34,16-11,Chapecoense,Vitória,0,1,VISITANTE,17.0,15.0,0.2,0.13,0.33,0.4
1249,1249,brasileiro-a,2014,34,16-11,São Paulo,Palmeiras,2,0,MANDANTE,2.0,14.0,0.33,0.87,0.57,0.67
1250,1250,brasileiro-a,2014,34,16-11,Atlético-PR,Sport Recife,0,1,VISITANTE,10.0,12.0,0.33,0.8,0.2,0.6
1251,1251,brasileiro-a,2014,34,16-11,Bahia,Corinthians,1,2,VISITANTE,19.0,4.0,0.73,0.07,0.6,0.27
1252,1252,brasileiro-a,2014,34,16-11,Flamengo,Coritiba,3,2,MANDANTE,8.0,16.0,0.53,0.47,0.47,0.47
1253,1253,brasileiro-a,2014,34,16-11,Internacional,Goias,1,0,MANDANTE,5.0,11.0,0.47,0.4,0.47,0.5
1254,1254,brasileiro-a,2014,34,16-11,Santos,Cruzeiro,0,1,VISITANTE,9.0,1.0,0.73,0.27,0.6,0.43
1255,1255,brasileiro-a,2014,34,15-11,Criciúma,Grêmio,0,3,VISITANTE,20.0,3.0,0.73,0.0,0.6,0.23
1256,1256,brasileiro-a,2014,34,15-11,Fluminense,Botafogo,1,0,MANDANTE,7.0,18.0,0.27,0.8,0.27,0.6
1257,1257,brasileiro-a,2014,35,12-11,São Paulo,Internacional,1,1,EMPATE,2.0,5.0,0.6,0.87,0.5,0.73
1258,1258,brasileiro-a,2014,33,09-11,Corinthians,Santos,1,0,MANDANTE,5.0,8.0,0.27,0.6,0.53,0.6
1259,1259,brasileiro-a,2014,33,09-11,Cruzeiro,Criciúma,3,1,MANDANTE,1.0,20.0,0.2,0.53,0.27,0.5
1260,1260,brasileiro-a,2014,33,09-11,Goias,Bahia,3,0,MANDANTE,10.0,19.0,0.07,0.47,0.27,0.47
1261,1261,brasileiro-a,2014,33,09-11,Figueirense,Chapecoense,1,0,MANDANTE,13.0,16.0,0.33,0.27,0.4,0.33
1262,1262,brasileiro-a,2014,33,09-11,Grêmio,Internacional,4,1,MANDANTE,3.0,6.0,0.6,0.53,0.6,0.6
1263,1263,brasileiro-a,2014,33,09-11,Sport Recife,Flamengo,2,2,EMPATE,12.0,11.0,0.6,0.27,0.47,0.27
1264,1264,brasileiro-a,2014,33,09-11,Vitória,São Paulo,1,2,VISITANTE,17.0,2.0,0.67,0.4,0.57,0.43
1265,1265,brasileiro-a,2014,33,08-11,Botafogo,Atlético-PR,0,2,VISITANTE,18.0,9.0,0.8,0.33,0.5,0.3
1266,1266,brasileiro-a,2014,33,08-11,Coritiba,Fluminense,1,0,MANDANTE,15.0,7.0,0.8,0.33,0.63,0.37
1267,1267,brasileiro-a,2014,33,08-11,Palmeiras,Atlético-MG,0,2,VISITANTE,14.0,4.0,0.67,0.53,0.67,0.57
1268,1268,brasileiro-a,2014,32,02-11,Bahia,Palmeiras,0,1,VISITANTE,19.0,13.0,0.53,0.07,0.5,0.37
1269,1269,brasileiro-a,2014,32,02-11,Atlético-PR,Atlético-MG,1,0,MANDANTE,9.0,5.0,0.73,0.6,0.77,0.4
1270,1270,brasileiro-a,2014,32,02-11,Flamengo,Chapecoense,3,0,MANDANTE,10.0,15.0,0.53,0.6,0.43,0.4
1271,1271,brasileiro-a,2014,32,02-11,Criciúma,São Paulo,1,2,VISITANTE,20.0,2.0,0.67,0.2,0.47,0.3
1272,1272,brasileiro-a,2014,32,02-11,Cruzeiro,Botafogo,2,1,MANDANTE,1.0,18.0,0.33,0.33,0.3,0.5
1273,1273,brasileiro-a,2014,32,02-11,Santos,Internacional,1,2,VISITANTE,8.0,3.0,0.4,0.47,0.53,0.57
1274,1274,brasileiro-a,2014,32,02-11,Sport Recife,Figueirense,1,0,MANDANTE,12.0,14.0,0.27,0.07,0.37,0.2
1275,1275,brasileiro-a,2014,32,01-11,Corinthians,Coritiba,2,2,EMPATE,7.0,17.0,0.47,0.73,0.43,0.6
1276,1276,brasileiro-a,2014,32,01-11,Goias,Fluminense,0,2,VISITANTE,11.0,4.0,0.67,0.53,0.53,0.47
1277,1277,brasileiro-a,2014,32,01-11,Grêmio,Vitória,1,0,MANDANTE,6.0,16.0,0.47,0.53,0.53,0.53
1278,1278,brasileiro-a,2014,31,27-10,São Paulo,Goias,3,0,MANDANTE,2.0,9.0,0.73,0.67,0.47,0.47
1279,1279,brasileiro-a,2014,31,25-10,Botafogo,Flamengo,2,1,MANDANTE,17.0,11.0,0.6,0.13,0.5,0.2
1280,1280,brasileiro-a,2014,31,25-10,Internacional,Bahia,2,0,MANDANTE,4.0,19.0,0.13,0.2,0.47,0.53
1281,1281,brasileiro-a,2014,31,25-10,Atlético-MG,Sport Recife,3,2,MANDANTE,3.0,12.0,0.07,0.53,0.2,0.7
1282,1282,brasileiro-a,2014,31,25-10,Chapecoense,Santos,1,1,EMPATE,15.0,8.0,0.6,0.47,0.63,0.5
1283,1283,brasileiro-a,2014,31,25-10,Coritiba,Grêmio,1,1,EMPATE,18.0,7.0,0.47,0.6,0.53,0.4
1284,1284,brasileiro-a,2014,31,25-10,Vitória,Criciúma,3,1,MANDANTE,16.0,20.0,0.4,0.47,0.4,0.43
1285,1285,brasileiro-a,2014,31,25-10,Figueirense,Cruzeiro,1,1,EMPATE,13.0,1.0,0.47,0.2,0.47,0.33
1286,1286,brasileiro-a,2014,31,25-10,Fluminense,Atlético-PR,2,1,MANDANTE,6.0,10.0,0.6,0.53,0.5,0.53
1287,1287,brasileiro-a,2014,31,25-10,Palmeiras,Corinthians,1,1,EMPATE,14.0,5.0,0.87,0.67,0.57,0.47
1288,1288,brasileiro-a,2014,30,22-10,Sport Recife,Goias,0,1,VISITANTE,12.0,9.0,0.53,0.13,0.47,0.3
1289,1289,brasileiro-a,2014,30,22-10,Chapecoense,São Paulo,0,0,EMPATE,15.0,2.0,0.6,0.47,0.53,0.47
1290,1290,brasileiro-a,2014,30,22-10,Santos,Fluminense,0,1,VISITANTE,8.0,7.0,0.53,0.8,0.47,0.63
1291,1291,brasileiro-a,2014,30,22-10,Coritiba,Botafogo,2,0,MANDANTE,16.0,19.0,0.13,0.4,0.2,0.4
1292,1292,brasileiro-a,2014,30,22-10,Grêmio,Figueirense,1,0,MANDANTE,6.0,13.0,0.4,0.47,0.37,0.53
1293,1293,brasileiro-a,2014,30,22-10,Corinthians,Vitória,2,1,MANDANTE,3.0,17.0,0.47,0.67,0.53,0.57
1294,1294,brasileiro-a,2014,30,22-10,Criciúma,Atlético-PR,0,1,VISITANTE,20.0,10.0,0.6,0.47,0.4,0.4
1295,1295,brasileiro-a,2014,30,22-10,Cruzeiro,Palmeiras,1,1,EMPATE,1.0,14.0,0.6,0.47,0.53,0.53
1296,1296,brasileiro-a,2014,30,22-10,Flamengo,Internacional,2,0,MANDANTE,11.0,5.0,0.4,0.4,0.53,0.4
1297,1297,brasileiro-a,2014,30,21-10,Bahia,Atlético-MG,1,1,EMPATE,18.0,4.0,0.67,0.27,0.67,0.43
1298,1298,brasileiro-a,2014,29,19-10,Botafogo,Sport Recife,1,1,EMPATE,17.0,12.0,0.07,0.27,0.27,0.17
1299,1299,brasileiro-a,2014,29,19-10,Vitória,Cruzeiro,0,1,VISITANTE,16.0,1.0,0.47,0.47,0.47,0.53
1300,1300,brasileiro-a,2014,29,19-10,Atlético-PR,Flamengo,2,1,MANDANTE,10.0,11.0,0.47,0.4,0.4,0.33
1301,1301,brasileiro-a,2014,29,19-10,Figueirense,Coritiba,4,0,MANDANTE,13.0,20.0,0.4,0.4,0.43,0.37
1302,1302,brasileiro-a,2014,29,19-10,Internacional,Corinthians,1,2,VISITANTE,3.0,5.0,0.47,0.6,0.5,0.53
1303,1303,brasileiro-a,2014,29,19-10,Palmeiras,Santos,1,3,VISITANTE,14.0,7.0,0.6,0.8,0.63,0.57
1304,1304,brasileiro-a,2014,29,18-10,Atlético-MG,Chapecoense,1,0,MANDANTE,4.0,15.0,0.67,0.67,0.5,0.67
1305,1305,brasileiro-a,2014,29,18-10,Fluminense,Criciúma,4,2,MANDANTE,8.0,19.0,0.47,0.4,0.43,0.4
1306,1306,brasileiro-a,2014,29,18-10,Goias,Grêmio,0,0,EMPATE,9.0,6.0,0.47,0.47,0.6,0.47
1307,1307,brasileiro-a,2014,29,18-10,São Paulo,Bahia,2,1,MANDANTE,2.0,18.0,0.47,0.47,0.47,0.53
1308,1308,brasileiro-a,2014,28,12-10,Atlético-PR,Figueirense,3,0,MANDANTE,14.0,15.0,0.4,0.2,0.4,0.23
1309,1309,brasileiro-a,2014,28,12-10,Criciúma,Santos,3,0,MANDANTE,18.0,7.0,0.8,0.33,0.63,0.33
1310,1310,brasileiro-a,2014,28,12-10,Sport Recife,Vitória,1,2,VISITANTE,11.0,16.0,0.47,0.27,0.43,0.37
1311,1311,brasileiro-a,2014,28,12-10,Atlético-MG,São Paulo,1,0,MANDANTE,4.0,3.0,0.47,0.67,0.57,0.6
1312,1312,brasileiro-a,2014,28,12-10,Bahia,Chapecoense,0,1,VISITANTE,17.0,13.0,0.47,0.47,0.4,0.47
1313,1313,brasileiro-a,2014,28,12-10,Flamengo,Cruzeiro,3,0,MANDANTE,10.0,1.0,0.47,0.33,0.57,0.4
1314,1314,brasileiro-a,2014,28,12-10,Internacional,Fluminense,2,1,MANDANTE,2.0,8.0,0.47,0.6,0.43,0.53
1315,1315,brasileiro-a,2014,28,11-10,Palmeiras,Grêmio,2,1,MANDANTE,12.0,5.0,0.67,0.6,0.7,0.47
1316,1316,brasileiro-a,2014,9,11-10,Botafogo,Corinthians,1,0,MANDANTE,13.0,5.0,0.53,0.47,0.67,0.38
1317,1317,brasileiro-a,2014,28,11-10,Goias,Coritiba,3,0,MANDANTE,9.0,20.0,0.4,0.47,0.47,0.47
1318,1318,brasileiro-a,2014,27,09-10,Chapecoense,Internacional,5,0,MANDANTE,14.0,3.0,0.67,0.33,0.53,0.3
1319,1319,brasileiro-a,2014,27,09-10,Fluminense,Atlético-MG,0,0,EMPATE,8.0,6.0,0.8,0.4,0.67,0.5
1320,1320,brasileiro-a,2014,27,09-10,Santos,Bahia,1,0,MANDANTE,7.0,16.0,0.67,0.67,0.5,0.53
1321,1321,brasileiro-a,2014,27,08-10,Cruzeiro,Corinthians,0,1,VISITANTE,1.0,5.0,0.47,0.67,0.4,0.67
1322,1322,brasileiro-a,2014,27,08-10,Figueirense,Flamengo,1,2,VISITANTE,12.0,11.0,0.2,0.47,0.4,0.5
1323,1323,brasileiro-a,2014,27,08-10,Grêmio,Sport Recife,2,0,MANDANTE,4.0,9.0,0.33,0.53,0.37,0.7
1324,1324,brasileiro-a,2014,27,08-10,Vitória,Goias,2,2,EMPATE,19.0,10.0,0.4,0.6,0.43,0.4
1325,1325,brasileiro-a,2014,27,08-10,Botafogo,Palmeiras,0,1,VISITANTE,18.0,13.0,0.47,0.27,0.47,0.33
1326,1326,brasileiro-a,2014,27,08-10,Coritiba,Criciúma,1,0,MANDANTE,17.0,20.0,0.4,0.4,0.33,0.37
1327,1327,brasileiro-a,2014,27,08-10,São Paulo,Atlético-PR,1,0,MANDANTE,2.0,15.0,0.2,0.27,0.27,0.57
1328,1328,brasileiro-a,2014,26,04-10,Goias,Figueirense,1,0,MANDANTE,10.0,11.0,0.47,0.2,0.6,0.33
1329,1329,brasileiro-a,2014,26,04-10,Corinthians,Sport Recife,3,0,MANDANTE,6.0,9.0,0.33,0.27,0.47,0.4
1330,1330,brasileiro-a,2014,26,04-10,Criciúma,Atlético-MG,3,1,MANDANTE,19.0,4.0,0.87,0.4,0.67,0.27
1331,1331,brasileiro-a,2014,26,04-10,Cruzeiro,Internacional,2,1,MANDANTE,1.0,2.0,0.87,0.47,0.53,0.67
1332,1332,brasileiro-a,2014,26,04-10,Coritiba,Atlético-PR,1,0,MANDANTE,20.0,12.0,0.4,0.2,0.27,0.37
1333,1333,brasileiro-a,2014,26,04-10,Flamengo,Santos,0,1,VISITANTE,13.0,8.0,0.67,0.4,0.53,0.5
1334,1334,brasileiro-a,2014,26,04-10,Fluminense,Bahia,1,1,EMPATE,7.0,14.0,0.8,0.53,0.5,0.47
1335,1335,brasileiro-a,2014,26,04-10,Grêmio,São Paulo,0,1,VISITANTE,5.0,3.0,0.27,0.6,0.57,0.7
1336,1336,brasileiro-a,2014,26,04-10,Vitória,Botafogo,2,1,MANDANTE,18.0,15.0,0.27,0.4,0.33,0.3
1337,1337,brasileiro-a,2014,26,02-10,Palmeiras,Chapecoense,4,2,MANDANTE,16.0,17.0,0.53,0.27,0.4,0.37
1338,1338,brasileiro-a,2014,25,28-09,Figueirense,Palmeiras,3,1,MANDANTE,10.0,17.0,0.47,0.33,0.37,0.53
1339,1339,brasileiro-a,2014,25,28-09,Internacional,Coritiba,4,2,MANDANTE,2.0,20.0,0.4,0.67,0.37,0.53
1340,1340,brasileiro-a,2014,25,28-09,Santos,Goias,2,0,MANDANTE,8.0,13.0,0.4,0.47,0.33,0.43
1341,1341,brasileiro-a,2014,25,28-09,Atlético-MG,Vitória,2,0,MANDANTE,4.0,18.0,0.6,0.67,0.33,0.6
1342,1342,brasileiro-a,2014,25,28-09,Atlético-PR,Corinthians,1,0,MANDANTE,11.0,7.0,0.47,0.2,0.43,0.2
1343,1343,brasileiro-a,2014,25,28-09,Bahia,Flamengo,2,1,MANDANTE,14.0,12.0,0.4,0.6,0.6,0.43
1344,1344,brasileiro-a,2014,25,28-09,Botafogo,Grêmio,0,2,VISITANTE,15.0,5.0,0.6,0.27,0.7,0.43
1345,1345,brasileiro-a,2014,25,27-09,São Paulo,Fluminense,1,3,VISITANTE,3.0,6.0,0.4,0.47,0.37,0.67
1346,1346,brasileiro-a,2014,25,27-09,Chapecoense,Criciúma,1,1,EMPATE,16.0,19.0,0.33,0.47,0.23,0.4
1347,1347,brasileiro-a,2014,25,27-09,Sport Recife,Cruzeiro,0,0,EMPATE,9.0,1.0,0.6,0.47,0.73,0.47
1348,1348,brasileiro-a,2014,24,25-09,Atlético-MG,Santos,3,2,MANDANTE,4.0,9.0,0.67,0.67,0.43,0.6
1349,1349,brasileiro-a,2014,24,25-09,Botafogo,Goias,1,0,MANDANTE,13.0,11.0,0.47,0.07,0.33,0.33
1350,1350,brasileiro-a,2014,24,25-09,Palmeiras,Vitória,2,0,MANDANTE,17.0,18.0,0.6,0.33,0.33,0.27
1351,1351,brasileiro-a,2014,24,24-09,Figueirense,Corinthians,1,0,MANDANTE,12.0,6.0,0.53,0.33,0.53,0.53
1352,1352,brasileiro-a,2014,24,24-09,Fluminense,Grêmio,0,0,EMPATE,7.0,5.0,0.73,0.4,0.67,0.37
1353,1353,brasileiro-a,2014,24,24-09,São Paulo,Flamengo,2,2,EMPATE,3.0,10.0,0.33,0.6,0.67,0.73
1354,1354,brasileiro-a,2014,24,24-09,Bahia,Sport Recife,1,0,MANDANTE,16.0,8.0,0.47,0.47,0.47,0.43
1355,1355,brasileiro-a,2014,24,24-09,Chapecoense,Atlético-PR,3,0,MANDANTE,15.0,14.0,0.27,0.33,0.3,0.3
