,Unnamed: 0,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
3520,3520,brasileiro-a,2008,35,16-11,Santos,Internacional,1,0,MANDANTE,13.0,7.0,0.53,0.47,0.6,0.47
3521,3521,brasileiro-a,2008,35,16-11,Flamengo,Palmeiras,5,2,MANDANTE,3.0,5.0,0.47,0.73,0.6,0.67
3522,3522,brasileiro-a,2008,35,16-11,Goias,Botafogo,3,1,MANDANTE,6.0,9.0,0.2,0.27,0.23,0.5
3523,3523,brasileiro-a,2008,35,16-11,São Paulo,Figueirense,3,1,MANDANTE,1.0,19.0,0.13,0.87,0.23,0.87
3524,3524,brasileiro-a,2008,35,15-11,Fluminense,Portuguesa,3,1,MANDANTE,15.0,18.0,0.53,0.47,0.43,0.4
3525,3525,brasileiro-a,2008,35,15-11,Ipatinga,Sport Recife,3,0,MANDANTE,20.0,12.0,0.33,0.27,0.33,0.33
3526,3526,brasileiro-a,2008,35,15-11,Náutico,Cruzeiro,5,2,MANDANTE,16.0,4.0,0.6,0.27,0.6,0.27
3527,3527,brasileiro-a,2008,35,12-11,Atlético-MG,Vasco,4,1,MANDANTE,10.0,17.0,0.67,0.47,0.37,0.47
3528,3528,brasileiro-a,2008,34,09-11,Botafogo,Flamengo,0,1,VISITANTE,8.0,5.0,0.53,0.4,0.67,0.33
3529,3529,brasileiro-a,2008,34,09-11,Internacional,Ipatinga,4,0,MANDANTE,6.0,20.0,0.27,0.4,0.33,0.6
3530,3530,brasileiro-a,2008,34,09-11,Vitória,Atlético-MG,0,1,VISITANTE,10.0,12.0,0.47,0.13,0.4,0.27
3531,3531,brasileiro-a,2008,34,09-11,Coritiba,Náutico,0,0,EMPATE,7.0,19.0,0.2,0.33,0.33,0.4
3532,3532,brasileiro-a,2008,34,09-11,Cruzeiro,Fluminense,1,0,MANDANTE,3.0,16.0,0.67,0.6,0.43,0.6
3533,3533,brasileiro-a,2008,34,09-11,Palmeiras,Grêmio,0,1,VISITANTE,4.0,2.0,0.47,0.53,0.4,0.6
3534,3534,brasileiro-a,2008,34,09-11,Sport Recife,Goias,2,1,MANDANTE,11.0,9.0,0.33,0.2,0.6,0.33
3535,3535,brasileiro-a,2008,34,08-11,Figueirense,Atlético-PR,0,2,VISITANTE,18.0,14.0,0.47,0.2,0.4,0.23
3536,3536,brasileiro-a,2008,34,08-11,Portuguesa,São Paulo,2,3,VISITANTE,17.0,1.0,0.87,0.6,0.8,0.43
3537,3537,brasileiro-a,2008,34,08-11,Vasco,Santos,1,0,MANDANTE,15.0,13.0,0.47,0.53,0.57,0.27
3538,3538,brasileiro-a,2008,33,05-11,Figueirense,Fluminense,0,1,VISITANTE,17.0,14.0,0.53,0.33,0.37,0.2
3539,3539,brasileiro-a,2008,33,02-11,Fluminense,Vasco,0,1,VISITANTE,14.0,18.0,0.33,0.53,0.17,0.37
3540,3540,brasileiro-a,2008,33,02-11,Grêmio,Figueirense,1,1,EMPATE,3.0,17.0,0.33,0.6,0.2,0.47
3541,3541,brasileiro-a,2008,33,02-11,São Paulo,Internacional,3,0,MANDANTE,1.0,9.0,0.4,0.87,0.6,0.73
3542,3542,brasileiro-a,2008,33,02-11,Atlético-MG,Botafogo,2,1,MANDANTE,12.0,6.0,0.4,0.27,0.37,0.33
3543,3543,brasileiro-a,2008,33,02-11,Atlético-PR,Sport Recife,1,0,MANDANTE,16.0,11.0,0.2,0.27,0.43,0.3
3544,3544,brasileiro-a,2008,33,02-11,Goias,Cruzeiro,3,0,MANDANTE,8.0,4.0,0.8,0.2,0.63,0.6
3545,3545,brasileiro-a,2008,33,02-11,Santos,Palmeiras,1,2,VISITANTE,13.0,2.0,0.53,0.67,0.6,0.6
3546,3546,brasileiro-a,2008,33,01-11,Flamengo,Portuguesa,2,2,EMPATE,5.0,15.0,0.53,0.67,0.43,0.67
3547,3547,brasileiro-a,2008,33,01-11,Ipatinga,Coritiba,2,0,MANDANTE,20.0,7.0,0.53,0.07,0.43,0.27
3548,3548,brasileiro-a,2008,32,01-11,Náutico,Vitória,1,0,MANDANTE,17.0,9.0,0.27,0.2,0.37,0.37
3549,3549,brasileiro-a,2008,32,30-10,Sport Recife,Santos,1,1,EMPATE,11.0,12.0,0.67,0.13,0.67,0.43
3550,3550,brasileiro-a,2008,32,30-10,Vasco,Atlético-PR,2,2,EMPATE,19.0,18.0,0.27,0.27,0.27,0.17
3551,3551,brasileiro-a,2008,32,29-10,Botafogo,São Paulo,1,2,VISITANTE,6.0,2.0,0.87,0.47,0.67,0.4
3552,3552,brasileiro-a,2008,32,29-10,Cruzeiro,Grêmio,3,0,MANDANTE,3.0,1.0,0.6,0.6,0.5,0.53
3553,3553,brasileiro-a,2008,32,29-10,Vitória,Flamengo,0,0,EMPATE,9.0,5.0,0.8,0.27,0.67,0.37
3554,3554,brasileiro-a,2008,32,29-10,Internacional,Náutico,1,1,EMPATE,8.0,17.0,0.2,0.53,0.37,0.6
3555,3555,brasileiro-a,2008,32,29-10,Palmeiras,Goias,1,0,MANDANTE,4.0,10.0,0.4,0.4,0.6,0.6
3556,3556,brasileiro-a,2008,32,29-10,Coritiba,Atlético-MG,2,1,MANDANTE,7.0,13.0,0.33,0.4,0.43,0.37
3557,3557,brasileiro-a,2008,32,29-10,Portuguesa,Ipatinga,2,0,MANDANTE,14.0,20.0,0.27,0.4,0.37,0.33
3558,3558,brasileiro-a,2008,31,25-10,Atlético-MG,Internacional,2,2,EMPATE,13.0,7.0,0.67,0.47,0.67,0.43
3559,3559,brasileiro-a,2008,31,25-10,Atlético-PR,Cruzeiro,1,0,MANDANTE,18.0,3.0,0.8,0.13,0.53,0.17
3560,3560,brasileiro-a,2008,31,25-10,Náutico,Portuguesa,1,1,EMPATE,16.0,17.0,0.53,0.13,0.3,0.33
3561,3561,brasileiro-a,2008,31,25-10,Santos,Figueirense,3,0,MANDANTE,12.0,15.0,0.4,0.47,0.2,0.6
3562,3562,brasileiro-a,2008,31,25-10,Fluminense,Palmeiras,3,0,MANDANTE,14.0,5.0,0.6,0.4,0.6,0.4
3563,3563,brasileiro-a,2008,31,25-10,Ipatinga,Botafogo,0,3,VISITANTE,20.0,6.0,0.27,0.27,0.4,0.4
3564,3564,brasileiro-a,2008,31,23-10,Flamengo,Coritiba,5,0,MANDANTE,4.0,8.0,0.6,0.8,0.47,0.67
3565,3565,brasileiro-a,2008,31,23-10,Grêmio,Sport Recife,1,0,MANDANTE,1.0,11.0,0.2,0.47,0.47,0.4
3566,3566,brasileiro-a,2008,31,23-10,São Paulo,Vitória,2,1,MANDANTE,2.0,10.0,0.27,0.73,0.4,0.67
3567,3567,brasileiro-a,2008,31,22-10,Goias,Vasco,2,4,VISITANTE,9.0,19.0,0.07,0.6,0.17,0.63
3568,3568,brasileiro-a,2008,30,19-10,Portuguesa,Grêmio,2,0,MANDANTE,16.0,1.0,0.47,0.33,0.5,0.2
3569,3569,brasileiro-a,2008,30,19-10,Sport Recife,Náutico,2,2,EMPATE,11.0,15.0,0.27,0.33,0.3,0.43
3570,3570,brasileiro-a,2008,30,19-10,Vasco,Flamengo,0,1,VISITANTE,20.0,5.0,0.6,0.07,0.6,0.27
3571,3571,brasileiro-a,2008,30,19-10,Atlético-MG,Cruzeiro,0,2,VISITANTE,12.0,2.0,0.6,0.47,0.53,0.43
3572,3572,brasileiro-a,2008,30,19-10,Coritiba,Goias,1,1,EMPATE,8.0,9.0,0.73,0.53,0.7,0.43
3573,3573,brasileiro-a,2008,30,19-10,Palmeiras,São Paulo,2,2,EMPATE,3.0,4.0,0.87,0.73,0.63,0.67
3574,3574,brasileiro-a,2008,30,19-10,Vitória,Fluminense,2,2,EMPATE,10.0,17.0,0.33,0.4,0.47,0.37
3575,3575,brasileiro-a,2008,30,18-10,Botafogo,Santos,0,1,VISITANTE,6.0,13.0,0.47,0.27,0.53,0.5
3576,3576,brasileiro-a,2008,30,18-10,Figueirense,Ipatinga,1,1,EMPATE,14.0,19.0,0.4,0.33,0.37,0.27
3577,3577,brasileiro-a,2008,30,18-10,Internacional,Atlético-PR,2,1,MANDANTE,7.0,18.0,0.33,0.67,0.27,0.57
3578,3578,brasileiro-a,2008,29,11-10,Atlético-PR,Fluminense,1,3,VISITANTE,17.0,16.0,0.2,0.33,0.37,0.27
3579,3579,brasileiro-a,2008,29,11-10,Flamengo,Atlético-MG,0,3,VISITANTE,5.0,12.0,0.33,0.8,0.33,0.7
3580,3580,brasileiro-a,2008,29,11-10,Goias,Internacional,1,1,EMPATE,8.0,10.0,0.8,0.87,0.57,0.67
3581,3581,brasileiro-a,2008,29,11-10,Portuguesa,Coritiba,0,0,EMPATE,18.0,7.0,0.47,0.27,0.5,0.27
3582,3582,brasileiro-a,2008,29,09-10,Botafogo,Vitória,3,1,MANDANTE,6.0,9.0,0.4,0.27,0.47,0.5
3583,3583,brasileiro-a,2008,29,09-10,Cruzeiro,Ipatinga,1,0,MANDANTE,3.0,20.0,0.4,0.6,0.47,0.43
3584,3584,brasileiro-a,2008,29,09-10,São Paulo,Náutico,1,0,MANDANTE,4.0,15.0,0.47,0.73,0.4,0.63
3585,3585,brasileiro-a,2008,29,08-10,Figueirense,Palmeiras,0,0,EMPATE,14.0,2.0,0.67,0.27,0.63,0.27
3586,3586,brasileiro-a,2008,29,08-10,Grêmio,Santos,2,0,MANDANTE,1.0,13.0,0.67,0.33,0.53,0.5
3587,3587,brasileiro-a,2008,29,08-10,Sport Recife,Vasco,2,2,EMPATE,11.0,19.0,0.0,0.47,0.23,0.4
3588,3588,brasileiro-a,2008,28,04-10,Coritiba,Internacional,4,2,MANDANTE,6.0,10.0,0.8,0.33,0.57,0.5
3589,3589,brasileiro-a,2008,28,04-10,Náutico,Flamengo,0,2,VISITANTE,15.0,4.0,0.67,0.53,0.6,0.4
3590,3590,brasileiro-a,2008,28,04-10,Santos,Atlético-PR,4,0,MANDANTE,13.0,16.0,0.33,0.53,0.37,0.43
3591,3591,brasileiro-a,2008,28,04-10,Vasco,Figueirense,2,4,VISITANTE,20.0,14.0,0.07,0.0,0.17,0.23
3592,3592,brasileiro-a,2008,28,04-10,Grêmio,Botafogo,2,1,MANDANTE,2.0,9.0,0.33,0.33,0.6,0.5
3593,3593,brasileiro-a,2008,28,04-10,Ipatinga,São Paulo,1,3,VISITANTE,18.0,5.0,0.6,0.47,0.53,0.47
3594,3594,brasileiro-a,2008,28,04-10,Palmeiras,Atlético-MG,3,1,MANDANTE,1.0,12.0,0.4,0.67,0.43,0.63
3595,3595,brasileiro-a,2008,28,02-10,Cruzeiro,Sport Recife,1,0,MANDANTE,3.0,11.0,0.67,0.47,0.5,0.43
3596,3596,brasileiro-a,2008,28,02-10,Vitória,Portuguesa,3,1,MANDANTE,7.0,17.0,0.33,0.27,0.27,0.37
3597,3597,brasileiro-a,2008,28,01-10,Fluminense,Goias,1,1,EMPATE,19.0,8.0,1.0,0.2,0.73,0.43
3598,3598,brasileiro-a,2008,27,28-09,Botafogo,Fluminense,1,1,EMPATE,6.0,20.0,0.2,0.33,0.4,0.67
3599,3599,brasileiro-a,2008,27,28-09,Internacional,Grêmio,4,1,MANDANTE,8.0,2.0,0.4,0.67,0.6,0.57
3600,3600,brasileiro-a,2008,27,28-09,Santos,Portuguesa,1,1,EMPATE,14.0,17.0,0.27,0.67,0.23,0.4
3601,3601,brasileiro-a,2008,27,28-09,Coritiba,Atlético-PR,1,1,EMPATE,9.0,16.0,0.27,0.33,0.33,0.57
3602,3602,brasileiro-a,2008,27,28-09,Ipatinga,Vasco,3,1,MANDANTE,18.0,19.0,0.07,0.47,0.23,0.37
3603,3603,brasileiro-a,2008,27,28-09,Náutico,Palmeiras,0,0,EMPATE,13.0,1.0,0.8,0.53,0.7,0.37
3604,3604,brasileiro-a,2008,27,28-09,São Paulo,Cruzeiro,2,0,MANDANTE,5.0,3.0,0.47,0.47,0.53,0.53
3605,3605,brasileiro-a,2008,27,27-09,Atlético-MG,Figueirense,0,0,EMPATE,12.0,15.0,0.0,0.53,0.23,0.5
3606,3606,brasileiro-a,2008,27,27-09,Flamengo,Sport Recife,2,1,MANDANTE,4.0,11.0,0.73,0.53,0.5,0.5
3607,3607,brasileiro-a,2008,27,27-09,Goias,Vitória,3,0,MANDANTE,7.0,10.0,0.47,0.8,0.37,0.73
3608,3608,brasileiro-a,2008,26,21-09,Flamengo,Ipatinga,1,0,MANDANTE,4.0,20.0,0.53,0.53,0.37,0.4
3609,3609,brasileiro-a,2008,26,21-09,Internacional,Vitória,1,0,MANDANTE,11.0,7.0,0.53,0.67,0.47,0.47
3610,3610,brasileiro-a,2008,26,21-09,Palmeiras,Vasco,2,0,MANDANTE,2.0,17.0,0.27,0.6,0.33,0.7
3611,3611,brasileiro-a,2008,26,21-09,Atlético-PR,Grêmio,0,0,EMPATE,16.0,1.0,0.33,0.2,0.67,0.3
3612,3612,brasileiro-a,2008,26,21-09,Figueirense,Cruzeiro,3,4,VISITANTE,15.0,3.0,0.27,0.0,0.53,0.27
3613,3613,brasileiro-a,2008,26,21-09,Portuguesa,Botafogo,3,1,MANDANTE,18.0,6.0,0.53,0.07,0.77,0.23
3614,3614,brasileiro-a,2008,26,21-09,Sport Recife,São Paulo,0,0,EMPATE,10.0,5.0,0.6,0.73,0.53,0.57
3615,3615,brasileiro-a,2008,26,20-09,Atlético-MG,Náutico,2,1,MANDANTE,12.0,13.0,0.53,0.4,0.37,0.4
3616,3616,brasileiro-a,2008,26,20-09,Fluminense,Coritiba,2,3,VISITANTE,19.0,8.0,0.33,0.4,0.47,0.4
3617,3617,brasileiro-a,2008,26,20-09,Goias,Santos,4,1,MANDANTE,9.0,14.0,0.73,0.67,0.5,0.63
3618,3618,brasileiro-a,2008,25,14-09,Botafogo,Internacional,1,2,VISITANTE,4.0,11.0,0.47,0.73,0.37,0.8
3619,3619,brasileiro-a,2008,25,14-09,Santos,Fluminense,2,1,MANDANTE,14.0,18.0,0.6,0.6,0.4,0.5
3620,3620,brasileiro-a,2008,25,14-09,Vitória,Coritiba,1,0,MANDANTE,6.0,9.0,0.33,0.33,0.57,0.37
3621,3621,brasileiro-a,2008,25,14-09,Cruzeiro,Palmeiras,0,1,VISITANTE,3.0,2.0,0.6,0.47,0.63,0.63
3622,3622,brasileiro-a,2008,25,14-09,São Paulo,Flamengo,2,0,MANDANTE,5.0,7.0,0.6,0.4,0.43,0.53
3623,3623,brasileiro-a,2008,25,14-09,Sport Recife,Figueirense,5,0,MANDANTE,8.0,15.0,0.2,0.53,0.3,0.57
3624,3624,brasileiro-a,2008,25,14-09,Vasco,Náutico,1,3,VISITANTE,17.0,13.0,0.33,0.47,0.27,0.33
3625,3625,brasileiro-a,2008,25,13-09,Atlético-PR,Portuguesa,2,0,MANDANTE,16.0,20.0,0.07,0.2,0.23,0.23
3626,3626,brasileiro-a,2008,25,13-09,Grêmio,Goias,1,2,VISITANTE,1.0,10.0,0.67,0.53,0.53,0.7
3627,3627,brasileiro-a,2008,25,13-09,Ipatinga,Atlético-MG,3,2,MANDANTE,19.0,12.0,0.4,0.33,0.5,0.37
3628,3628,brasileiro-a,2008,24,06-09,Coritiba,Botafogo,0,1,VISITANTE,8.0,4.0,0.73,0.53,0.8,0.67
3629,3629,brasileiro-a,2008,24,06-09,Fluminense,Grêmio,0,0,EMPATE,17.0,1.0,0.67,0.53,0.77,0.4
3630,3630,brasileiro-a,2008,24,06-09,Internacional,Portuguesa,1,0,MANDANTE,11.0,19.0,0.27,0.33,0.27,0.37
3631,3631,brasileiro-a,2008,24,06-09,Náutico,Ipatinga,2,0,MANDANTE,15.0,20.0,0.53,0.33,0.37,0.17
3632,3632,brasileiro-a,2008,24,04-09,Palmeiras,Sport Recife,0,3,VISITANTE,3.0,9.0,0.33,0.6,0.57,0.73
3633,3633,brasileiro-a,2008,24,04-09,Vasco,Cruzeiro,1,3,VISITANTE,14.0,2.0,0.27,0.47,0.53,0.37
3634,3634,brasileiro-a,2008,24,03-09,Atlético-MG,São Paulo,1,1,EMPATE,12.0,6.0,0.53,0.33,0.5,0.47
3635,3635,brasileiro-a,2008,24,03-09,Figueirense,Flamengo,2,3,VISITANTE,13.0,5.0,0.6,0.27,0.37,0.3
3636,3636,brasileiro-a,2008,24,03-09,Santos,Vitória,2,0,MANDANTE,16.0,7.0,0.53,0.4,0.47,0.4
3637,3637,brasileiro-a,2008,24,03-09,Goias,Atlético-PR,4,0,MANDANTE,10.0,18.0,0.2,0.47,0.23,0.53
3638,3638,brasileiro-a,2008,23,31-08,Cruzeiro,Coritiba,1,1,EMPATE,3.0,8.0,0.67,0.4,0.63,0.5
3639,3639,brasileiro-a,2008,23,31-08,Flamengo,Fluminense,2,2,EMPATE,7.0,15.0,0.67,0.53,0.47,0.33
3640,3640,brasileiro-a,2008,23,31-08,Portuguesa,Atlético-MG,1,1,EMPATE,18.0,12.0,0.47,0.2,0.53,0.23
3641,3641,brasileiro-a,2008,23,31-08,Atlético-PR,Palmeiras,1,2,VISITANTE,16.0,2.0,0.6,0.4,0.63,0.33
3642,3642,brasileiro-a,2008,23,31-08,Grêmio,Vasco,2,1,MANDANTE,1.0,14.0,0.47,0.67,0.37,0.77
3643,3643,brasileiro-a,2008,23,31-08,São Paulo,Santos,0,0,EMPATE,5.0,19.0,0.33,0.47,0.47,0.57
3644,3644,brasileiro-a,2008,23,31-08,Sport Recife,Internacional,1,0,MANDANTE,9.0,11.0,0.33,0.33,0.4,0.47
3645,3645,brasileiro-a,2008,23,30-08,Botafogo,Náutico,1,1,EMPATE,4.0,17.0,0.27,0.87,0.17,0.77
3646,3646,brasileiro-a,2008,23,30-08,Goias,Figueirense,2,0,MANDANTE,10.0,13.0,0.27,0.47,0.3,0.53
3647,3647,brasileiro-a,2008,23,30-08,Vitória,Ipatinga,0,0,EMPATE,6.0,20.0,0.47,0.47,0.43,0.53
3648,3648,brasileiro-a,2008,22,24-08,Atlético-MG,Atlético-PR,4,0,MANDANTE,11.0,16.0,0.4,0.47,0.33,0.43
3649,3649,brasileiro-a,2008,22,24-08,Náutico,Grêmio,1,1,EMPATE,17.0,1.0,0.8,0.2,0.77,0.13
3650,3650,brasileiro-a,2008,22,24-08,Vasco,Botafogo,1,1,EMPATE,14.0,4.0,1.0,0.4,0.83,0.37
3651,3651,brasileiro-a,2008,22,24-08,Coritiba,São Paulo,2,2,EMPATE,8.0,5.0,0.6,0.8,0.63,0.7
3652,3652,brasileiro-a,2008,22,24-08,Internacional,Flamengo,1,1,EMPATE,9.0,7.0,0.47,0.47,0.3,0.47
3653,3653,brasileiro-a,2008,22,24-08,Ipatinga,Goias,1,0,MANDANTE,20.0,13.0,0.67,0.27,0.57,0.33
3654,3654,brasileiro-a,2008,22,24-08,Palmeiras,Portuguesa,4,2,MANDANTE,2.0,18.0,0.2,0.6,0.33,0.63
3655,3655,brasileiro-a,2008,22,24-08,Santos,Cruzeiro,2,0,MANDANTE,19.0,3.0,0.6,0.13,0.6,0.37
3656,3656,brasileiro-a,2008,22,23-08,Figueirense,Vitória,1,2,VISITANTE,12.0,6.0,0.27,0.47,0.43,0.4
3657,3657,brasileiro-a,2008,22,23-08,Fluminense,Sport Recife,1,1,EMPATE,15.0,10.0,0.27,0.6,0.47,0.43
3658,3658,brasileiro-a,2008,21,21-08,Atlético-MG,Goias,1,1,EMPATE,14.0,12.0,0.6,0.4,0.57,0.4
3659,3659,brasileiro-a,2008,21,21-08,Flamengo,Grêmio,2,1,MANDANTE,6.0,1.0,1.0,0.27,0.87,0.3
3660,3660,brasileiro-a,2008,21,21-08,Portuguesa,Vasco,0,1,VISITANTE,17.0,13.0,0.4,0.4,0.27,0.33
3661,3661,brasileiro-a,2008,21,20-08,Internacional,Palmeiras,4,1,MANDANTE,9.0,4.0,0.8,0.27,0.63,0.4
3662,3662,brasileiro-a,2008,21,20-08,Ipatinga,Santos,1,1,EMPATE,20.0,19.0,0.27,0.2,0.37,0.3
3663,3663,brasileiro-a,2008,21,20-08,Náutico,Fluminense,1,3,VISITANTE,18.0,16.0,0.4,0.2,0.43,0.13
3664,3664,brasileiro-a,2008,21,20-08,Botafogo,Cruzeiro,1,0,MANDANTE,3.0,2.0,0.8,1.0,0.7,0.77
3665,3665,brasileiro-a,2008,21,20-08,São Paulo,Atlético-PR,3,1,MANDANTE,5.0,15.0,0.4,0.47,0.37,0.63
3666,3666,brasileiro-a,2008,21,20-08,Coritiba,Figueirense,3,0,MANDANTE,7.0,11.0,0.53,0.6,0.5,0.63
3667,3667,brasileiro-a,2008,21,20-08,Vitória,Sport Recife,0,0,EMPATE,8.0,10.0,0.4,0.4,0.53,0.4
3668,3668,brasileiro-a,2008,20,17-08,Fluminense,Atlético-MG,1,0,MANDANTE,18.0,13.0,0.6,0.2,0.43,0.43
3669,3669,brasileiro-a,2008,20,17-08,Palmeiras,Coritiba,1,0,MANDANTE,3.0,8.0,0.8,0.67,0.73,0.57
3670,3670,brasileiro-a,2008,20,17-08,Sport Recife,Botafogo,0,1,VISITANTE,10.0,4.0,0.87,0.6,0.67,0.53
3671,3671,brasileiro-a,2008,20,17-08,Goias,Náutico,3,0,MANDANTE,11.0,17.0,0.2,0.4,0.23,0.47
3672,3672,brasileiro-a,2008,20,17-08,Grêmio,São Paulo,1,0,MANDANTE,1.0,5.0,0.67,0.87,0.63,0.8
3673,3673,brasileiro-a,2008,20,17-08,Santos,Flamengo,2,2,EMPATE,19.0,7.0,0.27,0.4,0.3,0.37
3674,3674,brasileiro-a,2008,20,17-08,Vasco,Internacional,4,0,MANDANTE,15.0,12.0,0.27,0.2,0.5,0.27
3675,3675,brasileiro-a,2008,20,16-08,Atlético-PR,Ipatinga,5,0,MANDANTE,14.0,20.0,0.4,0.27,0.33,0.27
3676,3676,brasileiro-a,2008,20,16-08,Cruzeiro,Vitória,2,1,MANDANTE,2.0,6.0,0.4,0.8,0.5,0.63
3677,3677,brasileiro-a,2008,20,16-08,Figueirense,Portuguesa,2,1,MANDANTE,9.0,16.0,0.4,0.4,0.33,0.43
3678,3678,brasileiro-a,2008,19,10-08,Internacional,Figueirense,1,1,EMPATE,10.0,11.0,0.33,0.4,0.5,0.57
3679,3679,brasileiro-a,2008,19,10-08,Ipatinga,Fluminense,2,1,MANDANTE,20.0,19.0,0.27,0.2,0.43,0.27
3680,3680,brasileiro-a,2008,19,10-08,Náutico,Santos,1,0,MANDANTE,15.0,18.0,0.4,0.0,0.37,0.13
3681,3681,brasileiro-a,2008,19,10-08,Botafogo,Palmeiras,1,0,MANDANTE,8.0,3.0,0.87,0.87,0.6,0.67
3682,3682,brasileiro-a,2008,19,10-08,Coritiba,Sport Recife,3,0,MANDANTE,6.0,9.0,0.8,0.8,0.63,0.63
3683,3683,brasileiro-a,2008,19,10-08,Portuguesa,Cruzeiro,2,1,MANDANTE,14.0,2.0,0.8,0.27,0.63,0.23
3684,3684,brasileiro-a,2008,19,10-08,Vitória,Vasco,5,0,MANDANTE,5.0,17.0,0.27,0.4,0.27,0.5
3685,3685,brasileiro-a,2008,19,09-08,Atlético-MG,Grêmio,0,4,VISITANTE,12.0,1.0,0.87,0.6,0.7,0.47
3686,3686,brasileiro-a,2008,19,09-08,Flamengo,Atlético-PR,1,0,MANDANTE,7.0,16.0,0.27,0.13,0.37,0.3
3687,3687,brasileiro-a,2008,19,09-08,São Paulo,Goias,2,1,MANDANTE,4.0,13.0,0.6,0.47,0.57,0.57
3688,3688,brasileiro-a,2008,18,07-08,Cruzeiro,Internacional,2,0,MANDANTE,2.0,10.0,0.47,0.6,0.6,0.57
3689,3689,brasileiro-a,2008,18,07-08,Figueirense,Botafogo,1,2,VISITANTE,12.0,8.0,0.67,0.33,0.6,0.53
3690,3690,brasileiro-a,2008,18,07-08,Palmeiras,Vitória,3,0,MANDANTE,3.0,5.0,0.6,0.67,0.6,0.6
3691,3691,brasileiro-a,2008,18,06-08,Fluminense,São Paulo,3,1,MANDANTE,19.0,4.0,0.67,0.27,0.6,0.37
3692,3692,brasileiro-a,2008,18,06-08,Goias,Flamengo,2,1,MANDANTE,13.0,7.0,0.13,0.6,0.4,0.47
3693,3693,brasileiro-a,2008,18,06-08,Santos,Atlético-MG,2,3,VISITANTE,18.0,11.0,0.6,0.6,0.4,0.4
3694,3694,brasileiro-a,2008,18,06-08,Atlético-PR,Náutico,2,0,MANDANTE,14.0,17.0,0.07,0.27,0.13,0.3
3695,3695,brasileiro-a,2008,18,06-08,Sport Recife,Portuguesa,2,0,MANDANTE,9.0,16.0,0.27,0.6,0.27,0.53
3696,3696,brasileiro-a,2008,18,06-08,Grêmio,Ipatinga,1,0,MANDANTE,1.0,20.0,0.4,0.87,0.27,0.63
3697,3697,brasileiro-a,2008,18,06-08,Vasco,Coritiba,0,2,VISITANTE,15.0,6.0,0.6,0.27,0.57,0.37
3698,3698,brasileiro-a,2008,17,03-08,Atlético-MG,Sport Recife,2,1,MANDANTE,12.0,10.0,0.67,0.4,0.53,0.3
3699,3699,brasileiro-a,2008,17,03-08,Atlético-PR,Botafogo,0,3,VISITANTE,17.0,8.0,0.67,0.27,0.5,0.3
3700,3700,brasileiro-a,2008,17,03-08,Santos,Coritiba,1,3,VISITANTE,18.0,7.0,0.6,0.6,0.57,0.4
3701,3701,brasileiro-a,2008,17,03-08,Flamengo,Cruzeiro,1,2,VISITANTE,6.0,2.0,0.6,0.13,0.57,0.5
3702,3702,brasileiro-a,2008,17,03-08,Grêmio,Vitória,2,0,MANDANTE,1.0,5.0,0.6,0.73,0.7,0.63
3703,3703,brasileiro-a,2008,17,03-08,Ipatinga,Palmeiras,1,2,VISITANTE,20.0,3.0,0.67,0.4,0.6,0.27
3704,3704,brasileiro-a,2008,17,03-08,São Paulo,Vasco,4,0,MANDANTE,4.0,14.0,0.33,0.67,0.37,0.6
3705,3705,brasileiro-a,2008,17,02-08,Fluminense,Internacional,1,2,VISITANTE,19.0,9.0,0.47,0.27,0.5,0.37
3706,3706,brasileiro-a,2008,17,02-08,Goias,Portuguesa,4,0,MANDANTE,13.0,15.0,0.47,0.47,0.37,0.47
3707,3707,brasileiro-a,2008,17,02-08,Náutico,Figueirense,1,2,VISITANTE,16.0,11.0,0.33,0.07,0.43,0.23
3708,3708,brasileiro-a,2008,16,31-07,Coritiba,Grêmio,0,1,VISITANTE,8.0,1.0,0.73,0.67,0.63,0.6
3709,3709,brasileiro-a,2008,16,31-07,Sport Recife,Ipatinga,3,1,MANDANTE,7.0,20.0,0.4,0.67,0.27,0.43
3710,3710,brasileiro-a,2008,16,31-07,Vasco,Atlético-MG,6,1,MANDANTE,12.0,15.0,0.4,0.13,0.4,0.3
3711,3711,brasileiro-a,2008,16,30-07,Figueirense,São Paulo,1,1,EMPATE,11.0,6.0,0.8,0.47,0.67,0.5
3712,3712,brasileiro-a,2008,16,30-07,Internacional,Santos,0,1,VISITANTE,10.0,17.0,0.47,0.53,0.33,0.6
3713,3713,brasileiro-a,2008,16,30-07,Palmeiras,Flamengo,1,0,MANDANTE,5.0,4.0,0.33,0.47,0.5,0.6
3714,3714,brasileiro-a,2008,16,30-07,Botafogo,Goias,2,0,MANDANTE,9.0,18.0,0.53,0.53,0.47,0.4
3715,3715,brasileiro-a,2008,16,30-07,Portuguesa,Fluminense,3,1,MANDANTE,13.0,19.0,0.47,0.27,0.4,0.37
3716,3716,brasileiro-a,2008,16,30-07,Cruzeiro,Náutico,4,2,MANDANTE,2.0,14.0,0.07,0.6,0.27,0.47
3717,3717,brasileiro-a,2008,16,30-07,Vitória,Atlético-PR,2,1,MANDANTE,3.0,16.0,0.33,0.4,0.3,0.63
